refseqid	cds_len	transcript_len
NM_020376	1515	2427
NM_020374	1659	3861
NR_028473	0	1725
NM_001145256	1011	4195
NM_003635	2652	3996
NM_003796	1608	3460
NM_003791	3159	4380
NM_004508	855	2985
NM_015570	3780	6587
NR_039708	0	62
NM_001190791	1692	3979
NR_110189	0	2345
NR_002775	0	3525
NM_001320597	1845	3681
NM_001321713	3933	8295
NM_001321712	4188	8192
NR_026882	0	936
NM_001308088	705	1698
NM_001308087	705	1458
NM_001308083	411	784
NR_030342	0	67
NM_001306131	6798	8181
NR_031729	0	80
NM_001167947	669	1100
NM_001170637	2953	5971
NM_001350708	2412	7209
NR_106804	0	63
NM_001302461	843	1231
NM_001928	762	1124
NM_001206934	1092	1493
NM_001206934	1092	1493
NM_001319110	1203	4516
NM_001319109	1494	4671
NR_134899	0	933
NM_001278373	1626	4545
NM_006295	3557	3633
NM_001324120	3762	7025
NM_022359	933	1693
NM_023035	7534	8641
NM_022350	2883	5705
NM_025214	1008	4132
NM_025213	2037	2419
NR_106805	0	61
NM_001352156	7275	10255
NM_001206796	1818	3076
NM_001206794	3939	5946
NM_019087	615	2486
NM_020834	1653	3741
NM_018425	1440	4187
NR_109991	0	1631
NM_001307951	1101	1938
NM_001239	972	1395
NM_001242443	1599	2252
NM_001242442	1668	2191
NM_001242895	1173	4261
NM_001242894	1617	4842
NM_001242890	1017	1389
NM_001308002	1398	5900
NM_001242413	1932	3096
NM_001242887	1299	1811
NM_001242463	789	6514
NM_001301707	1002	1461
NM_001301668	1092	3991
NM_017539	12351	12394
NM_001257994	1689	2986
NR_004390	0	149
NM_001102651	1617	3698
NM_001257976	2394	2876
NM_001320240	1176	5794
NM_144624	1035	8446
NM_147185	11700	12439
NM_153183	495	2001
NM_144563	936	1834
NM_001354509	2559	5563
NM_001354512	2559	5416
NR_037946	0	4014
NM_001304777	717	4219
NM_001304771	1605	3174
NM_001304764	3714	4581
NM_001304763	3714	5380
NM_022768	2934	3431
NM_022765	3204	3644
NM_024936	1542	2797
NM_024933	1032	2120
NM_147195	2979	4035
NR_106806	0	71
NM_001101330	948	1170
NM_001101320	1275	1441
NM_001101314	702	1186
NM_001320959	1518	5442
NR_106769	0	70
NM_001164278	1356	2356
NM_001304430	957	1996
NM_001286564	2097	7636
NR_135084	0	563
NM_001242307	3117	3490
NM_001352512	1776	4968
NM_181671	807	6367
NM_173843	432	1922
NR_000008	0	126
NR_002560	0	68
NR_002561	0	70
NR_002559	0	65
NR_002562	0	75
NR_002563	0	72
NR_002564	0	75
NR_002565	0	67
NM_001123363	5298	7640
NM_001305000	258	970
NM_001300923	768	2230
NM_001304998	231	4613
NR_033823	0	1605
NM_001352252	909	1956
NM_005554	1695	2450
NM_024324	1062	1435
NM_004802	3693	4954
NM_005601	498	826
NM_031450	879	1555
NM_004683	900	1637
NM_004013	3678	7410
NR_134874	0	2190
NM_001085447	1659	2169
NM_014725	3072	4864
NM_014723	1485	5019
NM_012158	1287	3549
NM_012157	1272	3026
NM_013318	6690	11059
NM_014720	3708	7782
NM_001350831	1389	2379
NM_001351779	1956	4448
NM_001351778	1962	2350
NM_002563	1122	6747
NM_002561	1269	2308
NM_002560	1167	2028
NM_002559	1194	3795
NM_153711	930	9785
NM_020458	2577	5158
NM_021827	1689	2511
NM_001354295	4383	6895
NM_001136006	3033	3500
NM_001136537	876	1572
NM_001352368	2622	5210
NM_001321201	405	920
NM_024707	396	1647
NM_024706	1860	2769
NM_024705	729	1977
NM_022157	1200	2733
NM_022150	591	1188
NM_172016	1467	3563
NM_173852	489	547
NM_171999	3903	5550
NM_171998	642	3512
NM_002641	1455	3626
NM_001308089	1584	2461
NM_012199	2574	7492
NM_032449	2577	5654
NM_032448	2733	5195
NM_032447	8430	9362
NM_001243610	438	3414
NM_004853	711	968
NM_004850	4167	8294
NM_006187	3264	6639
NM_004506	1611	2697
NM_004505	4221	7973
NM_001320238	1602	5319
NR_135087	0	486
NR_135086	0	468
NM_001039651	537	912
NM_001039651	537	912
NM_001039651	537	913
NM_001039651	537	912
NM_001145024	624	1541
NM_001145023	1137	1834
NM_001145020	459	624
NM_001244644	519	2536
NM_001243947	363	696
NM_001243900	3708	6296
NM_001351290	2562	7830
NM_001351288	1437	7667
NM_001351287	1437	7575
NM_001353076	2268	2765
NM_005566	999	2208
NM_006328	2010	5407
NR_133662	0	2733
NR_133661	0	1450
NM_001244193	4044	4326
NM_001350459	2901	5799
NM_001350717	2379	6730
NM_001351502	990	7802
NM_013979	816	1386
NM_013978	585	1155
NM_013975	3030	3722
NR_106977	0	56
NM_001042549	642	13220
NM_001207	489	1008
NM_001206745	2631	2970
NM_001252127	3189	6782
NM_001308226	459	626
NM_001302623	3546	3865
NR_031602	0	102
NR_073177	0	2356
NM_001184742	2019	5308
NM_001184741	1299	3451
NM_016148	6486	9615
NM_021163	2145	6551
NM_021160	1677	2019
NM_021160	1677	2019
NM_021160	1677	2019
NM_001282483	849	3748
NM_001282482	942	3684
NM_032107	2523	3366
NM_024625	2100	3182
NM_001142575	1470	2306
NM_001143854	2085	4592
NM_001256063	1884	3315
NM_001256064	1884	3528
NM_001256394	3300	4423
NM_022456	1383	9512
NM_152272	1362	3411
NM_022568	1464	2558
NM_021080	1668	5716
NM_020822	3708	4768
NM_022558	738	900
NM_022557	771	1157
NM_022556	609	859
NM_144612	6636	6854
NM_152299	1818	3345
NM_001352374	2280	4803
NM_001352372	2622	5232
NR_125435	0	1477
NM_198464	1059	1129
NM_183374	1569	1569
NM_183373	696	2194
NM_183372	2760	5467
NR_106808	0	75
NR_106807	0	69
NM_012319	2268	3620
NM_012317	441	1469
NM_001256008	2349	4701
NM_001256007	2349	4747
NM_020798	3057	4832
NR_037650	0	2463
NR_106939	0	66
NM_016533	567	1214
NM_016529	3567	9635
NM_018208	1161	2614
NM_015134	3117	10960
NR_073519	0	2760
NR_102367	0	1546
NR_037567	0	2078
NM_001352347	1995	5051
NR_037568	0	1950
NM_006277	5094	6112
NM_022762	1182	1966
NR_106809	0	63
NR_145677	0	1812
NM_001145809	6111	6912
NM_001290326	1764	7197
NM_182546	711	3112
NR_034023	0	1771
NM_001308140	333	1242
NM_001308139	333	1249
NM_001308138	333	1255
NM_001308137	426	1137
NM_001308136	447	1158
NM_001308135	519	1190
NM_014943	2514	4359
NM_014938	2760	8421
NM_001290046	3903	9657
NR_147972	0	2509
NR_147973	0	2420
NM_001184971	1338	3089
NM_001184999	5220	7751
NM_001206797	1374	2517
NM_001207014	1257	2320
NM_004957	1764	2308
NM_005715	1221	4391
NR_134856	0	856
NR_145459	0	8121
NR_144569	0	58
NM_001098800	2220	2584
NM_001352790	1833	7317
NM_001657	759	1276
NM_001657	759	1276
NM_001656	1725	3900
NM_001654	1821	2496
NM_002289	429	728
NM_002288	459	702
NM_001385	1560	2123
NM_001383	1332	2220
NM_002829	2742	6716
NR_038923	0	1194
NM_001291842	1101	5588
NM_001136161	1773	2371
NM_001142685	6264	10111
NM_001323938	2763	3700
NM_199166	1923	2275
NM_199073	384	1014
NM_199072	1068	5312
NM_199070	384	943
NM_199069	555	1380
NM_199053	3261	4435
NR_039839	0	60
NM_001323582	1572	4160
NM_001323577	2916	5298
NR_039709	0	62
NM_001142270	960	1742
NM_001160419	747	1229
NM_001160418	1065	2073
NM_001330356	447	6265
NM_001330355	771	2919
NM_001330354	831	1286
NM_001330353	786	1195
NM_005453	1905	2664
NM_015057	14037	15025
NM_013251	366	838
NM_013250	1554	3720
NR_031600	0	20
NM_001317074	264	2086
NR_108085	0	544
NM_017882	936	2242
NM_017853	450	2541
NM_017852	3189	3576
NR_136725	0	2538
NR_104218	0	1367
NR_104213	0	807
NR_104205	0	1260
NR_104204	0	1347
NR_104203	0	1488
NR_104202	0	1761
NR_104201	0	1904
NR_110697	0	1728
NR_104102	0	1011
NR_104101	0	1210
NR_110578	0	3564
NR_104011	0	2032
NR_104010	0	926
NR_110523	0	2234
NR_110522	0	1763
NR_104009	0	953
NR_104008	0	750
NM_001351190	1113	4022
NM_001164419	627	773
NM_001164417	567	1329
NM_001164425	627	773
NM_001164431	2025	2838
NM_001164435	177	253
NM_001164434	138	293
NM_001164436	585	1881
NM_001318737	1035	2672
NM_006993	537	877
NM_006992	939	1330
NR_145738	0	85
NM_001352317	1752	6354
NM_001352316	1752	6394
NM_001352315	1959	6302
NM_001198675	435	3943
NM_001198674	381	3786
NM_001329639	1869	5101
NM_001323993	1611	3356
NR_073078	0	1382
NR_073079	0	1352
NM_001206946	1938	4130
NM_019103	513	1033
NM_019102	813	1657
NM_019098	2430	4347
NM_019095	906	3973
NM_020982	654	2050
NR_135761	0	576
NR_030184	0	83
NR_030184	0	83
NM_207341	1917	1972
NM_207339	336	501
NM_207338	1704	2858
NM_207335	1872	5268
NM_207334	990	2582
NM_207333	1530	6192
NM_207332	1332	1813
NR_120588	0	1597
NR_120589	0	1455
NM_001164	2133	2684
NM_001146345	762	2490
NR_120586	0	846
NM_001170543	870	2849
NM_001321018	387	3439
NM_001321017	387	2812
NM_013404	1893	2136
NM_014783	3072	5900
NM_014782	1899	2808
NM_030893	1167	2117
NM_001271765	1518	2017
NM_001271756	1206	2010
NM_001271755	1338	2371
NR_033824	0	785
NR_033819	0	4069
NM_001350949	885	1238
NM_001287509	417	1822
NM_001351167	1404	4146
NM_001300792	2109	6275
NM_001198845	1020	1614
NM_001198846	357	923
NM_001173484	675	6938
NM_001348457	1851	2894
NM_001080511	645	1294
NM_001100599	1116	2114
NM_001225	1134	1319
NM_003490	1743	3041
NM_003488	2712	3968
NM_002726	2133	2943
NM_005472	312	3070
NM_005471	870	2297
NR_036121	0	73
NM_001144824	2103	4482
NM_001255975	2622	3481
NM_032127	2961	3492
NR_106920	0	66
NM_001206884	2658	5962
NM_001305077	621	1984
NR_045515	0	3847
NR_045511	0	3552
NM_001353707	1488	4081
NM_001353697	1344	3937
NM_001353706	1341	3934
NM_030929	915	2514
NR_024469	0	850
NM_002901	996	2516
NR_046411	0	1760
NR_046412	0	1690
NR_046413	0	1515
NM_001345964	3957	4539
NM_001345949	1428	2271
NM_130760	1149	1537
NM_130476	4764	5860
NR_046266	0	1950
NM_001145025	1626	1802
NM_001350110	2910	4409
NM_001322028	1344	1825
NM_001323940	2055	3603
NM_172208	1515	2003
NM_172208	1515	2003
NM_172208	1515	2003
NM_172208	1515	2003
NM_172208	1515	2003
NM_172207	1563	2458
NR_073409	0	1106
NR_073410	0	878
NR_073411	0	950
NR_073412	0	1071
NR_073413	0	923
NM_001282714	528	3620
NR_106810	0	71
NM_001129889	1659	4680
NM_001130417	897	2965
NM_001318763	972	2672
NM_001318763	972	2672
NM_001318763	972	2672
NR_073484	0	1252
NM_001322356	612	2342
NM_001322355	612	2423
NM_003254	624	916
NR_033791	0	434
NM_032378	1944	2473
NM_001352712	3282	4791
NM_001353164	4134	10104
NM_173554	627	1252
NR_024249	0	1859
NM_001346102	1206	4200
NM_001346093	1668	3987
NM_001346092	909	2344
NM_001350140	3675	6301
NM_001345899	1431	2044
NR_106963	0	59
NR_039840	0	85
NM_001286431	9159	11071
NM_001321573	1575	5947
NM_001321580	1560	5932
NR_106811	0	164
NM_001244812	1806	6493
NM_024557	1107	5860
NM_031951	8622	8985
NM_031950	672	1171
NM_031947	906	1435
NM_031946	2736	3549
NM_024913	3081	5320
NM_031942	1353	2810
NM_024549	1722	1967
NM_024529	1596	5939
NM_024518	735	3144
NM_024505	2298	2804
NM_001282952	474	2499
NM_001282951	630	2467
NM_001282950	822	2628
NM_001282949	693	2454
NM_001282948	7077	8675
NM_001278513	1980	6073
NM_001324020	1494	2165
NM_001329920	855	1270
NM_001289985	2553	6511
NM_001289984	2376	6651
NM_001289990	711	2697
NM_001289987	3651	4922
NM_001289986	603	1204
NM_001324021	1416	2087
NM_001270458	1185	5438
NM_001289993	1269	1785
NM_001288	726	1251
NM_001289998	1062	2186
NM_001289997	861	1803
NM_001286402	3396	4657
NM_001290000	1389	2080
NM_001286403	1641	2902
NM_001290003	1482	2186
NM_001329934	1590	7102
NM_001329932	1590	7237
NM_001276262	507	1440
NM_001276272	1623	2593
NM_001276271	1719	2338
NM_001276270	1725	2628
NM_001276274	852	1252
NM_001276273	789	1692
NM_001270463	606	1815
NM_001276286	1887	8016
NM_001329997	390	1332
NM_001329996	390	1673
NM_001329994	918	3815
NM_001290008	1698	2159
NM_001290007	1620	2246
NM_001329998	8910	10616
NM_001290009	1326	2825
NM_001288574	1761	4308
NM_001288	726	1251
NM_001288	726	1251
NM_001290018	2079	2971
NM_001330000	396	5143
NM_001287597	1419	2499
NM_001287596	477	1321
NM_001287595	1860	2873
NM_001290022	1050	2174
NM_001290027	861	2070
NM_001290026	960	2169
NM_001290033	737	827
NM_001290031	627	1052
NM_001290030	1311	1388
NM_001290028	1062	1883
NM_001330065	399	3222
NM_001287743	1254	2467
NM_001287742	1254	2665
NM_001287747	1062	2330
NM_001287745	1062	2373
NM_001287748	1062	1992
NM_001290042	717	2038
NM_001287744	1062	2294
NM_001287751	999	2104
NM_001287750	1431	2232
NM_001287749	1062	2230
NM_001287808	1125	1914
NM_001287756	753	1689
NM_001287809	1476	2057
NM_001353232	1563	3776
NM_001352466	288	2215
NR_147965	0	4941
NR_147966	0	5391
NR_147967	0	5400
NR_147968	0	5123
NR_147969	0	5234
NR_147970	0	4977
NR_147971	0	5361
NM_001320418	708	1021
NM_001313951	912	1302
NM_001313950	1035	1273
NM_001128309	444	5222
NM_001330765	1047	2450
NM_001330763	1164	1318
NM_001348319	6189	10085
NM_013421	1710	2603
NM_013417	3789	4711
NR_120541	0	1568
NM_015704	507	3794
NR_036122	0	83
NR_104161	0	988
NM_001206540	834	1892
NM_001207058	1503	2294
NM_001319657	306	2395
NM_001354905	8052	10274
NM_001355128	525	1698
NM_001355129	825	1817
NM_021221	606	774
NM_021221	606	774
NM_021221	606	774
NM_001350679	2211	4507
NR_120530	0	548
NR_120529	0	1755
NR_103835	0	804
NM_001320630	1233	1793
NM_001318787	2355	3834
NM_001318784	2709	5184
NM_194325	1872	2584
NM_181861	3747	7191
NM_001354268	5421	8005
NM_198458	1497	3562
NR_031624	0	116
NM_001157	1518	2485
NM_001144963	1032	1385
NM_001291085	1392	3685
NM_001291030	1434	10362
NM_001750	2376	4707
NR_104475	0	3338
NM_001305081	618	1981
NM_001305080	609	1972
NR_046567	0	2252
NR_073536	0	1683
NR_037437	0	99
NR_038862	0	2162
NM_001136156	2862	7718
NM_001291700	321	979
NM_001353009	4221	5065
NR_106812	0	66
NM_002807	2862	3325
NM_001353033	1620	3186
NM_022439	294	969
NR_073386	0	1588
NR_073388	0	1007
NR_073387	0	2488
NM_001198616	2139	4497
NR_029192	0	1245
NM_001145224	2082	3449
NM_001207059	1386	2177
NM_001353256	975	4000
NR_024147	0	2568
NR_024148	0	2706
NM_001126336	1968	4193
NM_001126340	765	10788
NM_023002	1209	3438
NM_021253	1557	3339
NM_021253	1557	3339
NR_110767	0	2639
NR_104200	0	1712
NR_030588	0	78
NR_030413	0	111
NR_030412	0	118
NR_030353	0	98
NR_030343	0	100
NR_030328	0	97
NR_104178	0	4233
NR_036123	0	75
NM_001161660	1818	3210
NM_001198773	2406	4309
NM_002253	4071	5833
NM_002995	345	1367
NM_203346	3807	6372
NR_134858	0	2424
NR_110026	0	2222
NM_001135598	1395	4895
NM_001321733	2301	5784
NM_001318139	2901	4255
NM_001321731	2325	5972
NM_001190472	75	1383
NM_001190708	75	1121
NM_001346462	747	2916
NM_001349257	2715	5318
NM_002213	2400	4380
NM_001352120	2049	3769
NM_001128204	2616	5548
NM_001135673	1752	3952
NM_001347887	2127	3735
NM_001317192	774	1260
NM_001317186	684	4672
NM_001317185	1101	4885
NM_001317184	2466	4635
NM_001321399	480	1677
NM_005293	1077	1526
NM_004441	2955	4675
NR_126364	0	2447
NM_001159999	1840	5395
NM_001159996	927	5408
NM_001153484	480	1959
NM_001199199	675	3647
NM_001199198	2100	3886
NM_001199189	813	1509
NM_001199185	2667	3511
NM_001348031	1263	3461
NM_001348029	1524	3722
NM_001349828	2391	2907
NM_173353	1473	2360
NM_173344	1023	6768
NM_182924	2715	3099
NM_173215	4368	5311
NM_178003	846	2615
NM_207291	840	1529
NM_001353832	558	1252
NM_001353831	714	1963
NR_146780	0	1824
NR_039841	0	63
NM_015679	996	1818
NR_039664	0	63
NM_032498	867	1309
NM_030593	1059	2064
NR_147696	0	1419
NM_001346323	1554	6178
NM_004678	321	1204
NM_004676	444	1238
NM_004676	444	1238
NM_003058	1668	2512
NM_025029	477	941
NM_004650	762	2847
NM_004647	1143	2227
NM_004646	3726	5024
NM_017488	1932	4119
NM_133265	2028	6514
NM_018370	717	3543
NM_001318500	366	707
NM_016055	639	980
NR_134658	0	942
NR_134659	0	1233
NR_134660	0	1098
NR_134661	0	788
NM_001349203	2778	5490
NM_001350523	6768	8084
NM_004069	429	947
NM_004788	3222	6128
NM_020384	693	2987
NM_020383	2001	2539
NM_020382	1059	2792
NM_006661	2340	8323
NM_012424	3201	5513
NM_001329963	3855	4746
NM_001340	1047	2171
NM_001338	1098	5741
NM_001329395	1260	3914
NM_001335	1131	1296
NM_001334	966	2933
NM_032499	552	2657
NR_120556	0	2157
NM_020476	5646	8232
NR_039710	0	97
NM_001319240	1179	2474
NM_001357731	1401	1851
NR_047675	0	1457
NM_001242818	1356	3644
NM_001242817	1176	3510
NM_001242816	1326	3614
NM_001242815	396	3721
NM_001242814	1992	4961
NM_001242813	2079	5250
NR_039845	0	70
NM_001167675	1215	9487
NM_001167674	1308	9580
NM_001167625	6597	13660
NM_052828	1188	3005
NM_052828	1188	3005
NM_052828	1188	3005
NM_052828	1188	3008
NM_052828	1188	3005
NM_052828	1188	3008
NM_032844	2637	4657
NM_032831	765	10679
NM_052820	1578	5493
NM_001998	3555	4183
NM_001114100	2430	3215
NM_001165	1815	6912
NM_001164841	291	1622
NM_001171661	837	2983
NR_000005	0	148
NR_000025	0	146
NM_001322162	2121	4632
NM_015008	990	5631
NM_001349421	1803	7254
NM_001349420	1803	7373
NM_001349419	1803	9118
NR_145823	0	651
NR_046090	0	1504
NM_001168408	2454	5195
NR_144531	0	683
NM_001305142	900	1262
NM_001323558	2517	5486
NR_130898	0	3417
NM_020733	4146	9156
NR_110493	0	7527
NR_110492	0	7597
NR_126037	0	2612
NM_001207076	1272	1795
NM_001206885	2820	6263
NM_001214907	1488	2876
NM_001214906	1857	2972
NM_001353125	1404	5386
NR_024042	0	2799
NM_001171945	837	1309
NR_120561	0	348
NR_120562	0	336
NM_001245004	1320	7891
NM_001245002	1527	8045
NM_001244974	1014	1611
NM_001244191	4392	5600
NM_001353320	1293	3450
NM_014751	2268	5042
NM_014749	4419	5907
NM_014744	2388	7854
NM_014739	2763	7263
NM_001323279	1326	4547
NM_001323276	1377	2556
NM_001323273	1485	3693
NM_033254	3345	4667
NM_033251	636	4672
NM_032479	312	614
NM_032476	378	990
NR_130930	0	1845
NM_021255	1263	5696
NM_021253	1557	3339
NM_001243765	1113	6856
NM_001243764	762	6248
NM_001350538	2697	3605
NM_004359	711	1445
NM_003382	1317	3944
NR_133637	0	726
NM_012279	885	4327
NM_012278	1044	1296
NM_012276	1500	1963
NM_006722	1560	4680
NM_012274	354	501
NM_012272	2577	3605
NM_012269	1446	2406
NR_102280	0	1083
NR_102281	0	555
NM_001134431	219	2267
NM_001324187	837	1735
NM_001324186	939	2135
NM_004822	1815	5954
NM_001351103	3852	4537
NR_120564	0	1641
NM_001190738	1341	8159
NM_001258257	3672	6154
NM_001353004	1122	4267
NR_120566	0	717
NM_001105563	2508	2850
NM_001105558	1704	3061
NR_049841	0	58
NR_120570	0	1547
NR_120571	0	1400
NR_036186	0	96
NM_133173	1461	2137
NM_148920	2283	2923
NM_001198608	2316	4512
NM_001348072	240	465
NR_033347	0	135
NR_038903	0	673
NM_001326348	1455	2955
NM_001326349	1473	4331
NM_012304	1476	4567
NM_014551	900	1425
NR_133914	0	1964
NR_033902	0	3809
NR_029513	0	119
NR_033823	0	1605
NR_033823	0	1605
NR_033823	0	1605
NR_033807	0	3359
NR_033767	0	6426
NR_045639	0	5109
NR_045638	0	3165
NR_027706	0	1398
NR_027691	0	3018
NR_033708	0	4077
NR_033700	0	4152
NR_033699	0	4215
NR_033663	0	2691
NR_031659	0	73
NR_045493	0	883
NR_045406	0	2051
NR_031569	0	86
NR_031566	0	92
NM_001346810	3168	10327
NM_001346780	1536	1787
NM_001346780	1536	1787
NM_001346780	1536	1787
NM_001346768	4746	6490
NM_001346767	6009	7531
NR_146645	0	1108
NR_146646	0	936
NM_194284	879	1952
NM_205548	831	1705
NM_205840	180	604
NM_205840	180	604
NM_205840	180	604
NM_205840	180	604
NM_205840	180	604
NM_205840	180	604
NM_205839	294	764
NM_205839	294	764
NM_205839	294	764
NM_205839	294	764
NM_205839	294	764
NM_205839	294	764
NM_205839	294	764
NM_205839	294	764
NM_205838	201	671
NM_205838	201	671
NM_205838	201	671
NM_205838	201	671
NM_205838	201	671
NM_205838	201	671
NM_205838	201	671
NM_205838	201	671
NM_205837	201	734
NM_205837	201	734
NM_205837	201	734
NM_205837	201	734
NM_205837	201	734
NM_205837	201	734
NM_205837	201	734
NM_205837	201	734
NM_194283	1731	6208
NM_194277	2145	3202
NM_205768	1596	3875
NM_001353569	2400	3195
NM_001353568	2475	3544
NR_106813	0	66
NM_001318146	1503	3011
NM_175848	2502	4276
NM_182517	342	1476
NM_182515	1665	8791
NM_182513	594	2319
NM_182511	675	2894
NM_001354099	765	3942
NM_001353999	1959	5984
NM_001354098	843	3591
NR_147831	0	2637
NM_001324365	804	1900
NM_001324364	804	1749
NM_001324351	1377	2098
NM_001324349	1377	2139
NM_001324348	1377	1975
NR_147828	0	2493
NR_147829	0	2913
NR_147830	0	2466
NM_001308209	849	1075
NR_120593	0	5754
NR_120592	0	2317
NR_120591	0	2568
NR_045004	0	1024
NM_001304748	771	1579
NR_038905	0	1209
NM_001142674	1182	3428
NM_002915	1071	2393
NR_033149	0	9046
NR_135090	0	679
NR_036124	0	92
NM_001348303	1407	3297
NR_049724	0	4821
NM_001142684	2010	3268
NM_001142679	2790	3591
NM_001161772	1392	1996
NM_001184780	2193	2847
NM_001184779	2214	2720
NM_001184763	1038	8194
NM_001184744	1782	1991
NM_001319206	1518	5636
NM_001319205	804	1436
NM_001321100	1602	11058
NM_001321099	2247	11198
NR_105034	0	3903
NM_178463	354	1220
NM_001141973	3528	4025
NM_001178100	597	934
NM_001353515	1794	2931
NR_028346	0	1728
NR_146921	0	1694
NM_001130020	2517	4143
NM_001164380	1713	3057
NM_001164780	549	6627
NR_146921	0	1694
NR_028346	0	1730
NM_001145542	1701	2574
NM_001207064	603	5323
NM_001207062	591	1777
NM_001321803	1920	3613
NM_001321802	1920	3749
NM_001321801	1923	3616
NM_001321800	1800	3493
NM_001321792	735	811
NR_104190	0	774
NR_039711	0	84
NR_031663	0	82
NM_001082959	1521	2613
NR_135091	0	1763
NM_001198939	2073	6530
NM_017564	7656	8230
NM_018480	693	1039
NM_015692	5799	5992
NR_002569	0	353
NR_146090	0	1779
NR_146091	0	1671
NR_003028	0	132
NR_003032	0	121
NR_003036	0	71
NR_003026	0	130
NR_002920	0	139
NR_003033	0	73
NR_002959	0	132
NR_031639	0	91
NR_002973	0	127
NM_001173533	1530	4361
NM_001198858	684	1122
NM_001198858	684	1122
NM_001271882	582	1090
NM_001271880	300	551
NM_001284338	3960	7238
NM_001289162	2625	3042
NM_001289163	2430	2716
NM_001289164	1827	3306
NM_001289165	1179	2992
NM_001346460	1059	3168
NM_001346459	1794	2973
NM_001330307	1302	5949
NM_001350511	1212	2630
NM_001352763	1320	2722
NM_001352765	1272	2696
NM_001352764	1452	2726
NM_001277335	2274	2794
NM_181871	1632	3025
NM_194431	444	1346
NR_135093	0	1038
NR_135094	0	571
NM_015456	1887	2573
NM_016559	1881	9204
NR_135096	0	2096
NM_001193285	987	1560
NM_001190997	1533	1950
NM_006764	1521	2109
NM_014904	1539	6061
NM_014903	7092	9760
NR_103726	0	3876
NM_001349493	1743	3034
NR_110303	0	1926
NM_014042	366	882
NM_014034	615	2508
NR_110295	0	1960
NM_015267	4461	6844
NM_014957	3597	5455
NM_016319	828	1876
NM_016316	3756	4772
NM_021258	1725	2962
NM_017902	1050	6912
NM_021571	273	660
NR_036125	0	89
NM_001252676	1707	3509
NM_003634	855	2236
NR_047481	0	648
NR_135097	0	406
NM_001165252	387	852
NM_001165136	2961	3781
NM_001166280	2352	2496
NM_001347846	1473	2345
NM_030613	1386	2428
NR_133571	0	1866
NM_004815	3786	9117
NR_145747	0	105
NM_001145852	2478	3857
NR_073565	0	750
NR_073570	0	2570
NM_198947	2205	3561
NM_198946	492	711
NR_073144	0	1223
NM_001286742	1263	1548
NR_037485	0	86
NM_032287	720	5324
NM_032283	1167	3139
NM_032281	1083	4661
NM_032280	816	1790
NM_032279	3591	7599
NM_001178078	2544	4037
NM_001168342	1554	3136
NM_001254952	933	2086
NM_001254952	933	2086
NM_001290222	582	1158
NM_001290221	696	1787
NM_015235	1851	4110
NM_015234	4041	5757
NM_014517	1623	4147
NM_015232	2280	2699
NM_015231	4311	5457
NR_135053	0	722
NR_135076	0	492
NM_001283026	615	3824
NM_001318084	1728	3997
NM_001954	2631	3824
NM_002648	942	2709
NM_003408	1893	2906
NM_002623	405	1346
NM_002622	369	1324
NM_002619	306	856
NM_002618	1212	4515
NR_038390	0	2642
NM_001135861	375	1244
NM_001349368	621	1584
NM_001349369	582	1140
NM_001282387	1245	2460
NM_001282413	906	1865
NM_001282412	1035	1994
NM_001282411	714	1661
NM_001283034	756	1850
NM_006111	1194	1934
NM_004452	1527	3014
NM_004449	1389	5036
NM_006108	2423	5137
NM_006107	1299	2012
NM_004444	2964	4351
NM_005151	1485	4156
NM_005148	723	1384
NM_004443	2997	4220
NM_005308	1773	2558
NM_005307	1503	2080
NR_039842	0	75
NM_001351773	1530	6074
NR_106987	0	61
NR_120585	0	624
NR_045756	0	4630
NR_029481	0	87
NR_045767	0	3558
NR_029482	0	79
NR_047543	0	1916
NR_047542	0	992
NR_047541	0	1067
NR_047540	0	1260
NR_034078	0	619
NR_034079	0	616
NM_001352162	1296	2173
NM_001352161	1491	2368
NR_148958	0	3379
NR_148957	0	3631
NM_194071	1563	7456
NM_198521	1083	1380
NM_198517	1341	1734
NM_001199267	2787	3648
NM_001164415	1272	1962
NM_001164415	1272	1962
NM_001352127	8646	11728
NM_001352131	1899	2656
NM_001352130	1899	2767
NM_012483	393	1087
NR_131905	0	2195
NM_006047	2799	6702
NM_001329792	1146	2322
NM_001329791	1146	2715
NM_001254752	423	4956
NM_001254753	519	2004
NM_001254755	459	1307
NM_005345	1926	2429
NM_005345	1926	2429
NM_080741	1491	2353
NR_135099	0	409
NR_120552	0	1755
NR_120551	0	1754
NM_001198696	1122	3250
NM_001171155	222	339
NM_018950	1041	1284
NM_018950	1041	1199
NM_018950	1041	1284
NM_018950	1041	1284
NM_017780	8994	11580
NM_016568	1410	2533
NM_001143939	2025	5425
NM_001258321	570	3683
NM_001321291	3372	5921
NM_001350636	1725	2506
NM_001350636	1725	2506
NM_001350636	1725	2506
NM_001350636	1725	2506
NM_001350636	1725	2506
NM_001350635	1395	2640
NM_001350634	1098	3595
NM_001350633	1311	3629
NM_001350632	1686	3983
NM_001286768	678	8132
NM_001286767	1065	7929
NM_001284220	1428	3119
NM_001284216	5169	9065
NM_001349803	1608	2068
NM_001350618	459	1753
NM_001350617	459	1857
NM_001350614	882	4208
NM_001350613	885	4102
NM_001350610	906	4123
NR_147053	0	2743
NM_017508	2415	8979
NM_021819	1581	1736
NM_021818	1152	3141
NM_021817	1023	1771
NM_018026	2892	4493
