readType	refseqid	row	juncpos5	juncpos3	num_CRC.42
5UTR	NM_001330410	57375	73298733	73285725	1
5UTR	NM_001330411	57374	73250317	73249705	1
5UTR	NM_001330411	57374	73297589	73285725	1
5UTR	NM_001330411	57374	73298733	73285725	1
5UTR	NM_001330412	57373	73250317	73249705	1
5UTR	NM_001330412	57373	73297589	73285725	1
5UTR	NM_001330412	57373	73298733	73285725	1
5UTR	NM_001330425	57369	71295842	71297871	1
5UTR	NM_001330425	57369	71297716	71297871	9
5UTR	NM_001330426	57368	71295842	71297632	3
5UTR	NM_001330426	57368	71295842	71297871	1
5UTR	NM_001330426	57368	71297716	71297871	9
5UTR	NM_001330432	23180	61293162	61295984	1
5UTR	NM_001330432	23180	61296120	61297477	3
5UTR	NM_001330432	23180	61297635	61298741	5
5UTR	NM_001330432	23180	61298927	61304055	1
5UTR	NM_001330432	23180	61300686	61304055	5
5UTR	NM_001330433	57365	61293162	61295984	1
5UTR	NM_001330433	57365	61296120	61297477	3
5UTR	NM_001330434	23179	61293162	61295984	1
5UTR	NM_001330434	23179	61296120	61297477	3
5UTR	NM_001330435	57364	61293162	61295984	1
5UTR	NM_001330435	57364	61296120	61297477	3
5UTR	NM_001330436	57363	61293162	61295984	1
5UTR	NM_001330436	57363	61296120	61297477	3
5UTR	NM_001330458	17208	38546027	38545781	20
5UTR	NM_001330458	17208	38570410	38546161	2
5UTR	NM_001330460	21405	38546027	38545781	20
5UTR	NM_001330460	21405	38570410	38546161	2
5UTR	NM_001330461	21404	38546027	38545781	20
5UTR	NM_001330461	21404	38570410	38546161	2
5UTR	NM_001330464	58468	38542426	38541806	19
5UTR	NM_001330464	58468	38545677	38542476	14
5UTR	NM_001330464	58468	38546027	38545781	20
5UTR	NM_001330464	58468	38570410	38546161	2
5UTR	NM_001330464	58468	38604285	38541796	1
5UTR	NM_001330464	58468	38604285	38570654	5
5UTR	NM_001330477	54319	32390972	32396356	2
5UTR	NM_001330477	54319	32396442	32399132	2
5UTR	NM_001330477	54319	32409407	32417405	2
5UTR	NM_001330477	54319	32417485	32417987	1
5UTR	NM_001330477	54319	32418022	32418958	3
5UTR	NM_001330477	54319	32419052	32422413	1
5UTR	NM_001330477	54319	32422461	32422776	1
5UTR	NM_001330478	54318	32390972	32396356	2
5UTR	NM_001330478	54318	32409407	32417405	2
5UTR	NM_001330478	54318	32417485	32417987	1
5UTR	NM_001330478	54318	32418022	32418958	3
5UTR	NM_001330478	54318	32422461	32422776	1
5UTR	NM_001330479	54317	32390972	32396356	2
5UTR	NM_001330479	54317	32396442	32399132	2
5UTR	NM_001330484	57336	27356667	27356522	1
5UTR	NM_001330531	47547	3261070	3218019	10
5UTR	NM_001330531	47547	3358321	3341920	8
5UTR	NM_001330531	47547	3372624	3358404	1
5UTR	NM_001330531	47547	3372721	3358404	1
5UTR	NM_001330531	47547	3381419	3358404	7
5UTR	NM_001346122	39626	233733811	233734995	1
5UTR	NM_001346127	51595	53995158	53999044	1
5UTR	NM_001347663	13723	158674897	158656012	2
5UTR	NM_001347663	13723	158732308	158656012	1
5UTR	NM_001347663	13723	158732308	158675071	2
5UTR	NM_001347664	13722	158674897	158656012	2
5UTR	NM_001347664	13722	158732308	158656012	1
5UTR	NM_001347664	13722	158732308	158675071	2
5UTR	NM_001347665	13721	158674897	158656012	2
5UTR	NM_001347665	13721	158732308	158656012	1
5UTR	NM_001347665	13721	158732308	158675071	2
5UTR	NM_001347666	40348	158674897	158656012	2
5UTR	NM_001347666	40348	158732308	158656012	1
5UTR	NM_001347666	40348	158732308	158675071	2
5UTR	NM_001347667	43241	158674897	158656012	2
5UTR	NM_001347667	43241	158732308	158656012	1
5UTR	NM_001347667	43241	158732308	158675071	2
5UTR	NM_001348181	45628	24550921	24538093	2
5UTR	NM_001348184	7160	24550921	24538093	2
5UTR	NM_001348315	16526	230786280	230744844	1
5UTR	NM_001348316	26260	230786280	230744844	1
5UTR	NM_001348317	15960	230786280	230744844	1
5UTR	NM_001348318	33963	230786280	230744844	1
5UTR	NM_001348319	10935	230786280	230744844	1
5UTR	NM_001348320	26259	230786280	230744844	1
5UTR	NM_001348321	42642	230786280	230744844	1
5UTR	NM_001348322	48275	230786280	230744844	1
5UTR	NM_001348323	49433	230786280	230744844	1
5UTR	NM_001348324	13902	230786280	230744844	1
5UTR	NM_001348325	44192	230786280	230744844	1
5UTR	NM_001348326	28989	230786280	230744844	1
5UTR	NM_001348327	4425	230786280	230744844	1
5UTR	NM_001348328	46191	230786280	230744844	1
5UTR	NM_001348329	19274	230786280	230744844	1
5UTR	NM_001348330	19273	230786280	230744844	1
5UTR	NM_001348331	38230	230786280	230744844	1
5UTR	NM_001348332	13520	230786280	230744844	1
5UTR	NM_001348333	50718	230786280	230744844	1
5UTR	NM_001348334	51080	230786280	230744844	1
5UTR	NM_001348335	51387	230786280	230744844	1
5UTR	NM_001348336	58488	230786280	230744844	1
5UTR	NM_001348406	58966	65217304	65228582	4
5UTR	NM_001348406	58966	65228624	65231087	3
5UTR	NM_001348406	58966	65228624	65237731	1
5UTR	NM_001348406	58966	65231149	65237731	7
5UTR	NM_001348407	58965	65217304	65228582	4
5UTR	NM_001348407	58965	65228624	65231087	3
5UTR	NM_001348407	58965	65228624	65237731	1
5UTR	NM_001348407	58965	65231149	65237731	7
5UTR	NM_001348758	55939	70409799	70409129	2
5UTR	NM_001348758	55939	70418105	70410067	1
5UTR	NM_001348759	58666	70409799	70409129	2
5UTR	NM_001348759	58666	70418105	70410067	1
5UTR	NM_001348760	20111	70409799	70409129	2
5UTR	NM_001348760	20111	70418105	70410067	1
5UTR	NM_001348761	20110	70409799	70409129	2
5UTR	NM_001348761	20110	70418105	70410067	1
5UTR	NM_001348762	32290	70409799	70409129	2
5UTR	NM_001348763	46021	70409799	70409129	2
5UTR	NM_001348763	46021	70418105	70410067	1
5UTR	NM_001348764	46020	70409799	70409129	2
5UTR	NM_001348764	46020	70418105	70410067	1
5UTR	NM_001349012	24171	99757546	99743639	1
5UTR	NM_001349012	24171	99757891	99743639	1
5UTR	NM_001349013	31635	99743511	99734222	1
5UTR	NM_001349013	31635	99757546	99743639	1
5UTR	NM_001349013	31635	99757891	99743639	1
5UTR	NM_001349014	4279	99743511	99734222	1
5UTR	NM_001349069	5916	227664938	227672202	1
5UTR	NM_001349069	5916	227700803	227729320	2
5UTR	NM_001349069	5916	227702486	227729320	1
5UTR	NM_001349072	41354	227700803	227729320	2
5UTR	NM_001349072	41354	227702486	227702789	1
5UTR	NM_001349072	41354	227702486	227729320	1
5UTR	NM_001349199	24552	11886797	11905659	2
5UTR	NM_001349199	24552	11903412	11905659	1
5UTR	NM_001349200	27692	11886797	11905659	2
5UTR	NM_001349200	27692	11903412	11905659	1
5UTR	NM_001349201	27691	11886797	11905659	2
5UTR	NM_001349201	27691	11903412	11905659	1
5UTR	NM_001349202	11899	11886797	11905659	2
5UTR	NM_001349202	11899	11903412	11905659	1
5UTR	NM_001349203	11078	11886797	11905659	2
5UTR	NM_001349203	11078	11903412	11905659	1
5UTR	NM_001349204	14685	11886797	11905659	2
5UTR	NM_001349204	14685	11903412	11905659	1
5UTR	NM_001349205	46139	11886797	11905659	2
5UTR	NM_001349205	46139	11903412	11905659	1
5UTR	NM_001349206	46138	11886797	11905659	2
5UTR	NM_001349206	46138	11903412	11905659	1
5UTR	NM_001349256	66764	97304020	97302922	1
5UTR	NM_001349257	11021	97304020	97302922	1
5UTR	NM_001349258	65483	97304020	97302922	1
5UTR	NM_001349259	65212	97302658	97297219	1
5UTR	NM_001349259	65212	97302658	97297280	1
5UTR	NM_001349259	65212	97304020	97302922	1
5UTR	NM_001349260	44995	97285409	97285281	1
5UTR	NM_001349260	44995	97302658	97297219	1
5UTR	NM_001349260	44995	97304020	97302922	1
5UTR	NM_001349261	9021	97281229	97279356	1
5UTR	NM_001349261	9021	97285096	97279356	2
5UTR	NM_001349261	9021	97285409	97285281	1
5UTR	NM_001349261	9021	97302658	97297219	1
5UTR	NM_001349261	9021	97304020	97302922	1
5UTR	NM_001349262	29604	97281229	97279356	1
5UTR	NM_001349262	29604	97285096	97279356	2
5UTR	NM_001349262	29604	97302658	97297219	1
5UTR	NM_001349262	29604	97304020	97302922	1
5UTR	NM_001349287	36302	242255397	242255837	1
5UTR	NM_001349288	36301	242255025	242263631	1
5UTR	NM_001349288	36301	242255397	242263631	13
5UTR	NM_001349288	36301	242255990	242263631	1
5UTR	NM_001349288	36301	242257014	242263631	2
5UTR	NM_001349288	36301	242259702	242263631	1
5UTR	NM_001349289	36300	242255025	242263631	1
5UTR	NM_001349289	36300	242255397	242263631	13
5UTR	NM_001349289	36300	242255990	242263631	1
5UTR	NM_001349289	36300	242257014	242263631	2
5UTR	NM_001349289	36300	242259702	242263631	1
5UTR	NM_001349290	15773	242255025	242263631	1
5UTR	NM_001349290	15773	242255397	242263631	13
5UTR	NM_001349290	15773	242255990	242263631	1
5UTR	NM_001349290	15773	242257014	242263631	2
5UTR	NM_001349290	15773	242259702	242263631	1
5UTR	NM_001349291	15772	242255025	242263631	1
5UTR	NM_001349291	15772	242255397	242263631	13
5UTR	NM_001349291	15772	242255990	242263631	1
5UTR	NM_001349291	15772	242257014	242263631	2
5UTR	NM_001349291	15772	242259702	242263631	1
5UTR	NM_001349302	48724	242255025	242263631	1
5UTR	NM_001349302	48724	242255397	242263631	13
5UTR	NM_001349302	48724	242255990	242263631	1
5UTR	NM_001349302	48724	242257014	242263631	2
5UTR	NM_001349302	48724	242259702	242263631	1
5UTR	NM_001349304	37679	242255025	242265408	1
5UTR	NM_001349304	37679	242255397	242265408	1
5UTR	NM_001349304	37679	242263656	242265408	21
5UTR	NM_001349304	37679	242264077	242265408	1
5UTR	NM_001349305	62125	242255025	242265408	1
5UTR	NM_001349305	62125	242255397	242255837	1
5UTR	NM_001349305	62125	242255397	242265408	1
5UTR	NM_001349305	62125	242263656	242265408	21
5UTR	NM_001349305	62125	242264077	242265408	1
5UTR	NM_001349306	35235	242255025	242265408	1
5UTR	NM_001349306	35235	242255397	242265408	1
5UTR	NM_001349306	35235	242263656	242265408	21
5UTR	NM_001349306	35235	242264077	242265408	1
5UTR	NM_001349307	35234	242255025	242263631	1
5UTR	NM_001349307	35234	242255025	242265408	1
5UTR	NM_001349307	35234	242255397	242263631	13
5UTR	NM_001349307	35234	242255397	242265408	1
5UTR	NM_001349307	35234	242255990	242263631	1
5UTR	NM_001349307	35234	242257014	242263631	2
5UTR	NM_001349307	35234	242259702	242263631	1
5UTR	NM_001349307	35234	242263656	242265408	21
5UTR	NM_001349307	35234	242263656	242274541	1
5UTR	NM_001349307	35234	242264077	242265408	1
5UTR	NM_001349307	35234	242265528	242274541	57
5UTR	NM_001349307	35234	242274627	242275374	1
5UTR	NM_001349307	35234	242274627	242275390	53
5UTR	NM_001349307	35234	242275052	242275390	2
5UTR	NM_001349307	35234	242275513	242276797	33
5UTR	NM_001349307	35234	242276931	242277088	20
5UTR	NM_001349308	29101	242255025	242263631	1
5UTR	NM_001349308	29101	242255397	242263631	13
5UTR	NM_001349308	29101	242255990	242263631	1
5UTR	NM_001349308	29101	242257014	242263631	2
5UTR	NM_001349308	29101	242259702	242263631	1
5UTR	NM_001349308	29101	242263656	242274541	1
5UTR	NM_001349308	29101	242265528	242274541	57
5UTR	NM_001349308	29101	242274627	242275390	53
5UTR	NM_001349308	29101	242275052	242275390	2
5UTR	NM_001349308	29101	242275513	242276797	33
5UTR	NM_001349308	29101	242276931	242277088	20
5UTR	NM_001349309	17677	242255025	242263631	1
5UTR	NM_001349309	17677	242255397	242263631	13
5UTR	NM_001349309	17677	242255990	242263631	1
5UTR	NM_001349309	17677	242257014	242263631	2
5UTR	NM_001349309	17677	242259702	242263631	1
5UTR	NM_001349309	17677	242263656	242274541	1
5UTR	NM_001349309	17677	242265528	242274541	57
5UTR	NM_001349309	17677	242274627	242275374	1
5UTR	NM_001349309	17677	242274627	242275390	53
5UTR	NM_001349309	17677	242275052	242275390	2
5UTR	NM_001349309	17677	242275513	242276797	33
5UTR	NM_001349309	17677	242276931	242277088	20
5UTR	NM_001349310	7029	242263656	242274541	1
5UTR	NM_001349310	7029	242265528	242274541	57
5UTR	NM_001349310	7029	242274627	242275390	53
5UTR	NM_001349310	7029	242275052	242275390	2
5UTR	NM_001349310	7029	242275513	242276797	33
5UTR	NM_001349310	7029	242276931	242277088	20
5UTR	NM_001349311	31543	242255025	242263631	1
5UTR	NM_001349311	31543	242255025	242265408	1
5UTR	NM_001349311	31543	242255397	242263631	13
5UTR	NM_001349311	31543	242255397	242265408	1
5UTR	NM_001349311	31543	242255990	242263631	1
5UTR	NM_001349311	31543	242257014	242263631	2
5UTR	NM_001349311	31543	242259702	242263631	1
5UTR	NM_001349311	31543	242263656	242265408	21
5UTR	NM_001349311	31543	242263656	242274541	1
5UTR	NM_001349311	31543	242264077	242265408	1
5UTR	NM_001349311	31543	242265528	242274541	57
5UTR	NM_001349311	31543	242274627	242275374	1
5UTR	NM_001349311	31543	242274627	242275390	53
5UTR	NM_001349311	31543	242275052	242275390	2
5UTR	NM_001349311	31543	242275513	242276797	33
5UTR	NM_001349311	31543	242276931	242277088	20
5UTR	NM_001349312	31542	242255025	242265408	1
5UTR	NM_001349312	31542	242255397	242265408	1
5UTR	NM_001349312	31542	242263656	242265408	21
5UTR	NM_001349312	31542	242263656	242274541	1
5UTR	NM_001349312	31542	242264077	242265408	1
5UTR	NM_001349312	31542	242265528	242274541	57
5UTR	NM_001349312	31542	242274627	242275374	1
5UTR	NM_001349312	31542	242274627	242275390	53
5UTR	NM_001349312	31542	242275052	242275390	2
5UTR	NM_001349312	31542	242275513	242276797	33
5UTR	NM_001349312	31542	242276931	242277088	20
5UTR	NM_001349313	31541	242255025	242263631	1
5UTR	NM_001349313	31541	242255397	242255837	1
5UTR	NM_001349313	31541	242255397	242263631	13
5UTR	NM_001349313	31541	242255990	242263631	1
5UTR	NM_001349313	31541	242257014	242263631	2
5UTR	NM_001349313	31541	242259702	242263631	1
5UTR	NM_001349313	31541	242263656	242274541	1
5UTR	NM_001349313	31541	242265528	242274541	57
5UTR	NM_001349313	31541	242274627	242275390	53
5UTR	NM_001349313	31541	242275052	242275390	2
5UTR	NM_001349313	31541	242275513	242276797	33
5UTR	NM_001349313	31541	242276931	242277088	20
5UTR	NM_001349314	31540	242263656	242274541	1
5UTR	NM_001349314	31540	242265528	242274541	57
5UTR	NM_001349314	31540	242274627	242275374	1
5UTR	NM_001349314	31540	242274627	242275390	53
5UTR	NM_001349314	31540	242275052	242275390	2
5UTR	NM_001349314	31540	242275513	242276797	33
5UTR	NM_001349314	31540	242276931	242277088	20
5UTR	NM_001349315	8857	242255025	242265408	1
5UTR	NM_001349315	8857	242255397	242265408	1
5UTR	NM_001349315	8857	242263656	242265408	21
5UTR	NM_001349315	8857	242263656	242274541	1
5UTR	NM_001349315	8857	242264077	242265408	1
5UTR	NM_001349315	8857	242265528	242274541	57
5UTR	NM_001349315	8857	242274627	242275374	1
5UTR	NM_001349315	8857	242274627	242275390	53
5UTR	NM_001349315	8857	242275052	242275390	2
5UTR	NM_001349315	8857	242275513	242276797	33
5UTR	NM_001349315	8857	242276931	242277088	20
5UTR	NM_001349975	8615	33701774	33736777	1
5UTR	NM_001349975	8615	33736909	33740077	3
5UTR	NM_001349976	8614	33736909	33740077	3
5UTR	NM_001349977	8613	33701774	33736777	1
5UTR	NM_001349977	8613	33736909	33740077	3
5UTR	NM_001349978	8612	33701774	33736777	1
5UTR	NM_001349978	8612	33736909	33740077	3
5UTR	NM_001349979	8611	33701774	33736777	1
5UTR	NM_001349979	8611	33736909	33740077	3
5UTR	NM_001349980	8610	33701774	33736777	1
5UTR	NM_001349980	8610	33736909	33740077	3
5UTR	NM_001349981	8609	33701774	33736777	1
5UTR	NM_001349981	8609	33736909	33740077	3
5UTR	NM_001350062	20118	159857701	159922408	1
5UTR	NM_001350063	12550	159857701	159922408	1
5UTR	NM_001350064	12549	159857701	159922408	1
5UTR	NM_001350065	12548	159857701	159922408	1
5UTR	NM_001350853	23030	200715463	200713692	1
5UTR	NM_001350854	23029	200715463	200713692	1
5UTR	NM_001350855	23028	200715463	200713692	1
5UTR	NM_001351381	51617	25861883	25851253	3
5UTR	NM_001351381	51617	25875463	25861963	1
5UTR	NM_001351381	51617	25896255	25875530	1
5UTR	NM_001351382	51616	25896255	25875530	1
5UTR	NM_001351383	51988	25896255	25875530	1
5UTR	NM_001351384	51987	25896255	25875530	1
5UTR	NM_001351385	238	25896255	25875530	1
5UTR	NM_001351386	14411	25896255	25875530	1
5UTR	NM_001351387	14410	25896255	25875530	1
5UTR	NM_001351388	34798	25896255	25875530	1
5UTR	NM_001351389	4703	25896255	25875530	1
5UTR	NM_001351390	4705	25896255	25875530	1
5UTR	NM_001351391	17323	25896255	25875530	1
5UTR	NM_001351392	17322	25861883	25851253	3
5UTR	NM_001351392	17322	25875463	25861963	1
5UTR	NM_001351392	17322	25896255	25875530	1
5UTR	NM_001351393	46246	25861883	25851253	3
5UTR	NM_001351393	46246	25875463	25861963	1
5UTR	NM_001351393	46246	25896255	25875530	1
5UTR	NM_001351394	17319	25896255	25875530	1
5UTR	NM_001351395	17318	25754342	25705742	3
5UTR	NM_001351395	17318	25799707	25754466	4
5UTR	NM_001351395	17318	25803590	25799873	1
5UTR	NM_001351395	17318	25818955	25803695	2
5UTR	NM_001351395	17318	25851040	25830190	5
5UTR	NM_001351395	17318	25861883	25851253	3
5UTR	NM_001351395	17318	25875463	25861963	1
5UTR	NM_001351395	17318	25896255	25875530	1
5UTR	NM_001351424	39890	99135488	99136409	1
5UTR	NM_001351425	47219	99135488	99136409	1
5UTR	NM_001351426	5072	99135488	99136409	1
5UTR	NM_001351427	5071	99135488	99136409	1
5UTR	NM_001351428	23648	99135488	99136409	1
5UTR	NM_001351429	23647	99135488	99136409	1
5UTR	NM_001351511	30516	70475537	70463307	6
5UTR	NM_001351512	30515	70475537	70463307	6
5UTR	NM_001351513	30514	70475537	70463307	6
5UTR	NM_001351514	17371	70463211	70457986	8
5UTR	NM_001351515	17370	70456191	70455594	2
5UTR	NM_001351515	17370	70457888	70456450	8
5UTR	NM_001351515	17370	70457893	70456450	1
5UTR	NM_001351515	17370	70463211	70457986	8
5UTR	NM_001351515	17370	70475537	70463307	6
5UTR	NM_001351517	52366	70454867	70451761	4
5UTR	NM_001351517	52366	70456191	70454954	5
5UTR	NM_001351517	52366	70456191	70455594	2
5UTR	NM_001351517	52366	70456396	70454954	2
5UTR	NM_001351517	52366	70456396	70456223	3
5UTR	NM_001351517	52366	70457888	70456450	8
5UTR	NM_001351517	52366	70457893	70456450	1
5UTR	NM_001351517	52366	70463211	70457986	8
5UTR	NM_001351517	52366	70475537	70463307	6
5UTR	NM_001351523	57951	70463211	70457986	8
5UTR	NM_001351524	16530	70454867	70451761	4
5UTR	NM_001351524	16530	70456191	70454954	5
5UTR	NM_001351524	16530	70456396	70454954	2
5UTR	NM_001351524	16530	70456396	70456223	3
5UTR	NM_001351524	16530	70457888	70456450	8
5UTR	NM_001351524	16530	70457893	70456450	1
5UTR	NM_001351524	16530	70463211	70457986	8
5UTR	NM_001351524	16530	70475537	70463307	6
5UTR	NM_001351525	54653	70454867	70451761	4
5UTR	NM_001351525	54653	70454867	70452525	4
5UTR	NM_001351525	54653	70456191	70454954	5
5UTR	NM_001351525	54653	70456396	70454954	2
5UTR	NM_001351525	54653	70457888	70456450	8
5UTR	NM_001351525	54653	70457893	70456450	1
5UTR	NM_001351525	54653	70463211	70457986	8
5UTR	NM_001351525	54653	70475537	70463307	6
5UTR	NM_001351565	58060	109403371	109404488	1
5UTR	NM_001351565	58060	109404545	109405308	3
5UTR	NM_001351565	58060	109405422	109408131	1
5UTR	NM_001351565	58060	109405422	109408136	1
5UTR	NM_001351565	58060	109408258	109410996	5
5UTR	NM_001351565	58060	109411177	109414884	1
5UTR	NM_001351565	58060	109415042	109421345	1
5UTR	NM_001351565	58060	109421464	109429087	2
5UTR	NM_001351565	58060	109429164	109429276	2
5UTR	NM_001351590	22116	201981204	201994452	16
5UTR	NM_001351590	22116	201983624	201994452	1
5UTR	NM_001351591	1015	201981204	201994452	16
5UTR	NM_001351591	1015	201983624	201994452	1
5UTR	NM_001351592	13210	201981204	201994452	16
5UTR	NM_001351592	13210	201983624	201994452	1
5UTR	NM_001351593	13209	201981204	201997752	1
5UTR	NM_001351593	13209	201994730	201997752	1
5UTR	NM_001351593	13209	201994869	201997752	34
5UTR	NM_001351593	13209	201995703	201997752	1
5UTR	NM_001351594	13208	201981204	201994452	16
5UTR	NM_001351594	13208	201981204	201997752	1
5UTR	NM_001351594	13208	201983624	201994452	1
5UTR	NM_001351594	13208	201994730	201997752	1
5UTR	NM_001351594	13208	201994869	201997752	34
5UTR	NM_001351594	13208	201995703	201997752	1
5UTR	NM_001352432	38249	120124636	120125764	304
5UTR	NM_001352432	38249	120125039	120125764	1
5UTR	NM_001352432	38249	120125220	120125764	4
5UTR	NM_001352676	27223	203777047	203782600	1
5UTR	NM_001352676	27223	203777837	203782600	2
5UTR	NM_001352676	27223	203782766	203806583	1
5UTR	NM_001352676	27223	203806703	203807463	3
5UTR	NM_001352676	27223	203807279	203807463	2
5UTR	NM_001352677	27349	203777047	203782600	1
5UTR	NM_001352677	27349	203777837	203782600	2
5UTR	NM_001352678	27348	203777047	203782600	1
5UTR	NM_001352678	27348	203777837	203782600	2
5UTR	NM_001352678	27348	203782766	203806583	1
5UTR	NM_001352678	27348	203782766	203817282	2
5UTR	NM_001352678	27348	203806703	203807463	3
5UTR	NM_001352678	27348	203807279	203807463	2
5UTR	NM_001352678	27348	203817402	203818728	3
5UTR	NM_001352678	27348	203818857	203820397	2
5UTR	NM_001352678	27348	203826149	203834642	1
5UTR	NM_001352679	27347	203777047	203782600	1
5UTR	NM_001352679	27347	203777837	203782600	2
5UTR	NM_001352679	27347	203782766	203806583	1
5UTR	NM_001352679	27347	203806703	203807463	3
5UTR	NM_001352679	27347	203807279	203807463	2
5UTR	NM_001352679	27347	203818857	203820397	2
5UTR	NM_001352679	27347	203820481	203825960	1
5UTR	NM_001352679	27347	203826149	203834642	1
5UTR	NM_001352680	41996	676574	676238	1
5UTR	NM_001352680	41996	677289	676238	1
5UTR	NM_001352824	32521	242674110	242674548	6
5UTR	NM_001352824	32521	242674931	242680448	8
5UTR	NM_001352824	32521	242680505	242681850	8
5UTR	NM_001352824	32521	242681989	242683054	5
5UTR	NM_001352917	34536	20531478	20527139	1
5UTR	NM_001352917	34536	20550571	20527139	1
5UTR	NM_001352918	33407	20531478	20527139	1
5UTR	NM_001352918	33407	20550571	20527139	1
5UTR	NM_001352919	33406	20531478	20527139	1
5UTR	NM_001352919	33406	20550571	20527139	1
5UTR	NM_001352920	33405	20531478	20527139	1
5UTR	NM_001352920	33405	20550571	20527139	1
5UTR	NM_001352923	31376	20531478	20527139	1
5UTR	NM_001352923	31376	20550571	20527139	1
5UTR	NM_001352925	28851	20531478	20527139	1
5UTR	NM_001352925	28851	20550571	20527139	1
5UTR	NM_001352926	9924	20531478	20527139	1
5UTR	NM_001352926	9924	20550571	20527139	1
5UTR	NM_001352927	31317	20531478	20527139	1
5UTR	NM_001352927	31317	20550571	20527139	1
5UTR	NM_001352928	33473	20531478	20527139	1
5UTR	NM_001352928	33473	20550571	20527139	1
5UTR	NM_001352929	62181	20518298	20512184	1
5UTR	NM_001352929	62181	20527071	20518406	2
5UTR	NM_001352929	62181	20531478	20527139	1
5UTR	NM_001352929	62181	20550571	20527139	1
5UTR	NM_001352930	14958	20511255	20508345	1
5UTR	NM_001352930	14958	20518298	20512184	1
5UTR	NM_001352930	14958	20527071	20518406	2
5UTR	NM_001352930	14958	20531478	20527139	1
5UTR	NM_001352930	14958	20550571	20527139	1
5UTR	NM_001353339	22339	197534600	197537069	1
5UTR	NM_001353497	3066	190528680	190530102	15
5UTR	NM_001353497	3066	190528680	190530148	2
5UTR	NM_001353497	3066	190530177	190530767	24
5UTR	NM_001353498	3065	190528680	190530102	15
5UTR	NM_001353498	3065	190528680	190530148	2
5UTR	NM_001353498	3065	190530177	190530767	24
5UTR	NM_001353777	32080	179319254	179320737	1
5UTR	NM_001353778	32079	179319254	179320737	1
5UTR	NM_001353967	59878	74056123	74057972	9
5UTR	NM_001353967	59878	74056197	74057972	1
5UTR	NM_001353967	59878	74056637	74057972	6
5UTR	NM_001353968	59877	74056123	74057972	9
5UTR	NM_001353968	59877	74056197	74057972	1
5UTR	NM_001353968	59877	74056637	74057972	6
5UTR	NM_001353969	59876	74056123	74057972	9
5UTR	NM_001353969	59876	74056197	74057972	1
5UTR	NM_001353969	59876	74056637	74057972	6
5UTR	NM_001353970	13852	74056123	74057972	9
5UTR	NM_001353970	13852	74056197	74057972	1
5UTR	NM_001353970	13852	74056637	74057972	6
5UTR	NM_001353971	15197	74056123	74057972	9
5UTR	NM_001353971	15197	74056197	74057972	1
5UTR	NM_001353971	15197	74056637	74057972	6
5UTR	NM_001353971	15197	74058186	74071940	22
5UTR	NM_001353971	15197	74069621	74071940	1
5UTR	NM_001353971	15197	74072015	74072294	20
5UTR	NM_001353971	15197	74072389	74074514	20
5UTR	NM_001353971	15197	74072389	74074517	1
5UTR	NM_001353972	15198	74058186	74071940	22
5UTR	NM_001353972	15198	74069621	74071940	1
5UTR	NM_001353972	15198	74072015	74072294	20
5UTR	NM_001353972	15198	74072389	74074514	20
5UTR	NM_001353972	15198	74072389	74074517	1
5UTR	NM_001353973	66788	74056123	74057972	9
5UTR	NM_001353973	66788	74056197	74057972	1
5UTR	NM_001353973	66788	74056637	74057972	6
5UTR	NM_001353973	66788	74058186	74071940	22
5UTR	NM_001353973	66788	74069621	74071940	1
5UTR	NM_001353973	66788	74072015	74072294	20
5UTR	NM_001353973	66788	74072389	74074514	20
5UTR	NM_001353973	66788	74072389	74074517	1
5UTR	NM_001353974	57729	74056123	74057972	9
5UTR	NM_001353974	57729	74056197	74057972	1
5UTR	NM_001353974	57729	74056637	74057972	6
5UTR	NM_001353974	57729	74058186	74071940	22
5UTR	NM_001353974	57729	74069621	74071940	1
5UTR	NM_001353974	57729	74072015	74072294	20
5UTR	NM_001353974	57729	74072389	74074514	20
5UTR	NM_001353974	57729	74072389	74074517	1
5UTR	NM_001353975	13348	74056123	74057972	9
5UTR	NM_001353975	13348	74056197	74057972	1
5UTR	NM_001353975	13348	74056637	74057972	6
5UTR	NM_001353975	13348	74058186	74071940	22
5UTR	NM_001353975	13348	74069621	74071940	1
5UTR	NM_001353975	13348	74072015	74072294	20
5UTR	NM_001353975	13348	74072389	74074514	20
5UTR	NM_001353975	13348	74072389	74074517	1
5UTR	NM_001353976	13851	74056123	74057972	9
5UTR	NM_001353976	13851	74056197	74057972	1
5UTR	NM_001353976	13851	74056637	74057972	6
5UTR	NM_001353976	13851	74058186	74071940	22
5UTR	NM_001353976	13851	74069621	74071940	1
5UTR	NM_001353976	13851	74072015	74072294	20
5UTR	NM_001353976	13851	74072389	74074514	20
5UTR	NM_001353976	13851	74072389	74074517	1
5UTR	NM_001354024	45866	241496423	241494472	1
5UTR	NM_001354025	17392	241468454	241465266	2
5UTR	NM_001354025	17392	241492331	241465266	1
5UTR	NM_001354025	17392	241492331	241468926	1
5UTR	NM_001354025	17392	241494283	241492474	2
5UTR	NM_001354025	17392	241496423	241494472	1
5UTR	NM_001354026	46537	241496423	241494472	1
5UTR	NM_001354158	47008	223725976	223765392	1
5UTR	NM_001354158	47008	223752606	223765392	3
5UTR	NM_001354158	47008	223752606	223773451	2
5UTR	NM_001354158	47008	223765498	223773451	5
5UTR	NM_001354159	47007	223752606	223773451	2
5UTR	NM_001354159	47007	223765498	223773451	5
