readType	refseqid	row	juncpos5	juncpos3	num_NC.42
CDS	NM_001282307	52926	242438404	242438199	25
CDS	NM_001282307	52926	242438672	242438589	20
CDS	NM_001282307	52926	242439588	242438803	1
CDS	NM_001282307	52926	242439588	242438829	15
CDS	NM_001282307	52926	242440155	242439696	29
CDS	NM_001282308	52929	242435813	242435116	25
CDS	NM_001282308	52929	242437031	242435949	26
CDS	NM_001282308	52929	242437650	242437102	22
CDS	NM_001282308	52929	242438054	242437102	4
CDS	NM_001282308	52929	242438054	242437764	28
CDS	NM_001282308	52929	242438404	242438199	25
CDS	NM_001282308	52929	242438672	242438589	20
CDS	NM_001282308	52929	242439588	242438803	1
CDS	NM_001282308	52929	242439588	242438829	15
CDS	NM_001282308	52929	242440155	242439696	29
CDS	NM_001282386	2028	209103795	209101893	11
CDS	NM_001282386	2028	209104587	209103957	4
CDS	NM_001282386	2028	209106718	209104727	3
CDS	NM_001282386	2028	209110043	209108328	2
CDS	NM_001282386	2028	209113093	209110148	2
CDS	NM_001282386	2028	209116154	209113384	4
CDS	NM_001282387	11457	209103795	209101893	11
CDS	NM_001282387	11457	209104587	209103957	4
CDS	NM_001282387	11457	209106718	209104727	3
CDS	NM_001282387	11457	209110043	209108328	2
CDS	NM_001282387	11457	209113093	209110148	2
CDS	NM_001282387	11457	209116154	209113384	4
CDS	NM_001282398	9246	95831605	95843228	1
CDS	NM_001282398	9246	95842004	95843228	1
CDS	NM_001282398	9246	95846017	95846848	2
CDS	NM_001282399	45498	103011087	103012991	1
CDS	NM_001282409	52734	242089962	242097222	1
CDS	NM_001282409	52734	242093019	242097222	32
CDS	NM_001282409	52734	242097277	242097899	47
CDS	NM_001282409	52734	242097946	242098628	1
CDS	NM_001282409	52734	242097964	242098628	19
CDS	NM_001282409	52734	242098758	242099747	28
CDS	NM_001282409	52734	242099909	242102700	49
CDS	NM_001282409	52734	242102816	242105752	56
CDS	NM_001282409	52734	242105856	242109196	59
CDS	NM_001282409	52734	242105856	242122062	1
CDS	NM_001282409	52734	242109282	242122062	53
CDS	NM_001282410	9285	242089962	242092891	19
CDS	NM_001282410	9285	242089962	242097222	1
CDS	NM_001282410	9285	242093019	242097222	32
CDS	NM_001282410	9285	242097277	242097899	47
CDS	NM_001282410	9285	242097946	242098628	1
CDS	NM_001282410	9285	242097964	242098628	19
CDS	NM_001282410	9285	242098758	242099747	28
CDS	NM_001282410	9285	242099909	242102700	49
CDS	NM_001282410	9285	242102816	242105752	56
CDS	NM_001282410	9285	242105856	242106460	11
CDS	NM_001282411	11460	242089962	242097222	1
CDS	NM_001282411	11460	242093019	242097222	32
CDS	NM_001282411	11460	242097277	242097899	47
CDS	NM_001282411	11460	242097946	242098628	1
CDS	NM_001282411	11460	242097964	242098628	19
CDS	NM_001282411	11460	242098758	242099747	28
CDS	NM_001282411	11460	242099909	242102700	49
CDS	NM_001282411	11460	242102816	242105752	56
CDS	NM_001282411	11460	242105856	242106460	11
CDS	NM_001282412	11459	242089962	242092891	19
CDS	NM_001282412	11459	242089962	242097222	1
CDS	NM_001282412	11459	242093019	242097222	32
CDS	NM_001282412	11459	242097277	242097899	47
CDS	NM_001282412	11459	242097946	242098628	1
CDS	NM_001282412	11459	242097964	242098628	19
CDS	NM_001282412	11459	242098758	242099747	28
CDS	NM_001282412	11459	242099909	242102700	49
CDS	NM_001282412	11459	242102816	242105752	56
CDS	NM_001282412	11459	242105856	242109196	59
CDS	NM_001282412	11459	242105856	242122062	1
CDS	NM_001282412	11459	242109282	242122062	53
CDS	NM_001282413	11458	242089962	242097222	1
CDS	NM_001282413	11458	242093019	242097222	32
CDS	NM_001282413	11458	242097277	242097899	47
CDS	NM_001282413	11458	242097946	242098628	1
CDS	NM_001282413	11458	242097964	242098628	19
CDS	NM_001282413	11458	242098758	242099747	28
CDS	NM_001282413	11458	242099909	242102700	49
CDS	NM_001282413	11458	242102816	242105752	56
CDS	NM_001282413	11458	242105856	242109196	59
CDS	NM_001282413	11458	242105856	242122062	1
CDS	NM_001282413	11458	242109282	242122062	53
CDS	NM_001282414	33318	242089962	242097222	1
CDS	NM_001282414	33318	242093019	242097222	32
CDS	NM_001282414	33318	242097277	242097899	47
CDS	NM_001282414	33318	242097946	242098628	1
CDS	NM_001282414	33318	242097964	242098628	19
CDS	NM_001282414	33318	242098758	242099747	28
CDS	NM_001282414	33318	242099909	242102700	49
CDS	NM_001282414	33318	242102816	242105752	56
CDS	NM_001282414	33318	242105856	242106460	11
CDS	NM_001282434	26786	239148128	239147892	6
CDS	NM_001282434	26786	239148302	239148209	2
CDS	NM_001282434	26786	239148466	239148388	6
CDS	NM_001282543	15573	215595135	215593732	2
CDS	NM_001282543	15573	215610446	215609883	3
CDS	NM_001282543	15573	215661785	215657169	1
CDS	NM_001282545	22886	215595135	215593732	2
CDS	NM_001282545	22886	215610446	215609883	3
CDS	NM_001282545	22886	215674136	215661841	1
CDS	NM_001282548	2449	215595135	215593732	2
CDS	NM_001282548	2449	215610446	215609883	3
CDS	NM_001282549	2448	215595135	215593732	2
CDS	NM_001282549	2448	215661785	215657169	1
CDS	NM_001282549	2448	215674136	215661841	1
CDS	NM_001282597	56846	80772199	80773032	1
CDS	NM_001282597	56846	80783018	80801288	1
CDS	NM_001282598	31238	80772199	80773032	1
CDS	NM_001282598	31238	80783018	80801288	1
CDS	NM_001282599	31247	80772199	80773032	1
CDS	NM_001282599	31247	80783018	80801288	1
CDS	NM_001282600	31246	80772199	80773032	1
CDS	NM_001282600	31246	80783018	80801288	1
CDS	NM_001282633	27698	120124636	120125764	47
CDS	NM_001282633	27698	120125220	120125764	3
CDS	NM_001282633	27698	120125881	120128316	54
CDS	NM_001282633	27698	120128378	120129821	48
CDS	NM_001282634	27699	120124636	120125764	47
CDS	NM_001282634	27699	120125220	120125764	3
CDS	NM_001282634	27699	120125881	120128316	54
CDS	NM_001282634	27699	120128378	120129821	48
CDS	NM_001282635	27700	120124636	120125764	47
CDS	NM_001282635	27700	120125220	120125764	3
CDS	NM_001282635	27700	120125881	120128316	54
CDS	NM_001282635	27700	120128378	120129821	48
CDS	NM_001282636	27701	120125881	120128316	54
CDS	NM_001282636	27701	120128378	120129821	48
CDS	NM_001282682	40477	224864	219001	1
CDS	NM_001282682	40477	229966	219001	8
CDS	NM_001282682	40477	230547	230044	1
CDS	NM_001282682	40477	231023	230044	2
CDS	NM_001282682	40477	233101	231191	2
CDS	NM_001282682	40477	234160	233229	4
CDS	NM_001282682	40477	247538	234272	3
CDS	NM_001282687	22690	224864	219001	1
CDS	NM_001282687	22690	229966	219001	8
CDS	NM_001282687	22690	229966	224920	1
CDS	NM_001282687	22690	230547	230044	1
CDS	NM_001282687	22690	231023	230044	2
CDS	NM_001282687	22690	233101	231191	2
CDS	NM_001282687	22690	234160	233229	4
CDS	NM_001282687	22690	247538	234272	3
CDS	NM_001282704	8588	10925060	10924452	48
CDS	NM_001282704	8588	10927407	10925156	58
CDS	NM_001282704	8588	10928823	10927565	36
CDS	NM_001282704	8588	10929023	10928895	26
CDS	NM_001282704	8588	10929875	10929107	45
CDS	NM_001282704	8588	10930845	10930015	26
CDS	NM_001282704	8588	10931921	10930959	30
CDS	NM_001282704	8588	10933222	10932051	34
CDS	NM_001282704	8588	10937207	10933328	51
CDS	NM_001282704	8588	10937826	10937333	25
CDS	NM_001282704	8588	10942625	10937883	19
CDS	NM_001282704	8588	10952804	10942766	20
CDS	NM_001282705	36487	10925060	10924452	48
CDS	NM_001282705	36487	10927407	10925156	58
CDS	NM_001282705	36487	10928823	10927565	36
CDS	NM_001282705	36487	10929023	10928895	26
CDS	NM_001282705	36487	10929875	10929107	45
CDS	NM_001282705	36487	10930845	10930015	26
CDS	NM_001282705	36487	10931921	10930959	30
CDS	NM_001282705	36487	10933222	10932051	34
CDS	NM_001282705	36487	10937207	10933328	51
CDS	NM_001282705	36487	10937826	10937333	25
CDS	NM_001282705	36487	10942625	10937883	19
CDS	NM_001282705	36487	10952804	10942766	20
CDS	NM_001282706	36486	10925060	10924452	48
CDS	NM_001282706	36486	10927407	10925156	58
CDS	NM_001282706	36486	10928823	10927565	36
CDS	NM_001282706	36486	10929023	10928895	26
CDS	NM_001282706	36486	10929875	10929107	45
CDS	NM_001282706	36486	10930845	10930015	26
CDS	NM_001282706	36486	10931921	10930959	30
CDS	NM_001282706	36486	10933222	10932051	34
CDS	NM_001282706	36486	10937207	10933328	51
CDS	NM_001282706	36486	10937826	10937333	25
CDS	NM_001282706	36486	10942625	10937883	19
CDS	NM_001282706	36486	10952804	10942766	20
CDS	NM_001282707	8591	10925060	10924452	48
CDS	NM_001282707	8591	10927407	10925156	58
CDS	NM_001282707	8591	10928823	10927565	36
CDS	NM_001282707	8591	10929023	10928895	26
CDS	NM_001282707	8591	10929875	10929107	45
CDS	NM_001282707	8591	10930845	10930015	26
CDS	NM_001282707	8591	10931921	10930959	30
CDS	NM_001282707	8591	10933222	10932051	34
CDS	NM_001282707	8591	10937207	10933328	51
CDS	NM_001282707	8591	10937826	10937333	25
CDS	NM_001282707	8591	10942625	10937883	19
CDS	NM_001282707	8591	10952804	10942766	20
CDS	NM_001282710	40247	11295815	11300592	10
CDS	NM_001282710	40247	11300674	11300751	10
CDS	NM_001282710	40247	11300820	11304330	19
CDS	NM_001282710	40247	11304387	11312051	18
CDS	NM_001282710	40247	11312171	11317863	4
CDS	NM_001282710	40247	11315135	11317863	9
CDS	NM_001282711	40254	11295815	11300592	10
CDS	NM_001282711	40254	11300674	11300751	10
CDS	NM_001282711	40254	11300820	11304330	19
CDS	NM_001282711	40254	11312171	11315094	14
CDS	NM_001282711	40254	11312950	11315094	1
CDS	NM_001282712	32694	11295815	11300592	10
CDS	NM_001282712	32694	11300674	11300751	10
CDS	NM_001282719	32631	20901330	20886854	2
CDS	NM_001282719	32631	20939731	20901412	3
CDS	NM_001282719	32631	20974570	20939965	3
CDS	NM_001282719	32631	20990015	20974739	4
CDS	NM_001282719	32631	21001070	20974739	1
CDS	NM_001282720	32633	20901330	20886854	2
CDS	NM_001282720	32633	20939731	20901412	3
CDS	NM_001282720	32633	20974570	20939965	3
CDS	NM_001282720	32633	20990015	20974739	4
CDS	NM_001282720	32633	21001070	20974739	1
CDS	NM_001282721	32632	20901330	20886854	2
CDS	NM_001282721	32632	20939731	20901412	3
CDS	NM_001282721	32632	20974570	20939965	3
CDS	NM_001282722	32635	20901330	20886854	2
CDS	NM_001282722	32635	20939731	20901412	3
CDS	NM_001282722	32635	20974570	20939965	3
CDS	NM_001282723	32634	20939731	20901412	3
CDS	NM_001282723	32634	20990015	20974739	4
CDS	NM_001282723	32634	21001070	20974739	1
CDS	NM_001282723	32634	21001070	20990158	1
CDS	NM_001282724	32637	20939731	20901412	3
CDS	NM_001282724	32637	20990015	20974739	4
CDS	NM_001282724	32637	21001070	20974739	1
CDS	NM_001282725	8597	180309603	180308195	4
CDS	NM_001282725	8597	180310277	180309704	1
CDS	NM_001282725	8597	180311252	180310455	2
CDS	NM_001282725	8597	180311357	180310455	1
CDS	NM_001282725	8597	180347999	180311497	7
CDS	NM_001282725	8597	180383255	180348161	3
CDS	NM_001282725	8597	180409554	180383365	1
CDS	NM_001282729	26892	27878232	27876614	8
CDS	NM_001282729	26892	27880212	27878469	12
CDS	NM_001282729	26892	27883851	27880536	13
CDS	NM_001282729	26892	27885046	27884255	2
CDS	NM_001282730	38664	27878232	27876614	8
CDS	NM_001282730	38664	27880212	27878469	12
CDS	NM_001282730	38664	27883851	27880536	13
CDS	NM_001282730	38664	27885046	27884255	2
CDS	NM_001282731	38663	27878232	27876614	8
CDS	NM_001282731	38663	27880212	27878469	12
CDS	NM_001282731	38663	27883851	27880536	13
CDS	NM_001282731	38663	27885046	27884255	2
CDS	NM_001282732	38662	27878232	27876614	8
CDS	NM_001282732	38662	27880212	27878469	12
CDS	NM_001282732	38662	27883851	27880536	13
CDS	NM_001282735	6963	201254006	201277034	30
CDS	NM_001282735	6963	201277142	201281102	37
CDS	NM_001282735	6963	201277142	201281106	1
CDS	NM_001282735	6963	201281151	201283973	46
CDS	NM_001282735	6963	201284219	201303845	12
CDS	NM_001282735	6963	201284219	201305372	25
CDS	NM_001282735	6963	201304051	201305372	18
CDS	NM_001282735	6963	201305507	201324492	70
CDS	NM_001282735	6963	201324550	201332013	42
CDS	NM_001282735	6963	201324554	201332013	2
CDS	NM_001282735	6963	201332122	201334637	61
CDS	NM_001282735	6963	201334739	201337555	52
CDS	NM_001282735	6963	201337715	201342359	1
CDS	NM_001282735	6963	201337775	201342359	91
CDS	NM_001282743	42318	201281151	201283973	46
CDS	NM_001282743	42318	201284219	201303845	12
CDS	NM_001282743	42318	201284219	201305372	25
CDS	NM_001282743	42318	201304051	201305372	18
CDS	NM_001282743	42318	201305507	201324492	70
CDS	NM_001282743	42318	201324550	201332013	42
CDS	NM_001282743	42318	201324554	201332013	2
CDS	NM_001282743	42318	201332122	201334637	61
CDS	NM_001282743	42318	201334739	201337555	52
CDS	NM_001282743	42318	201337715	201342359	1
CDS	NM_001282743	42318	201337775	201342359	91
CDS	NM_001282744	42317	201171324	201194154	6
CDS	NM_001282744	42317	201171645	201194154	12
CDS	NM_001282744	42317	201194203	201253946	28
CDS	NM_001282744	42317	201254006	201277034	30
CDS	NM_001282744	42317	201277142	201281102	37
CDS	NM_001282744	42317	201277142	201281106	1
CDS	NM_001282744	42317	201281151	201283973	46
CDS	NM_001282744	42317	201284219	201303845	12
CDS	NM_001282744	42317	201284219	201305372	25
CDS	NM_001282744	42317	201304051	201305372	18
CDS	NM_001282744	42317	201305507	201324492	70
CDS	NM_001282744	42317	201324550	201332013	42
CDS	NM_001282744	42317	201324554	201332013	2
CDS	NM_001282744	42317	201332122	201334637	61
CDS	NM_001282744	42317	201334739	201337555	52
CDS	NM_001282744	42317	201337715	201342359	1
CDS	NM_001282744	42317	201337775	201342359	91
CDS	NM_001282752	3692	20453583	20451477	13
CDS	NM_001282752	3692	20454624	20453775	9
CDS	NM_001282752	3692	20454977	20454745	9
CDS	NM_001282752	3692	20455794	20455102	5
CDS	NM_001282752	3692	20457998	20455931	3
CDS	NM_001282752	3692	20458004	20455931	10
CDS	NM_001282752	3692	20460098	20458132	4
CDS	NM_001282752	3692	20462954	20460227	9
CDS	NM_001282752	3692	20478344	20463221	2
CDS	NM_001282752	3692	20482708	20463221	8
CDS	NM_001282752	3692	20482708	20478580	2
CDS	NM_001282752	3692	20483104	20482992	2
CDS	NM_001282752	3692	20490413	20483247	2
CDS	NM_001282752	3692	20494137	20490551	6
CDS	NM_001282752	3692	20497314	20494279	3
CDS	NM_001282752	3692	20507739	20497439	1
CDS	NM_001282752	3692	20508075	20507832	5
CDS	NM_001282752	3692	20511255	20508345	11
CDS	NM_001282752	3692	20511997	20511424	5
CDS	NM_001282755	15445	42806340	42836598	12
CDS	NM_001282755	15445	42814830	42836598	2
CDS	NM_001282755	15445	42836724	42867313	8
CDS	NM_001282755	15445	42867376	42871267	6
CDS	NM_001282755	15445	42871384	42883340	12
CDS	NM_001282755	15445	42883442	42886903	22
CDS	NM_001282755	15445	42887002	42909541	18
CDS	NM_001282755	15445	42909729	42922905	12
CDS	NM_001282755	15445	42922979	42924916	25
CDS	NM_001282755	15445	42924974	42931337	2
CDS	NM_001282755	15445	42931458	42935043	13
CDS	NM_001282755	15445	42935194	42936014	24
CDS	NM_001282755	15445	42936236	42946128	1
CDS	NM_001282755	15445	42946214	42950029	8
CDS	NM_001282755	15445	42950175	42980514	8
CDS	NM_001282756	13624	42806340	42836598	12
CDS	NM_001282756	13624	42814830	42836598	2
CDS	NM_001282756	13624	42836724	42867313	8
CDS	NM_001282756	13624	42867376	42871267	6
CDS	NM_001282756	13624	42871384	42883340	12
CDS	NM_001282756	13624	42883442	42886903	22
CDS	NM_001282756	13624	42887002	42909541	18
CDS	NM_001282756	13624	42909729	42922905	12
CDS	NM_001282756	13624	42922979	42924916	25
CDS	NM_001282756	13624	42924974	42931337	2
CDS	NM_001282756	13624	42931458	42935043	13
CDS	NM_001282756	13624	42935194	42936014	24
CDS	NM_001282756	13624	42936236	42946128	1
CDS	NM_001282756	13624	42946214	42950029	8
CDS	NM_001282756	13624	42950175	42980514	8
CDS	NM_001282761	2299	55729458	55764701	1
CDS	NM_001282761	2299	55747052	55749238	31
CDS	NM_001282761	2299	55747615	55749238	1
CDS	NM_001282761	2299	55749302	55750857	37
CDS	NM_001282761	2299	55750958	55756014	46
CDS	NM_001282761	2299	55756128	55761009	54
CDS	NM_001282761	2299	55761096	55762848	43
CDS	NM_001282761	2299	55762899	55764619	37
CDS	NM_001282761	2299	55764721	55771074	35
CDS	NM_001282761	2299	55764721	55771100	1
CDS	NM_001282761	2299	55771210	55771356	65
CDS	NM_001282761	2299	55771505	55772043	39
CDS	NM_001282771	41405	241421600	241420514	1
CDS	NM_001282771	41405	241463302	241459950	1
CDS	NM_001282771	41405	241465102	241463798	1
CDS	NM_001282771	41405	241492331	241465266	2
CDS	NM_001282771	41405	241492331	241468926	2
CDS	NM_001282771	41405	241500453	241494472	1
CDS	NM_001282772	41407	113304756	113304998	3
CDS	NM_001282772	41407	113308579	113309352	5
CDS	NM_001282772	41407	113309575	113310222	5
CDS	NM_001282772	41407	113315658	113316870	2
CDS	NM_001282772	41407	113317151	113321943	1
CDS	NM_001282772	41407	113325714	113326323	8
CDS	NM_001282772	41407	113326479	113330139	2
CDS	NM_001282772	41407	113330335	113331139	3
CDS	NM_001282772	41407	113331392	113332424	3
CDS	NM_001282774	41409	113304756	113304998	3
CDS	NM_001282774	41409	113308579	113309352	5
CDS	NM_001282774	41409	113309575	113310222	5
CDS	NM_001282774	41409	113317151	113321943	1
CDS	NM_001282774	41409	113325714	113326323	8
CDS	NM_001282774	41409	113326479	113330139	2
CDS	NM_001282774	41409	113330335	113331139	3
CDS	NM_001282774	41409	113331392	113332424	3
CDS	NM_001282776	41410	113308579	113309352	5
CDS	NM_001282776	41410	113309575	113310222	5
CDS	NM_001282776	41410	113315658	113316870	2
CDS	NM_001282776	41410	113317151	113321943	1
CDS	NM_001282776	41410	113325714	113326323	8
CDS	NM_001282776	41410	113326479	113330139	2
CDS	NM_001282776	41410	113330335	113331139	3
CDS	NM_001282776	41410	113331392	113332424	3
CDS	NM_001282777	41412	113308579	113309352	5
CDS	NM_001282777	41412	113309575	113310222	5
CDS	NM_001282777	41412	113315658	113316870	2
CDS	NM_001282777	41412	113317151	113321943	1
CDS	NM_001282777	41412	113325714	113326323	8
CDS	NM_001282777	41412	113326479	113330139	2
CDS	NM_001282777	41412	113330335	113331139	3
CDS	NM_001282777	41412	113331392	113332424	3
CDS	NM_001282779	41413	113308579	113309352	5
CDS	NM_001282779	41413	113309575	113310222	5
CDS	NM_001282779	41413	113315658	113316870	2
CDS	NM_001282779	41413	113317151	113321943	1
CDS	NM_001282779	41413	113325714	113326323	8
CDS	NM_001282779	41413	113326479	113330139	2
CDS	NM_001282779	41413	113330335	113331139	3
CDS	NM_001282779	41413	113331392	113332424	3
CDS	NM_001282780	41414	241421600	241420514	1
CDS	NM_001282780	41414	241463302	241459950	1
CDS	NM_001282780	41414	241465102	241463798	1
CDS	NM_001282780	41414	241492331	241465266	2
CDS	NM_001282780	41414	241500453	241494472	1
CDS	NM_001282781	41416	241421600	241420514	1
CDS	NM_001282781	41416	241463302	241459950	1
CDS	NM_001282781	41416	241465102	241463798	1
CDS	NM_001282781	41416	241492331	241465266	2
CDS	NM_001282781	41416	241500453	241494472	1
CDS	NM_001282790	49305	20453583	20451477	13
CDS	NM_001282790	49305	20454624	20453775	9
CDS	NM_001282790	49305	20454977	20454745	9
CDS	NM_001282790	49305	20455794	20455102	5
CDS	NM_001282790	49305	20457998	20455931	3
CDS	NM_001282790	49305	20458004	20455931	10
CDS	NM_001282790	49305	20460098	20458132	4
CDS	NM_001282790	49305	20462954	20460227	9
CDS	NM_001282790	49305	20478344	20463221	2
CDS	NM_001282790	49305	20482708	20463221	8
CDS	NM_001282790	49305	20483104	20482992	2
CDS	NM_001282790	49305	20490413	20483247	2
CDS	NM_001282790	49305	20494137	20490551	6
CDS	NM_001282790	49305	20497314	20494279	3
CDS	NM_001282790	49305	20507739	20497439	1
CDS	NM_001282790	49305	20508075	20507832	5
CDS	NM_001282790	49305	20511255	20508345	11
CDS	NM_001282790	49305	20511997	20511424	5
CDS	NM_001282790	49305	20518298	20512184	5
CDS	NM_001282790	49305	20527071	20518406	4
CDS	NM_001282791	13339	20453583	20451477	13
CDS	NM_001282791	13339	20454624	20453775	9
CDS	NM_001282791	13339	20454977	20454745	9
CDS	NM_001282791	13339	20455794	20455102	5
CDS	NM_001282791	13339	20457998	20455931	3
CDS	NM_001282791	13339	20458004	20455931	10
CDS	NM_001282791	13339	20460098	20458132	4
CDS	NM_001282791	13339	20462954	20460227	9
CDS	NM_001282791	13339	20478344	20463221	2
CDS	NM_001282791	13339	20482708	20463221	8
CDS	NM_001282791	13339	20483104	20482992	2
CDS	NM_001282791	13339	20490413	20483247	2
CDS	NM_001282791	13339	20494137	20490551	6
CDS	NM_001282791	13339	20497314	20494279	3
CDS	NM_001282791	13339	20507739	20497439	1
CDS	NM_001282791	13339	20508075	20507832	5
CDS	NM_001282791	13339	20511255	20508345	11
CDS	NM_001282791	13339	20511997	20511424	5
CDS	NM_001282792	39466	220097913	220098008	6
CDS	NM_001282792	39466	220098155	220098437	5
CDS	NM_001282792	39466	220098665	220098855	12
CDS	NM_001282792	39466	220098665	220098858	1
CDS	NM_001282792	39466	220099010	220099548	5
CDS	NM_001282792	39466	220100015	220100196	2
CDS	NM_001282792	39466	220100034	220100196	8
CDS	NM_001282792	39466	220100307	220100430	9
CDS	NM_001282792	39466	220100597	220100732	12
CDS	NM_001282792	39466	220100817	220101044	14
CDS	NM_001282798	39353	136373763	136374238	2
CDS	NM_001282798	39353	136374327	136379064	1
CDS	NM_001282798	39353	136379178	136380224	1
CDS	NM_001282798	39353	136380302	136389288	3
CDS	NM_001282798	39353	136389347	136389431	3
CDS	NM_001282798	39353	136389571	136393460	2
CDS	NM_001282798	39353	136393568	136393658	3
CDS	NM_001282798	39353	136393753	136396188	1
CDS	NM_001282798	39353	136396225	136396309	2
CDS	NM_001282798	39353	136396359	136396466	2
CDS	NM_001282798	39353	136396644	136402949	2
CDS	NM_001282798	39353	136396692	136399106	3
CDS	NM_001282798	39353	136396692	136402949	4
CDS	NM_001282798	39353	136399360	136402949	1
CDS	NM_001282798	39353	136403097	136409300	1
CDS	NM_001282798	39353	136403097	136409303	4
CDS	NM_001282798	39353	136409602	136418840	3
CDS	NM_001282798	39353	136418963	136432902	6
CDS	NM_001282798	39353	136433056	136437743	6
CDS	NM_001282798	39353	136437894	136467003	6
CDS	NM_001282798	39353	136467106	136467629	4
CDS	NM_001282798	39353	136467801	136473120	3
CDS	NM_001282798	39353	136473264	136479494	2
CDS	NM_001282798	39353	136479576	136480039	2
CDS	NM_001282798	39353	136480123	136481507	11
CDS	NM_001282799	39354	136374327	136379064	1
CDS	NM_001282799	39354	136379178	136380224	1
CDS	NM_001282799	39354	136380302	136389288	3
CDS	NM_001282799	39354	136389347	136389431	3
CDS	NM_001282799	39354	136389571	136393460	2
CDS	NM_001282799	39354	136393568	136393658	3
CDS	NM_001282799	39354	136393753	136396188	1
CDS	NM_001282799	39354	136396225	136396309	2
CDS	NM_001282799	39354	136396359	136396466	2
CDS	NM_001282799	39354	136396644	136402949	2
CDS	NM_001282799	39354	136396692	136402949	4
CDS	NM_001282799	39354	136399360	136402949	1
CDS	NM_001282799	39354	136403097	136409300	1
CDS	NM_001282799	39354	136403097	136409303	4
CDS	NM_001282799	39354	136409602	136418840	3
CDS	NM_001282799	39354	136418963	136432902	6
CDS	NM_001282799	39354	136433056	136437743	6
CDS	NM_001282799	39354	136437894	136467003	6
CDS	NM_001282799	39354	136467106	136467629	4
CDS	NM_001282799	39354	136467801	136473120	3
CDS	NM_001282799	39354	136473264	136479494	2
CDS	NM_001282799	39354	136479576	136480039	2
CDS	NM_001282799	39354	136480123	136481507	11
CDS	NM_001282800	39346	136374327	136379064	1
CDS	NM_001282800	39346	136379178	136380224	1
CDS	NM_001282800	39346	136380302	136389288	3
CDS	NM_001282800	39346	136389347	136389431	3
CDS	NM_001282800	39346	136389571	136393460	2
CDS	NM_001282800	39346	136393568	136393658	3
CDS	NM_001282800	39346	136393753	136396188	1
CDS	NM_001282800	39346	136396225	136396309	2
CDS	NM_001282800	39346	136396359	136396466	2
CDS	NM_001282800	39346	136396644	136402949	2
CDS	NM_001282800	39346	136396692	136399106	3
CDS	NM_001282800	39346	136396692	136402949	4
CDS	NM_001282800	39346	136399360	136402949	1
CDS	NM_001282800	39346	136403097	136409300	1
CDS	NM_001282800	39346	136403097	136409303	4
CDS	NM_001282800	39346	136409602	136418840	3
CDS	NM_001282800	39346	136418963	136432902	6
CDS	NM_001282800	39346	136433056	136437743	6
CDS	NM_001282800	39346	136437894	136467003	6
CDS	NM_001282800	39346	136467106	136467629	4
CDS	NM_001282800	39346	136467801	136473120	3
CDS	NM_001282800	39346	136473264	136479494	2
CDS	NM_001282800	39346	136479576	136480039	2
CDS	NM_001282800	39346	136480123	136481507	11
CDS	NM_001282805	39341	160585686	160599572	17
CDS	NM_001282805	39341	160599764	160602281	20
CDS	NM_001282805	39341	160602448	160604316	11
CDS	NM_001282805	39341	160605414	160608913	20
CDS	NM_001282805	39341	160609082	160615737	21
CDS	NM_001282805	39341	160615846	160619391	18
CDS	NM_001282805	39341	160615869	160619391	1
CDS	NM_001282805	39341	160619504	160621137	40
CDS	NM_001282805	39341	160619504	160623795	1
CDS	NM_001282805	39341	160621185	160623795	23
CDS	NM_001282806	39340	160585686	160599572	17
CDS	NM_001282806	39340	160602448	160604316	11
CDS	NM_001282806	39340	160605414	160608913	20
CDS	NM_001282806	39340	160609082	160615737	21
CDS	NM_001282806	39340	160615846	160619391	18
CDS	NM_001282806	39340	160615869	160619391	1
CDS	NM_001282806	39340	160619504	160623795	1
CDS	NM_001282806	39340	160621185	160623795	23
CDS	NM_001282807	39339	160585686	160599572	17
CDS	NM_001282807	39339	160599764	160602281	20
CDS	NM_001282807	39339	160602448	160604316	11
CDS	NM_001282807	39339	160605414	160608913	20
CDS	NM_001282807	39339	160609082	160615737	21
CDS	NM_001282807	39339	160615846	160619391	18
CDS	NM_001282807	39339	160615869	160619391	1
CDS	NM_001282807	39339	160619504	160621137	40
CDS	NM_001282807	39339	160619504	160623795	1
CDS	NM_001282807	39339	160621185	160623795	23
CDS	NM_001282850	39337	55785911	55777142	7
CDS	NM_001282850	39337	55791449	55786104	4
CDS	NM_001282850	39337	55792038	55791612	2
CDS	NM_001282850	39337	55792038	55791633	4
CDS	NM_001282850	39337	55795330	55792177	5
CDS	NM_001282850	39337	55800755	55795499	2
CDS	NM_001282850	39337	55804451	55800913	2
CDS	NM_001282850	39337	55805383	55804492	1
CDS	NM_001282850	39337	55806815	55804492	4
CDS	NM_001282850	39337	55808703	55806917	7
CDS	NM_001282850	39337	55812187	55808834	8
CDS	NM_001282850	39337	55813754	55812303	6
CDS	NM_001282850	39337	55816015	55813870	3
CDS	NM_001282850	39337	55825552	55816092	1
CDS	NM_001282850	39337	55831114	55826175	1
CDS	NM_001282850	39337	55844280	55842642	3
CDS	NM_001282899	31520	173792952	173825488	1
CDS	NM_001282899	31520	173853567	173855538	1
CDS	NM_001282899	31520	173855653	173861194	1
CDS	NM_001282899	31520	173882232	173883384	1
CDS	NM_001282900	20696	173853567	173855538	1
CDS	NM_001282900	20696	173855653	173861194	1
CDS	NM_001282900	20696	173882232	173883384	1
CDS	NM_001282901	53932	173853567	173855538	1
CDS	NM_001282901	53932	173855653	173861194	1
