readType	refseqid	row	juncpos5	juncpos3	num_CRC.41
CDS	NM_001281710	19083	97026448	97030219	10
CDS	NM_001281710	19083	97030329	97031614	17
CDS	NM_001281710	19083	97031796	97032995	8
CDS	NM_001281710	19083	97033111	97034710	8
CDS	NM_001281710	19083	97034801	97035163	9
CDS	NM_001281710	19083	97035238	97039030	8
CDS	NM_001281710	19083	97035251	97039030	1
CDS	NM_001281711	19082	97001586	97007452	1
CDS	NM_001281711	19082	97007632	97007788	7
CDS	NM_001281711	19082	97007878	97008494	7
CDS	NM_001281711	19082	97008586	97008904	16
CDS	NM_001281711	19082	97009042	97009843	5
CDS	NM_001281711	19082	97009967	97017569	9
CDS	NM_001281711	19082	97017758	97019044	10
CDS	NM_001281711	19082	97019135	97019921	7
CDS	NM_001281711	19082	97020126	97024783	10
CDS	NM_001281711	19082	97024931	97025881	16
CDS	NM_001281711	19082	97025987	97026326	7
CDS	NM_001281711	19082	97026448	97030219	10
CDS	NM_001281711	19082	97030329	97031614	17
CDS	NM_001281711	19082	97031796	97032995	8
CDS	NM_001281711	19082	97033111	97034710	8
CDS	NM_001281711	19082	97034801	97035163	9
CDS	NM_001281711	19082	97035238	97039030	8
CDS	NM_001281711	19082	97035251	97039030	1
CDS	NM_001281712	19085	97008586	97008904	16
CDS	NM_001281712	19085	97009042	97009843	5
CDS	NM_001281712	19085	97009967	97017569	9
CDS	NM_001281712	19085	97017758	97019044	10
CDS	NM_001281712	19085	97019135	97019921	7
CDS	NM_001281712	19085	97020126	97024783	10
CDS	NM_001281712	19085	97024931	97025881	16
CDS	NM_001281712	19085	97025987	97026326	7
CDS	NM_001281712	19085	97026448	97030219	10
CDS	NM_001281712	19085	97030329	97031614	17
CDS	NM_001281712	19085	97031796	97032995	8
CDS	NM_001281712	19085	97033111	97034710	8
CDS	NM_001281712	19085	97034801	97035163	9
CDS	NM_001281712	19085	97035238	97039030	8
CDS	NM_001281712	19085	97035251	97039030	1
CDS	NM_001282305	52938	242435813	242435116	16
CDS	NM_001282305	52938	242437031	242435949	33
CDS	NM_001282305	52938	242437650	242437102	16
CDS	NM_001282305	52938	242438054	242437102	2
CDS	NM_001282305	52938	242438054	242437764	25
CDS	NM_001282305	52938	242438404	242438199	18
CDS	NM_001282305	52938	242438672	242438589	23
CDS	NM_001282305	52938	242439588	242438829	19
CDS	NM_001282305	52938	242440155	242439696	24
CDS	NM_001282306	52937	242435813	242435116	16
CDS	NM_001282306	52937	242437031	242435949	33
CDS	NM_001282306	52937	242437650	242437102	16
CDS	NM_001282306	52937	242438054	242437102	2
CDS	NM_001282306	52937	242438054	242437764	25
CDS	NM_001282306	52937	242438404	242438199	18
CDS	NM_001282306	52937	242438672	242438589	23
CDS	NM_001282306	52937	242439588	242438829	19
CDS	NM_001282306	52937	242440155	242439696	24
CDS	NM_001282306	52937	242440893	242440211	10
CDS	NM_001282307	52926	242435813	242435116	16
CDS	NM_001282307	52926	242437031	242435949	33
CDS	NM_001282307	52926	242437650	242437102	16
CDS	NM_001282307	52926	242438054	242437102	2
CDS	NM_001282307	52926	242438054	242437764	25
CDS	NM_001282307	52926	242438404	242438199	18
CDS	NM_001282307	52926	242438672	242438589	23
CDS	NM_001282307	52926	242439588	242438829	19
CDS	NM_001282307	52926	242440155	242439696	24
CDS	NM_001282308	52929	242435813	242435116	16
CDS	NM_001282308	52929	242437031	242435949	33
CDS	NM_001282308	52929	242437650	242437102	16
CDS	NM_001282308	52929	242438054	242437102	2
CDS	NM_001282308	52929	242438054	242437764	25
CDS	NM_001282308	52929	242438404	242438199	18
CDS	NM_001282308	52929	242438672	242438589	23
CDS	NM_001282308	52929	242439588	242438829	19
CDS	NM_001282308	52929	242440155	242439696	24
CDS	NM_001282353	59106	160964190	160958345	5
CDS	NM_001282353	59106	160968591	160964356	11
CDS	NM_001282353	59106	160980302	160968710	2
CDS	NM_001282353	59106	160982890	160980399	2
CDS	NM_001282353	59106	160993945	160983112	5
CDS	NM_001282353	59106	160994576	160994362	5
CDS	NM_001282353	59106	160998493	160994710	5
CDS	NM_001282353	59106	161000987	160998582	1
CDS	NM_001282353	59106	161025723	160998582	4
CDS	NM_001282353	59106	161029080	161025818	7
CDS	NM_001282353	59106	161030485	161029241	6
CDS	NM_001282353	59106	161051880	161030650	3
CDS	NM_001282353	59106	161052727	161052126	5
CDS	NM_001282353	59106	161055690	161052931	1
CDS	NM_001282353	59106	161056514	161055769	2
CDS	NM_001282354	43124	160964190	160958345	5
CDS	NM_001282354	43124	160968591	160964356	11
CDS	NM_001282354	43124	160980302	160968710	2
CDS	NM_001282354	43124	160982890	160980399	2
CDS	NM_001282354	43124	160993945	160983112	5
CDS	NM_001282354	43124	160994576	160994362	5
CDS	NM_001282354	43124	160998493	160994710	5
CDS	NM_001282354	43124	161000987	160998582	1
CDS	NM_001282354	43124	161025723	160998582	4
CDS	NM_001282354	43124	161029080	161025818	7
CDS	NM_001282354	43124	161030485	161029241	6
CDS	NM_001282354	43124	161051880	161030650	3
CDS	NM_001282354	43124	161052727	161052126	5
CDS	NM_001282355	43125	160964190	160958345	5
CDS	NM_001282355	43125	160968591	160964356	11
CDS	NM_001282355	43125	160980302	160968710	2
CDS	NM_001282355	43125	160994576	160994362	5
CDS	NM_001282355	43125	160998493	160994710	5
CDS	NM_001282355	43125	161000987	160998582	1
CDS	NM_001282355	43125	161025723	160998582	4
CDS	NM_001282355	43125	161029080	161025818	7
CDS	NM_001282355	43125	161030485	161029241	6
CDS	NM_001282355	43125	161051880	161030650	3
CDS	NM_001282355	43125	161052727	161052126	5
CDS	NM_001282355	43125	161055690	161052931	1
CDS	NM_001282355	43125	161056514	161055769	2
CDS	NM_001282386	2028	209103795	209101893	83
CDS	NM_001282386	2028	209104587	209103957	60
CDS	NM_001282386	2028	209106718	209104727	76
CDS	NM_001282386	2028	209110043	209108328	84
CDS	NM_001282386	2028	209113093	209110148	20
CDS	NM_001282386	2028	209116154	209113384	73
CDS	NM_001282387	11457	209103795	209101893	83
CDS	NM_001282387	11457	209104587	209103957	60
CDS	NM_001282387	11457	209106718	209104727	76
CDS	NM_001282387	11457	209110043	209108328	84
CDS	NM_001282387	11457	209113093	209110148	20
CDS	NM_001282387	11457	209116154	209113384	73
CDS	NM_001282388	45504	160964190	160958345	5
CDS	NM_001282388	45504	160968591	160964356	11
CDS	NM_001282388	45504	160980302	160968710	2
CDS	NM_001282388	45504	160982890	160980399	2
CDS	NM_001282388	45504	160993945	160983112	5
CDS	NM_001282388	45504	160994576	160994362	5
CDS	NM_001282388	45504	160998493	160994710	5
CDS	NM_001282388	45504	161000987	160998582	1
CDS	NM_001282388	45504	161025723	160998582	4
CDS	NM_001282388	45504	161029080	161025818	7
CDS	NM_001282388	45504	161030485	161029241	6
CDS	NM_001282388	45504	161051880	161030650	3
CDS	NM_001282388	45504	161052727	161052126	5
CDS	NM_001282388	45504	161055690	161052931	1
CDS	NM_001282389	45503	160964190	160958345	5
CDS	NM_001282389	45503	160968591	160964356	11
CDS	NM_001282389	45503	160980302	160968710	2
CDS	NM_001282389	45503	160982890	160980399	2
CDS	NM_001282389	45503	160993945	160983112	5
CDS	NM_001282389	45503	160994576	160994362	5
CDS	NM_001282389	45503	160998493	160994710	5
CDS	NM_001282389	45503	161000987	160998582	1
CDS	NM_001282389	45503	161025723	160998582	4
CDS	NM_001282389	45503	161029080	161025818	7
CDS	NM_001282389	45503	161030485	161029241	6
CDS	NM_001282389	45503	161051880	161030650	3
CDS	NM_001282389	45503	161052727	161052126	5
CDS	NM_001282389	45503	161055690	161052931	1
CDS	NM_001282389	45503	161056514	161055769	2
CDS	NM_001282390	45502	160964190	160958345	5
CDS	NM_001282390	45502	160968591	160964356	11
CDS	NM_001282390	45502	160980302	160968710	2
CDS	NM_001282390	45502	160982890	160980399	2
CDS	NM_001282390	45502	160993945	160983112	5
CDS	NM_001282390	45502	160994576	160994362	5
CDS	NM_001282390	45502	160998493	160994710	5
CDS	NM_001282390	45502	161000987	160998582	1
CDS	NM_001282390	45502	161025723	160998582	4
CDS	NM_001282390	45502	161029080	161025818	7
CDS	NM_001282390	45502	161030485	161029241	6
CDS	NM_001282390	45502	161051880	161030650	3
CDS	NM_001282398	9246	95846017	95846848	4
CDS	NM_001282399	45498	102988578	102992367	1
CDS	NM_001282399	45498	103001458	103003321	1
CDS	NM_001282399	45498	103003460	103006519	2
CDS	NM_001282399	45498	103006677	103010929	1
CDS	NM_001282408	43550	102957288	102958683	1
CDS	NM_001282408	43550	102959637	102959730	1
CDS	NM_001282409	52734	242089123	242097222	1
CDS	NM_001282409	52734	242089962	242097222	2
CDS	NM_001282409	52734	242093019	242097222	39
CDS	NM_001282409	52734	242097277	242097899	58
CDS	NM_001282409	52734	242097946	242098628	1
CDS	NM_001282409	52734	242097964	242098628	57
CDS	NM_001282409	52734	242098758	242099747	51
CDS	NM_001282409	52734	242099909	242102700	77
CDS	NM_001282409	52734	242102816	242105752	52
CDS	NM_001282409	52734	242105856	242109196	68
CDS	NM_001282409	52734	242109282	242122062	48
CDS	NM_001282410	9285	242089123	242097222	1
CDS	NM_001282410	9285	242089962	242092891	19
CDS	NM_001282410	9285	242089962	242092898	1
CDS	NM_001282410	9285	242089962	242097222	2
CDS	NM_001282410	9285	242093019	242097222	39
CDS	NM_001282410	9285	242097277	242097899	58
CDS	NM_001282410	9285	242097946	242098628	1
CDS	NM_001282410	9285	242097964	242098628	57
CDS	NM_001282410	9285	242098758	242099747	51
CDS	NM_001282410	9285	242099909	242102700	77
CDS	NM_001282410	9285	242102816	242105752	52
CDS	NM_001282410	9285	242105856	242106460	10
CDS	NM_001282411	11460	242089123	242097222	1
CDS	NM_001282411	11460	242089962	242097222	2
CDS	NM_001282411	11460	242093019	242097222	39
CDS	NM_001282411	11460	242097277	242097899	58
CDS	NM_001282411	11460	242097946	242098628	1
CDS	NM_001282411	11460	242097964	242098628	57
CDS	NM_001282411	11460	242098758	242099747	51
CDS	NM_001282411	11460	242099909	242102700	77
CDS	NM_001282411	11460	242102816	242105752	52
CDS	NM_001282411	11460	242105856	242106460	10
CDS	NM_001282412	11459	242089123	242097222	1
CDS	NM_001282412	11459	242089962	242092891	19
CDS	NM_001282412	11459	242089962	242092898	1
CDS	NM_001282412	11459	242089962	242097222	2
CDS	NM_001282412	11459	242093019	242097222	39
CDS	NM_001282412	11459	242097277	242097899	58
CDS	NM_001282412	11459	242097946	242098628	1
CDS	NM_001282412	11459	242097964	242098628	57
CDS	NM_001282412	11459	242098758	242099747	51
CDS	NM_001282412	11459	242099909	242102700	77
CDS	NM_001282412	11459	242102816	242105752	52
CDS	NM_001282412	11459	242105856	242109196	68
CDS	NM_001282412	11459	242109282	242122062	48
CDS	NM_001282413	11458	242089123	242097222	1
CDS	NM_001282413	11458	242089962	242097222	2
CDS	NM_001282413	11458	242093019	242097222	39
CDS	NM_001282413	11458	242097277	242097899	58
CDS	NM_001282413	11458	242097946	242098628	1
CDS	NM_001282413	11458	242097964	242098628	57
CDS	NM_001282413	11458	242098758	242099747	51
CDS	NM_001282413	11458	242099909	242102700	77
CDS	NM_001282413	11458	242102816	242105752	52
CDS	NM_001282413	11458	242105856	242109196	68
CDS	NM_001282413	11458	242109282	242122062	48
CDS	NM_001282414	33318	242089123	242097222	1
CDS	NM_001282414	33318	242089962	242097222	2
CDS	NM_001282414	33318	242093019	242097222	39
CDS	NM_001282414	33318	242097277	242097899	58
CDS	NM_001282414	33318	242097946	242098628	1
CDS	NM_001282414	33318	242097964	242098628	57
CDS	NM_001282414	33318	242098758	242099747	51
CDS	NM_001282414	33318	242099909	242102700	77
CDS	NM_001282414	33318	242102816	242105752	52
CDS	NM_001282414	33318	242105856	242106460	10
CDS	NM_001282434	26786	239148128	239147797	3
CDS	NM_001282434	26786	239148128	239147892	29
CDS	NM_001282434	26786	239148152	239147892	1
CDS	NM_001282434	26786	239148302	239148209	11
CDS	NM_001282434	26786	239148466	239148209	1
CDS	NM_001282434	26786	239148466	239148388	42
CDS	NM_001282543	15573	215595135	215593732	1
CDS	NM_001282543	15573	215609791	215595232	2
CDS	NM_001282543	15573	215610446	215609883	5
CDS	NM_001282543	15573	215632206	215617279	3
CDS	NM_001282543	15573	215633956	215632378	2
CDS	NM_001282543	15573	215645284	215634036	1
CDS	NM_001282543	15573	215657021	215646233	6
CDS	NM_001282543	15573	215661785	215646233	2
CDS	NM_001282543	15573	215661785	215657169	1
CDS	NM_001282545	22886	215595135	215593732	1
CDS	NM_001282545	22886	215609791	215595232	2
CDS	NM_001282545	22886	215610446	215609883	5
CDS	NM_001282545	22886	215632206	215617279	3
CDS	NM_001282545	22886	215674136	215661841	5
CDS	NM_001282548	2449	215595135	215593732	1
CDS	NM_001282548	2449	215609791	215595232	2
CDS	NM_001282548	2449	215610446	215609883	5
CDS	NM_001282548	2449	215632206	215617279	3
CDS	NM_001282549	2448	215595135	215593732	1
CDS	NM_001282549	2448	215609791	215595232	2
CDS	NM_001282549	2448	215661785	215657169	1
CDS	NM_001282549	2448	215674136	215661841	5
CDS	NM_001282597	56846	79878784	79971513	2
CDS	NM_001282597	56846	80085305	80096942	1
CDS	NM_001282597	56846	80097061	80101202	1
CDS	NM_001282597	56846	80136923	80620336	1
CDS	NM_001282597	56846	80620416	80646574	1
CDS	NM_001282597	56846	80646726	80772107	1
CDS	NM_001282597	56846	80801439	80808831	1
CDS	NM_001282597	56846	80808944	80816429	1
CDS	NM_001282597	56846	80816610	80831199	4
CDS	NM_001282597	56846	80831304	80835309	2
CDS	NM_001282597	56846	80835443	80874710	2
CDS	NM_001282598	31238	79878784	79971513	2
CDS	NM_001282598	31238	80085305	80096942	1
CDS	NM_001282598	31238	80097061	80101202	1
CDS	NM_001282598	31238	80136923	80620336	1
CDS	NM_001282598	31238	80620416	80646574	1
CDS	NM_001282598	31238	80646726	80772107	1
CDS	NM_001282598	31238	80801439	80808831	1
CDS	NM_001282598	31238	80808944	80816429	1
CDS	NM_001282598	31238	80816610	80831199	4
CDS	NM_001282598	31238	80831304	80835309	2
CDS	NM_001282598	31238	80835443	80874710	2
CDS	NM_001282599	31247	80136923	80620336	1
CDS	NM_001282599	31247	80620416	80646574	1
CDS	NM_001282599	31247	80646726	80772107	1
CDS	NM_001282599	31247	80801439	80808831	1
CDS	NM_001282599	31247	80808944	80816429	1
CDS	NM_001282599	31247	80816610	80831199	4
CDS	NM_001282599	31247	80831304	80835309	2
CDS	NM_001282599	31247	80835443	80874710	2
CDS	NM_001282600	31246	80620416	80646574	1
CDS	NM_001282600	31246	80646726	80772107	1
CDS	NM_001282600	31246	80801439	80808831	1
CDS	NM_001282600	31246	80808944	80816429	1
CDS	NM_001282600	31246	80816610	80831199	4
CDS	NM_001282600	31246	80831304	80835309	2
CDS	NM_001282600	31246	80835443	80874710	2
CDS	NM_001282633	27698	120124636	120125764	501
CDS	NM_001282633	27698	120125220	120125764	5
CDS	NM_001282633	27698	120125881	120128316	426
CDS	NM_001282633	27698	120128378	120129821	376
CDS	NM_001282634	27699	120124636	120125764	501
CDS	NM_001282634	27699	120125220	120125764	5
CDS	NM_001282634	27699	120125881	120128316	426
CDS	NM_001282634	27699	120128378	120129821	376
CDS	NM_001282635	27700	120124636	120125764	501
CDS	NM_001282635	27700	120125220	120125764	5
CDS	NM_001282635	27700	120125881	120128316	426
CDS	NM_001282635	27700	120128378	120129821	376
CDS	NM_001282636	27701	120125881	120128316	426
CDS	NM_001282636	27701	120128378	120129821	376
CDS	NM_001282682	40477	224864	219001	15
CDS	NM_001282682	40477	229966	219001	63
CDS	NM_001282682	40477	231023	230044	55
CDS	NM_001282682	40477	231087	230044	1
CDS	NM_001282682	40477	233101	231191	33
CDS	NM_001282682	40477	234160	231191	3
CDS	NM_001282682	40477	234160	233229	20
CDS	NM_001282682	40477	247538	234272	28
CDS	NM_001282687	22690	224864	219001	15
CDS	NM_001282687	22690	229966	219001	63
CDS	NM_001282687	22690	229966	224920	19
CDS	NM_001282687	22690	231023	230044	55
CDS	NM_001282687	22690	231087	230044	1
CDS	NM_001282687	22690	233101	231191	33
CDS	NM_001282687	22690	234160	231191	3
CDS	NM_001282687	22690	234160	233229	20
CDS	NM_001282687	22690	247538	234272	28
CDS	NM_001282704	8588	10924666	10924452	1
CDS	NM_001282704	8588	10925060	10924452	108
CDS	NM_001282704	8588	10927407	10925156	140
CDS	NM_001282704	8588	10928823	10927565	117
CDS	NM_001282704	8588	10929023	10928895	57
CDS	NM_001282704	8588	10929875	10929107	133
CDS	NM_001282704	8588	10930845	10930015	71
CDS	NM_001282704	8588	10931921	10930959	84
CDS	NM_001282704	8588	10933222	10932051	124
CDS	NM_001282704	8588	10937207	10933328	116
CDS	NM_001282704	8588	10937826	10937333	86
CDS	NM_001282704	8588	10942625	10937333	1
CDS	NM_001282704	8588	10942625	10937883	56
CDS	NM_001282704	8588	10952804	10942766	60
CDS	NM_001282705	36487	10924666	10924452	1
CDS	NM_001282705	36487	10925060	10924452	108
CDS	NM_001282705	36487	10927407	10925156	140
CDS	NM_001282705	36487	10928823	10927565	117
CDS	NM_001282705	36487	10929023	10928895	57
CDS	NM_001282705	36487	10929875	10929107	133
CDS	NM_001282705	36487	10930845	10930015	71
CDS	NM_001282705	36487	10931921	10930959	84
CDS	NM_001282705	36487	10933222	10932051	124
CDS	NM_001282705	36487	10937207	10933328	116
CDS	NM_001282705	36487	10937826	10937333	86
CDS	NM_001282705	36487	10942625	10937333	1
CDS	NM_001282705	36487	10942625	10937883	56
CDS	NM_001282705	36487	10952804	10942766	60
CDS	NM_001282706	36486	10924666	10924452	1
CDS	NM_001282706	36486	10925060	10924452	108
CDS	NM_001282706	36486	10927407	10925156	140
CDS	NM_001282706	36486	10928823	10927565	117
CDS	NM_001282706	36486	10929023	10928895	57
CDS	NM_001282706	36486	10929875	10929107	133
CDS	NM_001282706	36486	10930845	10930015	71
CDS	NM_001282706	36486	10931921	10930959	84
CDS	NM_001282706	36486	10933222	10932051	124
CDS	NM_001282706	36486	10937207	10933328	116
CDS	NM_001282706	36486	10937826	10937333	86
CDS	NM_001282706	36486	10942625	10937333	1
CDS	NM_001282706	36486	10942625	10937883	56
CDS	NM_001282706	36486	10952804	10942766	60
CDS	NM_001282707	8591	10924666	10924452	1
CDS	NM_001282707	8591	10925060	10924452	108
CDS	NM_001282707	8591	10927407	10925156	140
CDS	NM_001282707	8591	10928823	10927565	117
CDS	NM_001282707	8591	10929023	10928895	57
CDS	NM_001282707	8591	10929875	10929107	133
CDS	NM_001282707	8591	10930845	10930015	71
CDS	NM_001282707	8591	10931921	10930959	84
CDS	NM_001282707	8591	10933222	10932051	124
CDS	NM_001282707	8591	10937207	10933328	116
CDS	NM_001282707	8591	10937826	10937333	86
CDS	NM_001282707	8591	10942625	10937333	1
CDS	NM_001282707	8591	10942625	10937883	56
CDS	NM_001282707	8591	10952804	10942766	60
CDS	NM_001282710	40247	11295815	11300592	10
CDS	NM_001282710	40247	11300674	11300751	14
CDS	NM_001282710	40247	11300820	11304330	10
CDS	NM_001282710	40247	11304387	11312051	9
CDS	NM_001282710	40247	11304387	11317863	1
CDS	NM_001282710	40247	11312171	11317863	5
CDS	NM_001282710	40247	11315135	11317863	8
CDS	NM_001282711	40254	11295815	11300592	10
CDS	NM_001282711	40254	11300674	11300751	14
CDS	NM_001282711	40254	11300820	11304330	10
CDS	NM_001282711	40254	11312171	11315094	8
CDS	NM_001282712	32694	11295815	11300592	10
CDS	NM_001282712	32694	11300674	11300751	14
CDS	NM_001282719	32631	20901330	20886854	3
CDS	NM_001282719	32631	20939731	20901412	6
CDS	NM_001282719	32631	20974570	20939965	1
CDS	NM_001282719	32631	20990015	20974739	3
CDS	NM_001282720	32633	20901330	20886854	3
CDS	NM_001282720	32633	20939731	20901412	6
CDS	NM_001282720	32633	20974570	20939965	1
CDS	NM_001282720	32633	20990015	20974739	3
CDS	NM_001282721	32632	20901330	20886854	3
CDS	NM_001282721	32632	20939731	20901412	6
CDS	NM_001282721	32632	20974570	20939965	1
CDS	NM_001282722	32635	20901330	20886854	3
CDS	NM_001282722	32635	20939731	20901412	6
CDS	NM_001282722	32635	20974570	20939965	1
CDS	NM_001282723	32634	20939731	20901412	6
CDS	NM_001282723	32634	20990015	20974739	3
CDS	NM_001282723	32634	21001052	20990158	2
CDS	NM_001282723	32634	21001070	20990158	2
CDS	NM_001282724	32637	20939731	20901412	6
CDS	NM_001282724	32637	20990015	20974739	3
CDS	NM_001282729	26892	27878232	27876614	12
CDS	NM_001282729	26892	27880212	27878469	10
CDS	NM_001282729	26892	27883851	27880536	13
CDS	NM_001282729	26892	27885046	27884255	7
CDS	NM_001282730	38664	27878232	27876614	12
CDS	NM_001282730	38664	27880212	27878469	10
CDS	NM_001282730	38664	27883851	27880536	13
CDS	NM_001282730	38664	27885046	27884255	7
CDS	NM_001282731	38663	27878232	27876614	12
CDS	NM_001282731	38663	27880212	27878469	10
CDS	NM_001282731	38663	27883851	27880536	13
CDS	NM_001282731	38663	27885046	27884255	7
CDS	NM_001282732	38662	27878232	27876614	12
CDS	NM_001282732	38662	27880212	27878469	10
CDS	NM_001282732	38662	27883851	27880536	13
CDS	NM_001282735	6963	201254006	201277034	35
CDS	NM_001282735	6963	201277142	201281102	43
CDS	NM_001282735	6963	201281151	201283973	57
CDS	NM_001282735	6963	201284219	201303845	20
CDS	NM_001282735	6963	201284219	201305372	27
CDS	NM_001282735	6963	201304051	201305372	18
CDS	NM_001282735	6963	201305507	201324492	70
CDS	NM_001282735	6963	201324550	201332013	56
CDS	NM_001282735	6963	201332122	201334637	72
CDS	NM_001282735	6963	201334739	201337555	49
CDS	NM_001282735	6963	201337775	201342359	41
CDS	NM_001282743	42318	201281151	201283973	57
CDS	NM_001282743	42318	201284219	201303845	20
CDS	NM_001282743	42318	201284219	201305372	27
CDS	NM_001282743	42318	201304051	201305372	18
CDS	NM_001282743	42318	201305507	201324492	70
CDS	NM_001282743	42318	201324550	201332013	56
CDS	NM_001282743	42318	201332122	201334637	72
CDS	NM_001282743	42318	201334739	201337555	49
CDS	NM_001282743	42318	201337775	201342359	41
CDS	NM_001282744	42317	201171141	201194154	1
CDS	NM_001282744	42317	201171324	201194154	10
CDS	NM_001282744	42317	201171645	201194154	4
CDS	NM_001282744	42317	201194203	201253946	24
CDS	NM_001282744	42317	201236974	201253946	1
CDS	NM_001282744	42317	201242842	201253946	1
CDS	NM_001282744	42317	201243094	201253946	5
CDS	NM_001282744	42317	201248740	201253946	2
CDS	NM_001282744	42317	201254006	201277034	35
CDS	NM_001282744	42317	201277142	201281102	43
CDS	NM_001282744	42317	201281151	201283973	57
CDS	NM_001282744	42317	201284219	201303845	20
CDS	NM_001282744	42317	201284219	201305372	27
CDS	NM_001282744	42317	201304051	201305372	18
CDS	NM_001282744	42317	201305507	201324492	70
CDS	NM_001282744	42317	201324550	201332013	56
CDS	NM_001282744	42317	201332122	201334637	72
CDS	NM_001282744	42317	201334739	201337555	49
CDS	NM_001282744	42317	201337775	201342359	41
CDS	NM_001282752	3692	20453583	20451477	19
CDS	NM_001282752	3692	20454624	20453775	25
CDS	NM_001282752	3692	20454977	20454745	13
CDS	NM_001282752	3692	20455794	20455102	10
CDS	NM_001282752	3692	20457998	20455931	5
CDS	NM_001282752	3692	20458004	20455931	9
CDS	NM_001282752	3692	20460098	20458132	13
CDS	NM_001282752	3692	20462954	20460227	8
CDS	NM_001282752	3692	20478344	20463218	1
CDS	NM_001282752	3692	20478344	20463221	12
CDS	NM_001282752	3692	20482708	20463221	5
CDS	NM_001282752	3692	20482708	20478580	16
CDS	NM_001282752	3692	20483104	20482992	8
CDS	NM_001282752	3692	20490413	20483247	12
CDS	NM_001282752	3692	20494137	20490551	14
CDS	NM_001282752	3692	20497314	20494279	9
CDS	NM_001282752	3692	20507739	20497421	1
CDS	NM_001282752	3692	20507739	20497439	8
CDS	NM_001282752	3692	20508075	20507832	16
CDS	NM_001282752	3692	20511255	20508345	15
CDS	NM_001282752	3692	20511997	20511424	1
CDS	NM_001282752	3692	20512072	20508345	1
CDS	NM_001282755	15445	42806340	42836598	16
CDS	NM_001282755	15445	42836724	42867313	19
CDS	NM_001282755	15445	42867376	42871267	7
CDS	NM_001282755	15445	42871384	42883340	29
CDS	NM_001282755	15445	42883442	42886903	13
CDS	NM_001282755	15445	42887002	42909541	13
CDS	NM_001282755	15445	42909729	42922905	20
CDS	NM_001282755	15445	42922979	42924916	24
CDS	NM_001282755	15445	42924974	42931337	1
CDS	NM_001282755	15445	42931458	42935043	6
CDS	NM_001282755	15445	42935194	42936014	19
CDS	NM_001282755	15445	42936236	42946128	1
CDS	NM_001282755	15445	42950175	42980514	1
CDS	NM_001282756	13624	42806340	42836598	16
CDS	NM_001282756	13624	42836724	42867313	19
CDS	NM_001282756	13624	42867376	42871267	7
CDS	NM_001282756	13624	42871384	42883340	29
CDS	NM_001282756	13624	42883442	42886903	13
CDS	NM_001282756	13624	42887002	42909541	13
CDS	NM_001282756	13624	42909729	42922905	20
CDS	NM_001282756	13624	42922979	42924916	24
CDS	NM_001282756	13624	42924974	42931337	1
CDS	NM_001282756	13624	42931458	42935043	6
CDS	NM_001282756	13624	42935194	42936014	19
CDS	NM_001282756	13624	42936236	42946128	1
CDS	NM_001282756	13624	42950175	42980514	1
CDS	NM_001282761	2299	55747052	55749238	24
CDS	NM_001282761	2299	55749302	55750857	17
CDS	NM_001282761	2299	55750958	55756014	24
CDS	NM_001282761	2299	55756128	55761009	19
CDS	NM_001282761	2299	55761096	55762848	24
CDS	NM_001282761	2299	55762899	55764619	38
CDS	NM_001282761	2299	55764721	55771074	29
CDS	NM_001282761	2299	55771210	55771356	33
CDS	NM_001282761	2299	55771505	55772043	21
CDS	NM_001282771	41405	241420354	241419072	2
CDS	NM_001282771	41405	241439375	241421678	1
CDS	NM_001282771	41405	241439869	241439540	1
CDS	NM_001282771	41405	241446977	241439982	1
CDS	NM_001282771	41405	241452219	241439982	2
CDS	NM_001282771	41405	241452219	241448872	1
CDS	NM_001282771	41405	241452219	241451418	1
CDS	NM_001282771	41405	241459779	241452359	2
CDS	NM_001282771	41405	241463302	241459950	3
CDS	NM_001282771	41405	241465102	241463798	5
CDS	NM_001282771	41405	241492331	241465266	1
CDS	NM_001282771	41405	241494283	241492474	3
CDS	NM_001282771	41405	241500148	241494472	1
CDS	NM_001282772	41407	113300248	113304589	6
CDS	NM_001282772	41407	113304756	113304998	10
CDS	NM_001282772	41407	113305144	113306844	7
CDS	NM_001282772	41407	113306976	113308443	5
CDS	NM_001282772	41407	113308579	113309352	11
CDS	NM_001282772	41407	113309575	113310222	12
CDS	NM_001282772	41407	113310393	113315487	14
CDS	NM_001282772	41407	113315658	113316870	8
CDS	NM_001282772	41407	113317151	113321943	1
CDS	NM_001282772	41407	113322076	113325544	8
CDS	NM_001282772	41407	113325714	113326323	4
CDS	NM_001282772	41407	113326479	113330139	8
CDS	NM_001282772	41407	113330335	113331139	7
CDS	NM_001282772	41407	113331392	113332424	17
CDS	NM_001282774	41409	113300248	113304589	6
CDS	NM_001282774	41409	113304756	113304998	10
CDS	NM_001282774	41409	113305144	113306844	7
CDS	NM_001282774	41409	113306976	113308443	5
CDS	NM_001282774	41409	113308579	113309352	11
CDS	NM_001282774	41409	113309575	113310222	12
CDS	NM_001282774	41409	113317151	113321943	1
CDS	NM_001282774	41409	113322076	113325544	8
CDS	NM_001282774	41409	113325714	113326323	4
CDS	NM_001282774	41409	113326479	113330139	8
CDS	NM_001282774	41409	113330335	113331139	7
CDS	NM_001282774	41409	113331392	113332424	17
CDS	NM_001282776	41410	113308579	113309352	11
CDS	NM_001282776	41410	113309575	113310222	12
CDS	NM_001282776	41410	113310393	113315487	14
