readType	refseqid	row	juncpos5	juncpos3	num_NC.41
CDS	NM_001201965	52334	53943703	53941718	1
CDS	NM_001201965	52334	53955849	53943880	4
CDS	NM_001201965	52334	53956595	53955984	5
CDS	NM_001201965	52334	53977920	53956707	2
CDS	NM_001202485	33668	198365163	198365798	128
CDS	NM_001202485	33668	198365642	198365798	2
CDS	NM_001202485	33668	198380870	198388348	22
CDS	NM_001202485	33668	198380870	198400254	1
CDS	NM_001202485	33668	198388410	198400254	19
CDS	NM_001202485	33668	198400354	198404835	38
CDS	NM_001202485	33668	198404877	198405075	28
CDS	NM_001202485	33668	198405161	198413060	29
CDS	NM_001202485	33668	198413139	198414999	17
CDS	NM_001202485	33668	198415110	198415239	23
CDS	NM_001202513	43646	70142535	70143253	1
CDS	NM_001202513	43646	70143352	70148868	5
CDS	NM_001202513	43646	70148897	70162483	3
CDS	NM_001202513	43646	70162597	70164367	2
CDS	NM_001202514	43649	70142535	70143253	1
CDS	NM_001202514	43649	70148897	70162483	3
CDS	NM_001202514	43649	70162597	70164367	2
CDS	NM_001202515	40179	202014558	202025155	30
CDS	NM_001202515	40179	202025665	202028558	9
CDS	NM_001202515	40179	202027829	202028558	1
CDS	NM_001202516	20861	201994869	201997752	23
CDS	NM_001202516	20861	201997857	202000695	39
CDS	NM_001202516	20861	202000830	202005080	28
CDS	NM_001202516	20861	202003687	202005080	1
CDS	NM_001202516	20861	202013775	202014477	19
CDS	NM_001202516	20861	202014558	202025155	30
CDS	NM_001202516	20861	202025665	202028558	9
CDS	NM_001202516	20861	202027829	202028558	1
CDS	NM_001202517	29737	201997857	202000695	39
CDS	NM_001202517	29737	202000830	202005080	28
CDS	NM_001202517	29737	202003687	202005080	1
CDS	NM_001202517	29737	202005162	202010101	23
CDS	NM_001202517	29737	202010155	202013726	30
CDS	NM_001202517	29737	202013775	202014477	19
CDS	NM_001202517	29737	202014558	202025155	30
CDS	NM_001202517	29737	202025665	202028558	9
CDS	NM_001202517	29737	202027829	202028558	1
CDS	NM_001202518	29738	201997857	202000695	39
CDS	NM_001202518	29738	202000830	202005080	28
CDS	NM_001202518	29738	202003687	202005080	1
CDS	NM_001202518	29738	202005162	202010101	23
CDS	NM_001202518	29738	202010155	202013726	30
CDS	NM_001202518	29738	202013775	202014477	19
CDS	NM_001202518	29738	202014558	202025155	30
CDS	NM_001202518	29738	202025665	202027719	8
CDS	NM_001202519	29739	201997857	202000695	39
CDS	NM_001202519	29739	202000830	202005080	28
CDS	NM_001202519	29739	202003687	202005080	1
CDS	NM_001202519	29739	202005162	202010101	23
CDS	NM_001202519	29739	202010155	202013726	30
CDS	NM_001202519	29739	202013775	202014477	19
CDS	NM_001202519	29739	202014558	202025155	30
CDS	NM_001202519	29739	202025665	202027719	8
CDS	NM_001204	30643	203242273	203329532	7
CDS	NM_001204	30643	203329702	203332242	12
CDS	NM_001204	30643	203332412	203378442	11
CDS	NM_001204	30643	203378552	203379611	12
CDS	NM_001204	30643	203379702	203383545	13
CDS	NM_001204	30643	203383775	203384810	11
CDS	NM_001204	30643	203384924	203395517	16
CDS	NM_001204	30643	203395677	203397308	10
CDS	NM_001204	30643	203397455	203407034	7
CDS	NM_001204	30643	203407170	203417439	14
CDS	NM_001204	30643	203417611	203419975	19
CDS	NM_001204	30643	203421254	203424419	11
CDS	NM_001204	30643	203421254	203424422	1
CDS	NM_001204094	41808	198380870	198400254	1
CDS	NM_001204094	41808	198388410	198400254	19
CDS	NM_001204094	41808	198400354	198404835	38
CDS	NM_001204094	41808	198404877	198405075	28
CDS	NM_001204094	41808	198405161	198413060	29
CDS	NM_001204094	41808	198413139	198414999	17
CDS	NM_001204094	41808	198415110	198415239	23
CDS	NM_001204106	52494	111881716	111907621	1
CDS	NM_001204106	52494	111907724	111921710	1
CDS	NM_001204107	52493	111881716	111907621	1
CDS	NM_001204108	52492	111881716	111907621	1
CDS	NM_001204109	52491	111907724	111911357	1
CDS	NM_001204110	41813	111881716	111907621	1
CDS	NM_001204111	41812	111907724	111921710	1
CDS	NM_001204112	41811	111907724	111911357	1
CDS	NM_001204830	59587	99771514	99778420	1
CDS	NM_001204830	59587	99772889	99778420	3
CDS	NM_001206524	32693	202057842	202060565	2
CDS	NM_001206542	18146	202057842	202060565	2
CDS	NM_001206542	18146	202060671	202072798	1
CDS	NM_001206542	18146	202068489	202072798	1
CDS	NM_001206602	7978	175666435	175665015	4
CDS	NM_001206602	7978	175673633	175666540	2
CDS	NM_001206602	7978	175676239	175673770	1
CDS	NM_001206602	7978	175689162	175677210	6
CDS	NM_001206602	7978	175711608	175689246	1
CDS	NM_001206602	7978	175740516	175711685	1
CDS	NM_001206602	7978	175742568	175711685	4
CDS	NM_001206701	22131	231281043	231282306	10
CDS	NM_001206701	22131	231281043	231307652	3
CDS	NM_001206701	22131	231282380	231307652	18
CDS	NM_001206701	22131	231307814	231308893	18
CDS	NM_001206701	22131	231309061	231311534	32
CDS	NM_001206701	22131	231311617	231313803	31
CDS	NM_001206701	22131	231313865	231314276	28
CDS	NM_001206701	22131	231314425	231314887	30
CDS	NM_001206701	22131	231314425	231325977	3
CDS	NM_001206701	22131	231314970	231325977	39
CDS	NM_001206701	22131	231326129	231327150	39
CDS	NM_001206701	22131	231327233	231328782	26
CDS	NM_001206701	22131	231327233	231331016	2
CDS	NM_001206701	22131	231328865	231331016	31
CDS	NM_001206701	22131	231331069	231331835	27
CDS	NM_001206701	22131	231331069	231333758	1
CDS	NM_001206701	22131	231331930	231333758	14
CDS	NM_001206701	22131	231333811	231334730	49
CDS	NM_001206701	22131	231334813	231338039	5
CDS	NM_001206701	22131	231334813	231338099	7
CDS	NM_001206701	22131	231338155	231339109	1
CDS	NM_001206701	22131	231339162	231359131	6
CDS	NM_001206701	22131	231359175	231363176	12
CDS	NM_001206701	22131	231359175	231367781	1
CDS	NM_001206701	22131	231363250	231367781	7
CDS	NM_001206701	22131	231367825	231368901	3
CDS	NM_001206701	22131	231369005	231371018	5
CDS	NM_001206701	22131	231371160	231372708	3
CDS	NM_001206702	44703	231281043	231282306	10
CDS	NM_001206702	44703	231281043	231307652	3
CDS	NM_001206702	44703	231282380	231307652	18
CDS	NM_001206702	44703	231307814	231308893	18
CDS	NM_001206702	44703	231309061	231311534	32
CDS	NM_001206702	44703	231311617	231313803	31
CDS	NM_001206702	44703	231313865	231314276	28
CDS	NM_001206702	44703	231314425	231314887	30
CDS	NM_001206702	44703	231314425	231325977	3
CDS	NM_001206702	44703	231314970	231325977	39
CDS	NM_001206702	44703	231326129	231327150	39
CDS	NM_001206702	44703	231327233	231328782	26
CDS	NM_001206702	44703	231327233	231331016	2
CDS	NM_001206702	44703	231328865	231331016	31
CDS	NM_001206702	44703	231331069	231331835	27
CDS	NM_001206702	44703	231331069	231333758	1
CDS	NM_001206702	44703	231331930	231333758	14
CDS	NM_001206702	44703	231333811	231334730	49
CDS	NM_001206703	52428	231281043	231307652	3
CDS	NM_001206703	52428	231282380	231307652	18
CDS	NM_001206703	52428	231307814	231308893	18
CDS	NM_001206703	52428	231309061	231311534	32
CDS	NM_001206703	52428	231311617	231313803	31
CDS	NM_001206703	52428	231313865	231314276	28
CDS	NM_001206703	52428	231314425	231314887	30
CDS	NM_001206703	52428	231314425	231325977	3
CDS	NM_001206703	52428	231314970	231325977	39
CDS	NM_001206703	52428	231326129	231327150	39
CDS	NM_001206703	52428	231327233	231328782	26
CDS	NM_001206703	52428	231327233	231331016	2
CDS	NM_001206703	52428	231328865	231331016	31
CDS	NM_001206703	52428	231331069	231331835	27
CDS	NM_001206703	52428	231331069	231333758	1
CDS	NM_001206703	52428	231331930	231333758	14
CDS	NM_001206703	52428	231333811	231334730	49
CDS	NM_001206704	3713	231281043	231307652	3
CDS	NM_001206704	3713	231282380	231307652	18
CDS	NM_001206704	3713	231307814	231308893	18
CDS	NM_001206704	3713	231309061	231311534	32
CDS	NM_001206704	3713	231311617	231313803	31
CDS	NM_001206704	3713	231313865	231314276	28
CDS	NM_001206704	3713	231314425	231314887	30
CDS	NM_001206704	3713	231314425	231325977	3
CDS	NM_001206704	3713	231314970	231325977	39
CDS	NM_001206704	3713	231326129	231327150	39
CDS	NM_001206704	3713	231327233	231328782	26
CDS	NM_001206704	3713	231327233	231331016	2
CDS	NM_001206704	3713	231328865	231331016	31
CDS	NM_001206704	3713	231331069	231331835	27
CDS	NM_001206704	3713	231331069	231333758	1
CDS	NM_001206704	3713	231331930	231333758	14
CDS	NM_001206704	3713	231333811	231334730	49
CDS	NM_001206744	44254	1426901	1437210	1
CDS	NM_001206744	44254	1457595	1459848	1
CDS	NM_001206744	44254	1460054	1480858	1
CDS	NM_001206744	44254	1520754	1544366	2
CDS	NM_001206744	44254	1544495	1546193	1
CDS	NM_001206745	10557	1426901	1437210	1
CDS	NM_001206745	10557	1457595	1459848	1
CDS	NM_001206745	10557	1460054	1480858	1
CDS	NM_001206745	10557	1520754	1544366	2
CDS	NM_001206745	10557	1544495	1546193	1
CDS	NM_001206774	48936	197649581	197645386	3
CDS	NM_001206774	48936	197650165	197649653	5
CDS	NM_001206774	48936	197653928	197650312	4
CDS	NM_001206774	48936	197654603	197654093	2
CDS	NM_001206774	48936	197656061	197654794	3
CDS	NM_001206774	48936	197657680	197656184	2
CDS	NM_001206774	48936	197662521	197657876	3
CDS	NM_001206774	48936	197664234	197662632	9
CDS	NM_001206802	45703	24302314	24300631	1
CDS	NM_001206802	45703	24305755	24303901	5
CDS	NM_001206802	45703	24307059	24306022	3
CDS	NM_001206802	45703	24307601	24303901	1
CDS	NM_001206840	31730	85552038	85549793	2
CDS	NM_001206840	31730	85552038	85549864	15
CDS	NM_001206840	31730	85553631	85552121	29
CDS	NM_001206840	31730	85555040	85554808	3
CDS	NM_001206841	46914	85552038	85549864	15
CDS	NM_001206841	46914	85553631	85552121	29
CDS	NM_001206841	46914	85555040	85554808	3
CDS	NM_001206844	22214	85552038	85549864	15
CDS	NM_001206844	22214	85553631	85552121	29
CDS	NM_001206844	22214	85555040	85554808	3
CDS	NM_001206864	2155	202319575	202323507	2
CDS	NM_001206864	2155	202323587	202334676	1
CDS	NM_001206864	2155	202334775	202337678	1
CDS	NM_001206864	2155	202340465	202342342	5
CDS	NM_001206864	2155	202342914	202343286	1
CDS	NM_001206878	44057	219264880	219266287	24
CDS	NM_001206878	44057	219266435	219266837	39
CDS	NM_001206878	44057	219266938	219267072	52
CDS	NM_001206878	44057	219267128	219267758	38
CDS	NM_001206878	44057	219267850	219267955	52
CDS	NM_001206878	44057	219268140	219269020	55
CDS	NM_001207051	66774	122106088	122104730	9
CDS	NM_001207051	66774	122120748	122106294	8
CDS	NM_001207051	66774	122122659	122120876	1
CDS	NM_001207051	66774	122122670	122120876	6
CDS	NM_001207051	66774	122125164	122122860	5
CDS	NM_001207051	66774	122135075	122125407	3
CDS	NM_001207051	66774	122144698	122135225	6
CDS	NM_001207051	66774	122145339	122144804	2
CDS	NM_001207051	66774	122154716	122145482	6
CDS	NM_001207051	66774	122155898	122154859	5
CDS	NM_001207051	66774	122159085	122155976	3
CDS	NM_001207051	66774	122165047	122162010	12
CDS	NM_001207051	66774	122182715	122168545	7
CDS	NM_001207051	66774	122187649	122182882	2
CDS	NM_001207051	66774	122204913	122187753	1
CDS	NM_001207051	66774	122204913	122203072	3
CDS	NM_001207051	66774	122205852	122205083	5
CDS	NM_001207051	66774	122206529	122205901	10
CDS	NM_001207051	66774	122208489	122206696	3
CDS	NM_001207051	66774	122209366	122208566	5
CDS	NM_001207051	66774	122215263	122209425	3
CDS	NM_001207051	66774	122216416	122215333	3
CDS	NM_001207051	66774	122217556	122216551	5
CDS	NM_001207051	66774	122218677	122217701	10
CDS	NM_001207051	66774	122220108	122218769	1
CDS	NM_001207051	66774	122227384	122220181	4
CDS	NM_001207051	66774	122260743	122227536	2
CDS	NM_001207051	66774	122283421	122273338	5
CDS	NM_001207051	66774	122285375	122283496	5
CDS	NM_001207051	66774	122286253	122285466	5
CDS	NM_001207051	66774	122287823	122286356	4
CDS	NM_001207051	66774	122363277	122287901	1
CDS	NM_001207067	52942	201678004	201680064	24
CDS	NM_001207067	52942	201680240	201680390	33
CDS	NM_001207067	52942	201680484	201681048	33
CDS	NM_001207067	52942	201681113	201681829	50
CDS	NM_001207068	24735	201676669	201677931	2
CDS	NM_001207068	24735	201676713	201677931	27
CDS	NM_001207068	24735	201678004	201680064	24
CDS	NM_001207068	24735	201680240	201680390	33
CDS	NM_001207068	24735	201680484	201681048	33
CDS	NM_001207068	24735	201681113	201681829	50
CDS	NM_001207069	52944	201676669	201677931	2
CDS	NM_001207069	52944	201676713	201677931	27
CDS	NM_001207069	52944	201678004	201680064	24
CDS	NM_001207069	52944	201680240	201680390	33
CDS	NM_001207069	52944	201680484	201681048	33
CDS	NM_001207069	52944	201681113	201681829	50
CDS	NM_001228	22578	202123105	202131210	1
CDS	NM_001228	22578	202131514	202136239	5
CDS	NM_001228	22578	202136344	202137361	8
CDS	NM_001228	22578	202137665	202139612	5
CDS	NM_001228	22578	202137665	202141550	1
CDS	NM_001228	22578	202139676	202141550	2
CDS	NM_001228	22578	202141691	202149539	1
CDS	NM_001228	22578	202150040	202151182	1
CDS	NM_001230	44201	202057842	202060565	2
CDS	NM_001230	44201	202060671	202072798	1
CDS	NM_001230	44201	202068489	202072798	1
CDS	NM_001241	26736	135676582	135677380	5
CDS	NM_001241	26736	135676582	135677387	1
CDS	NM_001241	26736	135677461	135694411	9
CDS	NM_001241	26736	135694539	135696572	10
CDS	NM_001241	26736	135696632	135700182	5
CDS	NM_001241	26736	135696632	135703671	1
CDS	NM_001241	26736	135700244	135703671	1
CDS	NM_001241	26736	135703545	135703671	1
CDS	NM_001241	26736	135703716	135705306	3
CDS	NM_001241	26736	135704035	135705306	9
CDS	NM_001241	26736	135705469	135710211	4
CDS	NM_001241	26736	135710281	135710800	11
CDS	NM_001241	26736	135711949	135712051	3
CDS	NM_001242338	40059	23977517	23977177	2
CDS	NM_001242338	40059	23980288	23977644	1
CDS	NM_001242338	40059	23985079	23980971	5
CDS	NM_001242338	40059	24005739	23988498	3
CDS	NM_001242338	40059	24008897	24005898	1
CDS	NM_001242338	40059	24011382	24009093	1
CDS	NM_001242338	40059	24042617	24033372	3
CDS	NM_001242338	40059	24050668	24046439	2
CDS	NM_001242338	40059	24092533	24090816	2
CDS	NM_001242338	40059	24098699	24092631	1
CDS	NM_001242338	40059	24103509	24098774	1
CDS	NM_001242338	40059	24107635	24103625	1
CDS	NM_001242338	40059	24108597	24107743	1
CDS	NM_001242338	40059	24110702	24108699	1
CDS	NM_001242338	40059	24111220	24110855	1
CDS	NM_001242559	60194	102314599	102314935	10
CDS	NM_001242559	60194	102315000	102407182	9
CDS	NM_001242559	60194	102407238	102440390	16
CDS	NM_001242559	60194	102440515	102441781	10
CDS	NM_001242559	60194	102441891	102445966	12
CDS	NM_001242559	60194	102446056	102448183	8
CDS	NM_001242559	60194	102448313	102450871	9
CDS	NM_001242559	60194	102450925	102452362	12
CDS	NM_001242559	60194	102450925	102456281	1
CDS	NM_001242559	60194	102452440	102456281	17
CDS	NM_001242559	60194	102456456	102459071	14
CDS	NM_001242559	60194	102459143	102460563	16
CDS	NM_001242559	60194	102460773	102472439	26
CDS	NM_001242559	60194	102472600	102475458	21
CDS	NM_001242559	60194	102475544	102476105	8
CDS	NM_001242559	60194	102475544	102476198	7
CDS	NM_001242559	60194	102476326	102477287	1
CDS	NM_001242559	60194	102476326	102481392	6
CDS	NM_001242559	60194	102477448	102481392	5
CDS	NM_001242559	60194	102481498	102482893	2
CDS	NM_001242559	60194	102483041	102483674	9
CDS	NM_001242559	60194	102483771	102486084	7
CDS	NM_001242559	60194	102484499	102486084	4
CDS	NM_001242559	60194	102486259	102486757	15
CDS	NM_001242559	60194	102486877	102490109	6
CDS	NM_001242559	60194	102488147	102490109	7
CDS	NM_001242559	60194	102490226	102490544	14
CDS	NM_001242559	60194	102490714	102493465	30
CDS	NM_001242559	60194	102493608	102499013	17
CDS	NM_001242559	60194	102499147	102501649	8
CDS	NM_001242559	60194	102501749	102503550	22
CDS	NM_001242559	60194	102503699	102504240	25
CDS	NM_001242559	60194	102503723	102504240	5
CDS	NM_001242559	60194	102504399	102505258	19
CDS	NM_001242559	60194	102505397	102507628	28
CDS	NM_001242560	37486	102314599	102314935	10
CDS	NM_001242560	37486	102315000	102407182	9
CDS	NM_001242560	37486	102407238	102440390	16
CDS	NM_001242560	37486	102440515	102441781	10
CDS	NM_001242560	37486	102441891	102445966	12
CDS	NM_001242560	37486	102446056	102448183	8
CDS	NM_001242560	37486	102448313	102450871	9
CDS	NM_001242560	37486	102450925	102452362	12
CDS	NM_001242560	37486	102450925	102456281	1
CDS	NM_001242560	37486	102452440	102456281	17
CDS	NM_001242560	37486	102456456	102459071	14
CDS	NM_001242560	37486	102459143	102460563	16
CDS	NM_001242560	37486	102460773	102472439	26
CDS	NM_001242560	37486	102472600	102475458	21
CDS	NM_001242560	37486	102475544	102476198	7
CDS	NM_001242560	37486	102476326	102481392	6
CDS	NM_001242560	37486	102477448	102481392	5
CDS	NM_001242560	37486	102481498	102482890	11
CDS	NM_001242560	37486	102481498	102482893	2
CDS	NM_001242560	37486	102483041	102483674	9
CDS	NM_001242560	37486	102483771	102484491	3
CDS	NM_001242560	37486	102483771	102486084	7
CDS	NM_001242560	37486	102484499	102486084	4
CDS	NM_001242560	37486	102486259	102486757	15
CDS	NM_001242560	37486	102486877	102490109	6
CDS	NM_001242560	37486	102488147	102490109	7
CDS	NM_001242560	37486	102490226	102490544	14
CDS	NM_001242560	37486	102490714	102493465	30
CDS	NM_001242560	37486	102493608	102499013	17
CDS	NM_001242560	37486	102499147	102501649	8
CDS	NM_001242560	37486	102501749	102503550	22
CDS	NM_001242560	37486	102503699	102504240	25
CDS	NM_001242560	37486	102503723	102504240	5
CDS	NM_001242560	37486	102504399	102505258	19
CDS	NM_001242560	37486	102505397	102507628	28
CDS	NM_001243252	14086	233527659	233537019	3
CDS	NM_001243252	14086	233537153	233546295	6
CDS	NM_001243313	31455	219537636	219538348	4
CDS	NM_001243313	31455	219537740	219538348	1
CDS	NM_001243313	31455	219538488	219538602	3
CDS	NM_001243313	31455	219538679	219540066	5
CDS	NM_001243313	31455	219540196	219540752	7
CDS	NM_001243313	31455	219541001	219543891	3
CDS	NM_001243313	31455	219543984	219544283	1
CDS	NM_001243313	31455	219544452	219544616	1
CDS	NM_001243313	31455	219544803	219545326	5
CDS	NM_001243313	31455	219545425	219549808	2
CDS	NM_001243313	31455	219549951	219553420	1
CDS	NM_001243313	31455	219553599	219554582	3
CDS	NM_001243313	31455	219554679	219555173	2
CDS	NM_001243313	31455	219555278	219556866	3
CDS	NM_001243313	31455	219557016	219557306	3
CDS	NM_001243313	31455	219557433	219557963	7
CDS	NM_001243313	31455	219558067	219558446	9
CDS	NM_001243313	31455	219558544	219558618	4
CDS	NM_001243313	31455	219558706	219558987	4
CDS	NM_001243313	31455	219559050	219559248	2
CDS	NM_001243313	31455	219559358	219561313	1
CDS	NM_001243313	31455	219561324	219561762	8
CDS	NM_001243313	31455	219561324	219561765	1
CDS	NM_001243313	31455	219561478	219561762	1
CDS	NM_001243313	31455	219561936	219562186	9
CDS	NM_001243313	31455	219562333	219562577	9
CDS	NM_001243313	31455	219562724	219563325	9
CDS	NM_001243313	31455	219564071	219566589	6
CDS	NM_001243835	33169	191900890	191899323	2
CDS	NM_001243835	33169	191905791	191904023	1
CDS	NM_001243835	33169	191937824	191934497	1
CDS	NM_001243900	10538	242169248	242169102	44
CDS	NM_001243900	10538	242169568	242169376	48
CDS	NM_001243900	10538	242170174	242169684	29
CDS	NM_001243900	10538	242173235	242170359	31
CDS	NM_001243900	10538	242174536	242173378	36
CDS	NM_001243900	10538	242174905	242174670	44
CDS	NM_001243900	10538	242176030	242175009	30
CDS	NM_001243900	10538	242178064	242176184	51
CDS	NM_001243900	10538	242179017	242178202	31
CDS	NM_001243900	10538	242179316	242179235	33
CDS	NM_001243900	10538	242181875	242179537	26
CDS	NM_001243900	10538	242186167	242182093	41
CDS	NM_001243900	10538	242186471	242186298	44
CDS	NM_001243900	10538	242187418	242186557	15
CDS	NM_001243900	10538	242187659	242187531	42
CDS	NM_001243900	10538	242189256	242187763	33
CDS	NM_001243900	10538	242192372	242189395	43
CDS	NM_001243900	10538	242192808	242192450	48
CDS	NM_001243900	10538	242194466	242192912	32
CDS	NM_001243900	10538	242194789	242194573	38
CDS	NM_001243900	10538	242196015	242195814	34
CDS	NM_001243900	10538	242202126	242196221	31
CDS	NM_001243900	10538	242203863	242202341	34
CDS	NM_001243900	10538	242206209	242204020	19
CDS	NM_001243900	10538	242207892	242206321	21
CDS	NM_001244008	46806	241657467	241656823	1
CDS	NM_001244008	46806	241658423	241657585	1
CDS	NM_001244008	46806	241659191	241658615	2
CDS	NM_001244008	46806	241660331	241659343	3
CDS	NM_001244008	46806	241661224	241660455	1
CDS	NM_001244008	46806	241662830	241662073	1
CDS	NM_001244008	46806	241666243	241664821	1
CDS	NM_001244008	46806	241674136	241666357	1
CDS	NM_001244008	46806	241676480	241666357	1
CDS	NM_001244008	46806	241679475	241676585	2
CDS	NM_001244008	46806	241680686	241679781	4
CDS	NM_001244008	46806	241682346	241680794	3
CDS	NM_001244008	46806	241683359	241682401	2
CDS	NM_001244008	46806	241684844	241683477	1
CDS	NM_001244008	46806	241685155	241684934	1
CDS	NM_001244008	46806	241685456	241685326	1
CDS	NM_001244008	46806	241686653	241685594	1
CDS	NM_001244008	46806	241696736	241689964	1
CDS	NM_001244008	46806	241697777	241689964	1
CDS	NM_001244008	46806	241700082	241697914	2
CDS	NM_001244008	46806	241700646	241700260	1
CDS	NM_001244008	46806	241702136	241700794	1
CDS	NM_001244008	46806	241702436	241702229	4
CDS	NM_001244008	46806	241702583	241702508	1
CDS	NM_001244008	46806	241705127	241702763	1
CDS	NM_001244008	46806	241706332	241705210	2
CDS	NM_001244008	46806	241708550	241706762	1
CDS	NM_001244008	46806	241709044	241708625	1
CDS	NM_001244008	46806	241712531	241710521	1
CDS	NM_001244008	46806	241712531	241712013	1
CDS	NM_001244008	46806	241713600	241712673	3
CDS	NM_001244008	46806	241722007	241715343	1
CDS	NM_001244008	46806	241723156	241722526	2
CDS	NM_001244008	46806	241724406	241723233	2
CDS	NM_001244008	46806	241728653	241727647	1
CDS	NM_001244008	46806	241737064	241728729	1
CDS	NM_001244676	34623	88469975	88474158	2
CDS	NM_001244676	34623	88472892	88474158	2
CDS	NM_001244676	34623	88474352	88474768	2
CDS	NM_001244676	34623	88474920	88478302	4
CDS	NM_001244676	34623	88478532	88482218	7
CDS	NM_001244676	34623	88482366	88482467	3
CDS	NM_001244678	34622	88474920	88478302	4
CDS	NM_001244678	34622	88478532	88482218	7
CDS	NM_001244678	34622	88482366	88482467	3
CDS	NM_001244678	34622	88482592	88485417	1
CDS	NM_001244678	34622	88484998	88485417	3
CDS	NM_001244710	21030	69554046	69553365	6
CDS	NM_001244710	21030	69555403	69554207	7
CDS	NM_001244710	21030	69556429	69555570	2
CDS	NM_001244710	21030	69556816	69556556	7
CDS	NM_001244710	21030	69565030	69556930	7
CDS	NM_001244710	21030	69565577	69565187	6
CDS	NM_001244710	21030	69569284	69565697	5
CDS	NM_001244710	21030	69573036	69569381	4
CDS	NM_001244710	21030	69575303	69573131	8
CDS	NM_001244710	21030	69577210	69575466	2
CDS	NM_001244710	21030	69581621	69577315	4
CDS	NM_001244710	21030	69581621	69581444	1
CDS	NM_001244710	21030	69583628	69581700	5
CDS	NM_001244710	21030	69585461	69583689	2
CDS	NM_001244710	21030	69586400	69585595	7
CDS	NM_001244710	21030	69590677	69586458	9
CDS	NM_001244710	21030	69597133	69590802	3
CDS	NM_001244710	21030	69601138	69597240	8
CDS	NM_001244710	21030	69614197	69601245	3
CDS	NM_001244888	23790	236403493	236617823	8
CDS	NM_001244888	23790	236579701	236617823	6
CDS	NM_001244888	23790	236617881	236626201	15
CDS	NM_001244888	23790	236626288	236649607	8
CDS	NM_001244888	23790	236649692	236653342	6
CDS	NM_001244888	23790	236653483	236658998	4
CDS	NM_001244888	23790	236659132	236706403	6
CDS	NM_001244888	23790	236706530	236708011	8
CDS	NM_001244888	23790	236708166	236715883	16
CDS	NM_001252119	30135	242046768	242046138	1
CDS	NM_001252119	30135	242047582	242046914	1
CDS	NM_001252119	30135	242054703	242054592	1
CDS	NM_001252119	30135	242063364	242062314	1
CDS	NM_001252119	30135	242072289	242066866	1
CDS	NM_001252120	21580	242046768	242046138	1
CDS	NM_001252120	21580	242047582	242046914	1
CDS	NM_001252120	21580	242054703	242054592	1
CDS	NM_001252120	21580	242063364	242062314	1
CDS	NM_001252120	21580	242072289	242066866	1
CDS	NM_001252122	26218	242046768	242046138	1
CDS	NM_001252122	26218	242047582	242046914	1
CDS	NM_001252122	26218	242054703	242054592	1
CDS	NM_001252122	26218	242063364	242062314	1
CDS	NM_001252122	26218	242072289	242066866	1
CDS	NM_001252124	16088	242054703	242054592	1
CDS	NM_001252124	16088	242063364	242062314	1
CDS	NM_001252124	16088	242072289	242066866	1
CDS	NM_001252612	7036	71577401	71582849	16
CDS	NM_001252612	7036	71582910	71590283	10
CDS	NM_001252612	7036	71590321	71591084	20
CDS	NM_001252612	7036	71591382	71592559	9
CDS	NM_001252612	7036	71592836	71595512	14
CDS	NM_001252612	7036	71595658	71597013	22
CDS	NM_001252612	7036	71597135	71607352	25
CDS	NM_001252612	7036	71607410	71607643	11
CDS	NM_001252612	7036	71607695	71623271	11
CDS	NM_001252612	7036	71623321	71625831	16
CDS	NM_001252612	7036	71625902	71626689	16
CDS	NM_001252612	7036	71626775	71627242	19
CDS	NM_001252612	7036	71627310	71627608	8
CDS	NM_001252612	7036	71627648	71629086	27
CDS	NM_001252612	7036	71629217	71631000	12
CDS	NM_001252612	7036	71631128	71632731	12
CDS	NM_001252612	7036	71632772	71633258	12
CDS	NM_001252612	7036	71633392	71635252	9
CDS	NM_001252612	7036	71635377	71645732	20
CDS	NM_001252612	7036	71645769	71649944	22
CDS	NM_001252612	7036	71651168	71651780	19
CDS	NM_001252612	7036	71651845	71653590	21
CDS	NM_001252612	7036	71654544	71655677	28
CDS	NM_001252612	7036	71655781	71658457	26
CDS	NM_001252612	7036	71658558	71660295	17
CDS	NM_001252612	7036	71660413	71661872	33
CDS	NM_001252613	59179	71577401	71582849	16
CDS	NM_001252613	59179	71582910	71590283	10
CDS	NM_001252613	59179	71590321	71591084	20
CDS	NM_001252613	59179	71591382	71592559	9
CDS	NM_001252613	59179	71592836	71595512	14
CDS	NM_001252613	59179	71595658	71597013	22
CDS	NM_001252613	59179	71597135	71607352	25
CDS	NM_001252613	59179	71607410	71607643	11
CDS	NM_001252613	59179	71607695	71623271	11
CDS	NM_001252613	59179	71623321	71625831	16
CDS	NM_001252613	59179	71625902	71626689	16
CDS	NM_001252613	59179	71626775	71627242	19
CDS	NM_001252613	59179	71627310	71627608	8
CDS	NM_001252613	59179	71627648	71629086	27
CDS	NM_001252613	59179	71629217	71631000	12
CDS	NM_001252613	59179	71631128	71632731	12
CDS	NM_001252613	59179	71632772	71633258	12
CDS	NM_001252613	59179	71633392	71635252	9
CDS	NM_001252613	59179	71635377	71645732	20
CDS	NM_001252613	59179	71645769	71649944	22
CDS	NM_001252613	59179	71651168	71651780	19
CDS	NM_001252613	59179	71651845	71653590	21
CDS	NM_001252613	59179	71654544	71655677	28
CDS	NM_001252613	59179	71655781	71658457	26
CDS	NM_001252613	59179	71660413	71661872	33
CDS	NM_001252624	10026	40366541	40342769	10
CDS	NM_001252624	10026	40387905	40366816	17
CDS	NM_001252624	10026	40391994	40388004	14
