contig	strand	refseqid	row	Gblock_id	transc_start	transc_end	exon_starts	exon_ends
chr2	+	NM_001123363	60773	NM_001123363:60773:40	110592573	110592668	110592573	110592668
chr2	+	NM_001123363	60773	NM_001123363:60773:41	110592668	110593395	110592668	110593395
chr2	+	NM_001123363	60773	NM_001123363:60773:42	110593395	110595619	110593395	110595619
chr2	+	NM_001123363	60773	NM_001123363:60773:43	110595619	110602679	110595619	110602679
chr2	+	NM_001123363	60773	NM_001123363:60773:44	110602679	110602819	110602679	110602819
chr2	+	NM_001123363	60773	NM_001123363:60773:45	110602819	110605386	110602819	110605386
chr2	+	NM_001123363	60773	NM_001123363:60773:46	110605386	110605588	110605386	110605588
chr2	+	NM_001123363	60773	NM_001123363:60773:47	110605588	110613438	110605588	110613438
chr2	+	NM_001123363	60773	NM_001123363:60773:48	110613438	110613473	110613438	110613473
chr2	+	NM_001123363	60773	NM_001123363:60773:49	110613473	110615282	110613473	110615282
chr2	+	NM_001127257	18335	NM_001127257:18335:1	196521531	196521734	196521531	196521734
chr2	+	NM_001127257	18335	NM_001127257:18335:2	196521734	196522005	196521734	196522005
chr2	+	NM_001127257	18335	NM_001127257:18335:3	196522005	196544755	196522005	196544755
chr2	+	NM_001127257	18335	NM_001127257:18335:4	196544755	196544766	196544755	196544766
chr2	+	NM_001127257	18335	NM_001127257:18335:5	196544766	196545774	196544766	196545774
chr2	+	NM_001127257	18335	NM_001127257:18335:6	196545774	196548422	196545774	196548422
chr2	+	NM_001127257	18335	NM_001127257:18335:7	196548422	196548630	196548422	196548630
chr2	+	NM_001127257	18335	NM_001127257:18335:8	196548630	196571339	196548630	196571339
chr2	+	NM_001127257	18335	NM_001127257:18335:9	196571339	196571509	196571339	196571509
chr2	+	NM_001127257	18335	NM_001127257:18335:10	196571509	196573379	196571509	196573379
chr2	+	NM_001127257	18335	NM_001127257:18335:11	196573379	196573568	196573379	196573568
chr2	+	NM_001127257	18335	NM_001127257:18335:12	196573568	196578156	196573568	196578156
chr2	+	NM_001127257	18335	NM_001127257:18335:13	196578156	196578277	196578156	196578277
chr2	+	NM_001127257	18335	NM_001127257:18335:14	196578277	196581360	196578277	196581360
chr2	+	NM_001127257	18335	NM_001127257:18335:15	196581360	196581729	196581360	196581729
chr2	+	NM_001127257	18335	NM_001127257:18335:16	196581729	196582975	196581729	196582975
chr2	+	NM_001127257	18335	NM_001127257:18335:17	196582975	196583056	196582975	196583056
chr2	+	NM_001127257	18335	NM_001127257:18335:18	196583056	196592882	196583056	196592882
chr2	+	NM_001127257	18335	NM_001127257:18335:19	196592882	196593073	196592882	196593073
chr2	+	NM_001127257	18335	NM_001127257:18335:20	196593073	196599606	196593073	196599606
chr2	+	NM_001127257	18335	NM_001127257:18335:21	196599606	196599765	196599606	196599765
chr2	+	NM_001127257	18335	NM_001127257:18335:22	196599765	196602426	196599765	196602426
chr2	+	NM_001127401	56793	NM_001127401:56793:1	30369749	30369928	30369749	30369928
chr2	+	NM_001127401	56793	NM_001127401:56793:2	30369928	30371110	30369928	30371110
chr2	+	NM_001127401	56793	NM_001127401:56793:3	30371110	30371407	30371110	30371407
chr2	+	NM_001127401	56793	NM_001127401:56793:4	30371407	30378715	30371407	30378715
chr2	+	NM_001127401	56793	NM_001127401:56793:5	30378715	30378776	30378715	30378776
chr2	+	NM_001127401	56793	NM_001127401:56793:6	30378776	30379493	30378776	30379493
chr2	+	NM_001127401	56793	NM_001127401:56793:7	30379493	30379517	30379493	30379517
chr2	+	NM_001127401	56793	NM_001127401:56793:8	30379517	30379658	30379517	30379658
chr2	+	NM_001127401	56793	NM_001127401:56793:9	30379658	30381484	30379658	30381484
chr2	+	NM_001127401	56793	NM_001127401:56793:10	30381484	30381709	30381484	30381709
chr2	+	NM_001127401	56793	NM_001127401:56793:11	30381709	30383399	30381709	30383399
chr2	+	NM_001128928	24106	NM_001128928:24106:1	191208195	191208687	191208195	191208687
chr2	+	NM_001128928	24106	NM_001128928:24106:2	191208687	191213613	191208687	191213613
chr2	+	NM_001128928	24106	NM_001128928:24106:3	191213613	191213757	191213613	191213757
chr2	+	NM_001128928	24106	NM_001128928:24106:4	191213757	191224764	191213757	191224764
chr2	+	NM_001128928	24106	NM_001128928:24106:5	191224764	191224828	191224764	191224828
chr2	+	NM_001128928	24106	NM_001128928:24106:6	191224828	191225032	191224828	191225032
chr2	+	NM_001128928	24106	NM_001128928:24106:7	191225032	191227352	191225032	191227352
chr2	+	NM_001128928	24106	NM_001128928:24106:8	191227352	191227413	191227352	191227413
chr2	+	NM_001128928	24106	NM_001128928:24106:9	191227413	191231420	191227413	191231420
chr2	+	NM_001128928	24106	NM_001128928:24106:10	191231420	191231621	191231420	191231621
chr2	+	NM_001128928	24106	NM_001128928:24106:11	191231621	191233828	191231621	191233828
chr2	+	NM_001128928	24106	NM_001128928:24106:12	191233828	191234003	191233828	191234003
chr2	+	NM_001128928	24106	NM_001128928:24106:13	191234003	191235569	191234003	191235569
chr2	+	NM_001128928	24106	NM_001128928:24106:14	191235569	191236128	191235569	191236128
chr2	+	NM_001128928	24106	NM_001128928:24106:15	191236128	191236391	191236128	191236391
chr2	+	NM_001130046	49368	NM_001130046:49368:1	228678557	228678627	228678557	228678627
chr2	+	NM_001130046	49368	NM_001130046:49368:2	228678627	228678703	228678627	228678703
chr2	+	NM_001130046	49368	NM_001130046:49368:3	228678703	228680172	228678703	228680172
chr2	+	NM_001130046	49368	NM_001130046:49368:4	228680172	228680284	228680172	228680284
chr2	+	NM_001130046	49368	NM_001130046:49368:5	228680284	228681022	228680284	228681022
chr2	+	NM_001130046	49368	NM_001130046:49368:6	228681022	228681100	228681022	228681100
chr2	+	NM_001130046	49368	NM_001130046:49368:7	228681100	228681777	228681100	228681777
chr2	+	NM_001130046	49368	NM_001130046:49368:8	228681777	228681799	228681777	228681799
chr2	+	NM_001130046	49368	NM_001130046:49368:9	228681799	228682280	228681799	228682280
chr2	+	NM_001130158	29934	NM_001130158:29934:1	192110001	192110352	192110001	192110352
chr2	+	NM_001130158	29934	NM_001130158:29934:2	192110352	192141612	192110352	192141612
chr2	+	NM_001130158	29934	NM_001130158:29934:3	192141612	192141621	192141612	192141621
chr2	+	NM_001130158	29934	NM_001130158:29934:4	192141621	192141756	192141621	192141756
chr2	+	NM_001130158	29934	NM_001130158:29934:5	192141756	192160836	192141756	192160836
chr2	+	NM_001130158	29934	NM_001130158:29934:6	192160836	192160952	192160836	192160952
chr2	+	NM_001130158	29934	NM_001130158:29934:7	192160952	192194660	192160952	192194660
chr2	+	NM_001130158	29934	NM_001130158:29934:8	192194660	192194755	192194660	192194755
chr2	+	NM_001130158	29934	NM_001130158:29934:9	192194755	192206186	192194755	192206186
chr2	+	NM_001130158	29934	NM_001130158:29934:10	192206186	192206291	192206186	192206291
chr2	+	NM_001130158	29934	NM_001130158:29934:11	192206291	192210961	192206291	192210961
chr2	+	NM_001130158	29934	NM_001130158:29934:12	192210961	192211008	192210961	192211008
chr2	+	NM_001130158	29934	NM_001130158:29934:13	192211008	192214887	192211008	192214887
chr2	+	NM_001130158	29934	NM_001130158:29934:14	192214887	192214951	192214887	192214951
chr2	+	NM_001130158	29934	NM_001130158:29934:15	192214951	192225356	192214951	192225356
chr2	+	NM_001130158	29934	NM_001130158:29934:16	192225356	192225455	192225356	192225455
chr2	+	NM_001130158	29934	NM_001130158:29934:17	192225455	192226993	192225455	192226993
chr2	+	NM_001130158	29934	NM_001130158:29934:18	192226993	192227097	192226993	192227097
chr2	+	NM_001130158	29934	NM_001130158:29934:19	192227097	192228453	192227097	192228453
chr2	+	NM_001130158	29934	NM_001130158:29934:20	192228453	192228601	192228453	192228601
chr2	+	NM_001130158	29934	NM_001130158:29934:21	192228601	192228883	192228601	192228883
chr2	+	NM_001130158	29934	NM_001130158:29934:22	192228883	192229002	192228883	192229002
chr2	+	NM_001130158	29934	NM_001130158:29934:23	192229002	192234267	192229002	192234267
chr2	+	NM_001130158	29934	NM_001130158:29934:24	192234267	192234354	192234267	192234354
chr2	+	NM_001130158	29934	NM_001130158:29934:25	192234354	192234952	192234354	192234952
chr2	+	NM_001130158	29934	NM_001130158:29934:26	192234952	192235018	192234952	192235018
chr2	+	NM_001130158	29934	NM_001130158:29934:27	192235018	192246187	192235018	192246187
chr2	+	NM_001130158	29934	NM_001130158:29934:28	192246187	192246292	192246187	192246292
chr2	+	NM_001130158	29934	NM_001130158:29934:29	192246292	192248005	192246292	192248005
chr2	+	NM_001130158	29934	NM_001130158:29934:30	192248005	192248068	192248005	192248068
chr2	+	NM_001130158	29934	NM_001130158:29934:31	192248068	192250609	192248068	192250609
chr2	+	NM_001130158	29934	NM_001130158:29934:32	192250609	192250810	192250609	192250810
chr2	+	NM_001130158	29934	NM_001130158:29934:33	192250810	192251949	192250810	192251949
chr2	+	NM_001130158	29934	NM_001130158:29934:34	192251949	192252176	192251949	192252176
chr2	+	NM_001130158	29934	NM_001130158:29934:35	192252176	192255017	192252176	192255017
chr2	+	NM_001130158	29934	NM_001130158:29934:36	192255017	192255218	192255017	192255218
chr2	+	NM_001130158	29934	NM_001130158:29934:37	192255218	192256833	192255218	192256833
chr2	+	NM_001130158	29934	NM_001130158:29934:38	192256833	192256927	192256833	192256927
chr2	+	NM_001130158	29934	NM_001130158:29934:39	192256927	192257798	192256927	192257798
chr2	+	NM_001130158	29934	NM_001130158:29934:40	192257798	192257948	192257798	192257948
chr2	+	NM_001130158	29934	NM_001130158:29934:41	192257948	192261154	192257948	192261154
chr2	+	NM_001130158	29934	NM_001130158:29934:42	192261154	192261223	192261154	192261223
chr2	+	NM_001130158	29934	NM_001130158:29934:43	192261223	192265107	192261223	192265107
chr2	+	NM_001130158	29934	NM_001130158:29934:44	192265107	192265194	192265107	192265194
chr2	+	NM_001130158	29934	NM_001130158:29934:45	192265194	192265474	192265194	192265474
chr2	+	NM_001130158	29934	NM_001130158:29934:46	192265474	192265561	192265474	192265561
chr2	+	NM_001130158	29934	NM_001130158:29934:47	192265561	192267357	192265561	192267357
chr2	+	NM_001130158	29934	NM_001130158:29934:48	192267357	192267444	192267357	192267444
chr2	+	NM_001130158	29934	NM_001130158:29934:49	192267444	192272840	192267444	192272840
chr2	+	NM_001130158	29934	NM_001130158:29934:50	192272840	192272915	192272840	192272915
chr2	+	NM_001130158	29934	NM_001130158:29934:51	192272915	192273769	192272915	192273769
chr2	+	NM_001130158	29934	NM_001130158:29934:52	192273769	192273904	192273769	192273904
chr2	+	NM_001130158	29934	NM_001130158:29934:53	192273904	192275791	192273904	192275791
chr2	+	NM_001130158	29934	NM_001130158:29934:54	192275791	192275898	192275791	192275898
chr2	+	NM_001130158	29934	NM_001130158:29934:55	192275898	192278773	192275898	192278773
chr2	+	NM_001130158	29934	NM_001130158:29934:56	192278773	192278906	192278773	192278906
chr2	+	NM_001130158	29934	NM_001130158:29934:57	192278906	192279242	192278906	192279242
chr2	+	NM_001130158	29934	NM_001130158:29934:58	192279242	192279395	192279242	192279395
chr2	+	NM_001130158	29934	NM_001130158:29934:59	192279395	192280840	192279395	192280840
chr2	+	NM_001130158	29934	NM_001130158:29934:60	192280840	192280968	192280840	192280968
chr2	+	NM_001130158	29934	NM_001130158:29934:61	192280968	192288562	192280968	192288562
chr2	+	NM_001130158	29934	NM_001130158:29934:62	192288562	192288686	192288562	192288686
chr2	+	NM_001130158	29934	NM_001130158:29934:63	192288686	192290115	192288686	192290115
chr2	+	NM_001130445	40250	NM_001130445:40250:1	182756442	182756793	182756442	182756793
chr2	+	NM_001130445	40250	NM_001130445:40250:2	182756793	182757004	182756793	182757004
chr2	+	NM_001130445	40250	NM_001130445:40250:3	182757004	182757341	182757004	182757341
chr2	+	NM_001130445	40250	NM_001130445:40250:4	182757341	182757387	182757341	182757387
chr2	+	NM_001130445	40250	NM_001130445:40250:5	182757387	182760756	182757387	182760756
chr2	+	NM_001130445	40250	NM_001130445:40250:6	182760756	182760806	182760756	182760806
chr2	+	NM_001130445	40250	NM_001130445:40250:7	182760806	182761634	182760806	182761634
chr2	+	NM_001130445	40250	NM_001130445:40250:8	182761634	182761691	182761634	182761691
chr2	+	NM_001130445	40250	NM_001130445:40250:9	182761691	182763606	182761691	182763606
chr2	+	NM_001130445	40250	NM_001130445:40250:10	182763606	182763646	182763606	182763646
chr2	+	NM_001130445	40250	NM_001130445:40250:11	182763646	182763740	182763646	182763740
chr2	+	NM_001130445	40250	NM_001130445:40250:12	182763740	182763839	182763740	182763839
chr2	+	NM_001130445	40250	NM_001130445:40250:13	182763839	182765422	182763839	182765422
chr2	+	NM_001130445	40250	NM_001130445:40250:14	182765422	182765631	182765422	182765631
chr2	+	NM_001130445	40250	NM_001130445:40250:15	182765631	182766492	182765631	182766492
chr2	+	NM_001130445	40250	NM_001130445:40250:16	182766492	182767193	182766492	182767193
chr2	+	NM_001130445	40250	NM_001130445:40250:17	182767193	182774625	182767193	182774625
chr2	+	NM_001130445	40250	NM_001130445:40250:18	182774625	182774698	182774625	182774698
chr2	+	NM_001130445	40250	NM_001130445:40250:19	182774698	182778571	182774698	182778571
chr2	+	NM_001130445	40250	NM_001130445:40250:20	182778571	182778660	182778571	182778660
chr2	+	NM_001130445	40250	NM_001130445:40250:21	182778660	182779942	182778660	182779942
chr2	+	NM_001130445	40250	NM_001130445:40250:22	182779942	182781154	182779942	182781154
chr2	+	NM_001130445	40250	NM_001130445:40250:23	182781154	182781732	182781154	182781732
chr2	+	NM_001130445	40250	NM_001130445:40250:24	182781732	182783324	182781732	182783324
chr2	+	NM_001130445	40250	NM_001130445:40250:25	182783324	182783402	182783324	182783402
chr2	+	NM_001130445	40250	NM_001130445:40250:26	182783402	182783481	182783402	182783481
chr2	+	NM_001130445	40250	NM_001130445:40250:27	182783481	182783609	182783481	182783609
chr2	+	NM_001130445	40250	NM_001130445:40250:28	182783609	182784022	182783609	182784022
chr2	+	NM_001130445	40250	NM_001130445:40250:29	182784022	182784173	182784022	182784173
chr2	+	NM_001130445	40250	NM_001130445:40250:30	182784173	182785323	182784173	182785323
chr2	+	NM_001130445	40250	NM_001130445:40250:31	182785323	182785377	182785323	182785377
chr2	+	NM_001130445	40250	NM_001130445:40250:32	182785377	182785389	182785377	182785389
chr2	+	NM_001130445	40250	NM_001130445:40250:33	182785389	182786674	182785389	182786674
chr2	+	NM_001130445	40250	NM_001130445:40250:34	182786674	182787139	182786674	182787139
chr2	+	NM_001130445	40250	NM_001130445:40250:35	182787139	182792887	182787139	182792887
chr2	+	NM_001130445	40250	NM_001130445:40250:36	182792887	182792992	182792887	182792992
chr2	+	NM_001130445	40250	NM_001130445:40250:37	182792992	182793005	182792992	182793005
chr2	+	NM_001130445	40250	NM_001130445:40250:38	182793005	182794287	182793005	182794287
chr2	+	NM_001130445	40250	NM_001130445:40250:39	182794287	182795464	182794287	182795464
chr2	+	NM_001130978	60530	NM_001130978:60530:1	71680752	71681128	71680752	71681128
chr2	+	NM_001130978	60530	NM_001130978:60530:2	71681128	71681216	71681128	71681216
chr2	+	NM_001130978	60530	NM_001130978:60530:3	71681216	71694063	71681216	71694063
chr2	+	NM_001130978	60530	NM_001130978:60530:4	71694063	71708012	71694063	71708012
chr2	+	NM_001130978	60530	NM_001130978:60530:5	71708012	71708068	71708012	71708068
chr2	+	NM_001130978	60530	NM_001130978:60530:6	71708068	71709008	71708068	71709008
chr2	+	NM_001130978	60530	NM_001130978:60530:7	71709008	71709100	71709008	71709100
chr2	+	NM_001130978	60530	NM_001130978:60530:8	71709100	71730343	71709100	71730343
chr2	+	NM_001130978	60530	NM_001130978:60530:9	71730343	71730449	71730343	71730449
chr2	+	NM_001130978	60530	NM_001130978:60530:10	71730449	71738936	71730449	71738936
chr2	+	NM_001130978	60530	NM_001130978:60530:11	71738936	71739051	71738936	71739051
chr2	+	NM_001130978	60530	NM_001130978:60530:12	71739051	71740369	71739051	71740369
chr2	+	NM_001130978	60530	NM_001130978:60530:13	71740369	71740462	71740369	71740462
chr2	+	NM_001130978	60530	NM_001130978:60530:14	71740462	71740845	71740462	71740845
chr2	+	NM_001130978	60530	NM_001130978:60530:15	71740845	71741051	71740845	71741051
chr2	+	NM_001130978	60530	NM_001130978:60530:16	71741051	71742752	71741051	71742752
chr2	+	NM_001130978	60530	NM_001130978:60530:17	71742752	71742881	71742752	71742881
chr2	+	NM_001130978	60530	NM_001130978:60530:18	71742881	71743309	71742881	71743309
chr2	+	NM_001130978	60530	NM_001130978:60530:19	71743309	71743372	71743309	71743372
chr2	+	NM_001130978	60530	NM_001130978:60530:20	71743372	71744118	71743372	71744118
chr2	+	NM_001130978	60530	NM_001130978:60530:21	71744118	71744169	71744118	71744169
chr2	+	NM_001130978	60530	NM_001130978:60530:22	71744169	71747307	71744169	71747307
chr2	+	NM_001130978	60530	NM_001130978:60530:23	71747307	71747338	71747307	71747338
chr2	+	NM_001130978	60530	NM_001130978:60530:24	71747338	71747918	71747338	71747918
chr2	+	NM_001130978	60530	NM_001130978:60530:25	71747918	71748034	71747918	71748034
chr2	+	NM_001130978	60530	NM_001130978:60530:26	71748034	71753349	71748034	71753349
chr2	+	NM_001130978	60530	NM_001130978:60530:27	71753349	71753476	71753349	71753476
chr2	+	NM_001130978	60530	NM_001130978:60530:28	71753476	71755427	71753476	71755427
chr2	+	NM_001130978	60530	NM_001130978:60530:29	71755427	71755531	71755427	71755531
chr2	+	NM_001130978	60530	NM_001130978:60530:30	71755531	71762150	71755531	71762150
chr2	+	NM_001130978	60530	NM_001130978:60530:31	71762150	71762219	71762150	71762219
chr2	+	NM_001130978	60530	NM_001130978:60530:32	71762219	71762397	71762219	71762397
chr2	+	NM_001130978	60530	NM_001130978:60530:33	71762397	71762441	71762397	71762441
chr2	+	NM_001130978	60530	NM_001130978:60530:34	71762441	71766286	71762441	71766286
chr2	+	NM_001130978	60530	NM_001130978:60530:35	71766286	71766369	71766286	71766369
chr2	+	NM_001130978	60530	NM_001130978:60530:36	71766369	71776479	71766369	71776479
chr2	+	NM_001130978	60530	NM_001130978:60530:37	71776479	71776521	71776479	71776521
chr2	+	NM_001130978	60530	NM_001130978:60530:38	71776521	71778170	71776521	71778170
chr2	+	NM_001130978	60530	NM_001130978:60530:39	71778170	71778286	71778170	71778286
chr2	+	NM_001130978	60530	NM_001130978:60530:40	71778286	71778736	71778286	71778736
chr2	+	NM_001130978	60530	NM_001130978:60530:41	71778736	71778850	71778736	71778850
chr2	+	NM_001130978	60530	NM_001130978:60530:42	71778850	71780140	71778850	71780140
chr2	+	NM_001130978	60530	NM_001130978:60530:43	71780140	71780318	71780140	71780318
chr2	+	NM_001130978	60530	NM_001130978:60530:44	71780318	71780936	71780318	71780936
chr2	+	NM_001130978	60530	NM_001130978:60530:45	71780936	71781061	71780936	71781061
chr2	+	NM_001130978	60530	NM_001130978:60530:46	71781061	71783094	71781061	71783094
chr2	+	NM_001130978	60530	NM_001130978:60530:47	71783094	71783201	71783094	71783201
chr2	+	NM_001130978	60530	NM_001130978:60530:48	71783201	71788881	71783201	71788881
chr2	+	NM_001130978	60530	NM_001130978:60530:49	71788881	71789074	71788881	71789074
chr2	+	NM_001130978	60530	NM_001130978:60530:50	71789074	71791187	71789074	71791187
chr2	+	NM_001130978	60530	NM_001130978:60530:51	71791187	71791343	71791187	71791343
chr2	+	NM_001130978	60530	NM_001130978:60530:52	71791343	71795080	71791343	71795080
chr2	+	NM_001130978	60530	NM_001130978:60530:53	71795080	71795212	71795080	71795212
chr2	+	NM_001130978	60530	NM_001130978:60530:54	71795212	71795301	71795212	71795301
chr2	+	NM_001130978	60530	NM_001130978:60530:55	71795301	71795468	71795301	71795468
chr2	+	NM_001130978	60530	NM_001130978:60530:56	71795468	71796949	71795468	71796949
chr2	+	NM_001130978	60530	NM_001130978:60530:57	71796949	71797064	71796949	71797064
chr2	+	NM_001130978	60530	NM_001130978:60530:58	71797064	71797358	71797064	71797358
chr2	+	NM_001130978	60530	NM_001130978:60530:59	71797358	71797464	71797358	71797464
chr2	+	NM_001130978	60530	NM_001130978:60530:60	71797464	71797728	71797464	71797728
chr2	+	NM_001130978	60530	NM_001130978:60530:61	71797728	71797871	71797728	71797871
chr2	+	NM_001130978	60530	NM_001130978:60530:62	71797871	71801327	71797871	71801327
chr2	+	NM_001130978	60530	NM_001130978:60530:63	71801327	71801501	71801327	71801501
chr2	+	NM_001130978	60530	NM_001130978:60530:64	71801501	71816722	71801501	71816722
chr2	+	NM_001130978	60530	NM_001130978:60530:65	71816722	71816816	71816722	71816816
chr2	+	NM_001130978	60530	NM_001130978:60530:66	71816816	71817340	71816816	71817340
chr2	+	NM_001130978	60530	NM_001130978:60530:67	71817340	71817418	71817340	71817418
chr2	+	NM_001130978	60530	NM_001130978:60530:68	71817418	71825693	71817418	71825693
chr2	+	NM_001130978	60530	NM_001130978:60530:69	71825693	71825875	71825693	71825875
chr2	+	NM_001130978	60530	NM_001130978:60530:70	71825875	71827831	71825875	71827831
chr2	+	NM_001130978	60530	NM_001130978:60530:71	71827831	71827972	71827831	71827972
chr2	+	NM_001130978	60530	NM_001130978:60530:72	71827972	71828628	71827972	71828628
chr2	+	NM_001130978	60530	NM_001130978:60530:73	71828628	71828658	71828628	71828658
chr2	+	NM_001130978	60530	NM_001130978:60530:74	71828658	71829905	71828658	71829905
chr2	+	NM_001130978	60530	NM_001130978:60530:75	71829905	71829935	71829905	71829935
chr2	+	NM_001130978	60530	NM_001130978:60530:76	71829935	71838374	71829935	71838374
chr2	+	NM_001130978	60530	NM_001130978:60530:77	71838374	71838476	71838374	71838476
chr2	+	NM_001130978	60530	NM_001130978:60530:78	71838476	71838594	71838476	71838594
chr2	+	NM_001130978	60530	NM_001130978:60530:79	71838594	71838756	71838594	71838756
chr2	+	NM_001130978	60530	NM_001130978:60530:80	71838756	71839770	71838756	71839770
chr2	+	NM_001130978	60530	NM_001130978:60530:81	71839770	71839936	71839770	71839936
chr2	+	NM_001130978	60530	NM_001130978:60530:82	71839936	71840463	71839936	71840463
chr2	+	NM_001130978	60530	NM_001130978:60530:83	71840463	71840540	71840463	71840540
chr2	+	NM_001130978	60530	NM_001130978:60530:84	71840540	71847676	71840540	71847676
chr2	+	NM_001130978	60530	NM_001130978:60530:85	71847676	71847739	71847676	71847739
chr2	+	NM_001130978	60530	NM_001130978:60530:86	71847739	71871094	71847739	71871094
chr2	+	NM_001130978	60530	NM_001130978:60530:87	71871094	71871193	71871094	71871193
chr2	+	NM_001130978	60530	NM_001130978:60530:88	71871193	71883291	71871193	71883291
chr2	+	NM_001130978	60530	NM_001130978:60530:89	71883291	71883420	71883291	71883420
chr2	+	NM_001130978	60530	NM_001130978:60530:90	71883420	71886007	71883420	71886007
chr2	+	NM_001130978	60530	NM_001130978:60530:91	71886007	71886163	71886007	71886163
chr2	+	NM_001130978	60530	NM_001130978:60530:92	71886163	71887689	71886163	71887689
chr2	+	NM_001130978	60530	NM_001130978:60530:93	71887689	71887781	71887689	71887781
chr2	+	NM_001130978	60530	NM_001130978:60530:94	71887781	71891397	71887781	71891397
chr2	+	NM_001130978	60530	NM_001130978:60530:95	71891397	71891568	71891397	71891568
chr2	+	NM_001130978	60530	NM_001130978:60530:96	71891568	71892291	71891568	71892291
chr2	+	NM_001130978	60530	NM_001130978:60530:97	71892291	71892434	71892291	71892434
chr2	+	NM_001130978	60530	NM_001130978:60530:98	71892434	71894505	71892434	71894505
chr2	+	NM_001130978	60530	NM_001130978:60530:99	71894505	71894645	71894505	71894645
chr2	+	NM_001130978	60530	NM_001130978:60530:100	71894645	71895883	71894645	71895883
chr2	+	NM_001130978	60530	NM_001130978:60530:101	71895883	71895972	71895883	71895972
chr2	+	NM_001130978	60530	NM_001130978:60530:102	71895972	71896241	71895972	71896241
chr2	+	NM_001130978	60530	NM_001130978:60530:103	71896241	71896337	71896241	71896337
chr2	+	NM_001130978	60530	NM_001130978:60530:104	71896337	71896734	71896337	71896734
chr2	+	NM_001130978	60530	NM_001130978:60530:105	71896734	71896876	71896734	71896876
chr2	+	NM_001130978	60530	NM_001130978:60530:106	71896876	71901326	71896876	71901326
chr2	+	NM_001130978	60530	NM_001130978:60530:107	71901326	71901426	71901326	71901426
chr2	+	NM_001130978	60530	NM_001130978:60530:108	71901426	71906186	71901426	71906186
chr2	+	NM_001130978	60530	NM_001130978:60530:109	71906186	71906365	71906186	71906365
chr2	+	NM_001130978	60530	NM_001130978:60530:110	71906365	71908130	71906365	71908130
chr2	+	NM_001130978	60530	NM_001130978:60530:111	71908130	71908240	71908130	71908240
chr2	+	NM_001130978	60530	NM_001130978:60530:112	71908240	71909659	71908240	71909659
chr2	+	NM_001130978	60530	NM_001130978:60530:113	71909659	71909807	71909659	71909807
chr2	+	NM_001130978	60530	NM_001130978:60530:114	71909807	71913583	71909807	71913583
chr2	+	NM_001130978	60530	NM_001130978:60530:115	71913583	71913622	71913583	71913622
chr2	+	NM_001130978	60530	NM_001130978:60530:116	71913622	71913893	71913622	71913893
chr2	+	NM_001135021	7173	NM_001135021:7173:1	85581842	85581952	85581842	85581952
chr2	+	NM_001135021	7173	NM_001135021:7173:2	85581952	85582198	85581952	85582198
chr2	+	NM_001135021	7173	NM_001135021:7173:3	85582198	85582293	85582198	85582293
chr2	+	NM_001135021	7173	NM_001135021:7173:4	85582293	85582677	85582293	85582677
chr2	+	NM_001135021	7173	NM_001135021:7173:5	85582677	85582721	85582677	85582721
chr2	+	NM_001135021	7173	NM_001135021:7173:6	85582721	85582839	85582721	85582839
chr2	+	NM_001135021	7173	NM_001135021:7173:7	85582839	85583019	85582839	85583019
chr2	+	NM_001135021	7173	NM_001135021:7173:8	85583019	85583724	85583019	85583724
chr2	+	NM_001135021	7173	NM_001135021:7173:9	85583724	85583790	85583724	85583790
chr2	+	NM_001135021	7173	NM_001135021:7173:10	85583790	85584089	85583790	85584089
chr2	+	NM_001135021	7173	NM_001135021:7173:11	85584089	85584321	85584089	85584321
chr2	+	NM_001135021	7173	NM_001135021:7173:12	85584321	85584375	85584321	85584375
chr2	+	NM_001135021	7173	NM_001135021:7173:13	85584375	85589308	85584375	85589308
chr2	+	NM_001135021	7173	NM_001135021:7173:14	85589308	85589383	85589308	85589383
chr2	+	NM_001135021	7173	NM_001135021:7173:15	85589383	85590219	85589383	85590219
chr2	+	NM_001135021	7173	NM_001135021:7173:16	85590219	85590289	85590219	85590289
chr2	+	NM_001135021	7173	NM_001135021:7173:17	85590289	85595808	85590289	85595808
chr2	+	NM_001135021	7173	NM_001135021:7173:18	85595808	85595877	85595808	85595877
chr2	+	NM_001135021	7173	NM_001135021:7173:19	85595877	85596861	85595877	85596861
chr2	+	NM_001135021	7173	NM_001135021:7173:20	85596861	85596953	85596861	85596953
chr2	+	NM_001135021	7173	NM_001135021:7173:21	85596953	85598208	85596953	85598208
chr2	+	NM_001135021	7173	NM_001135021:7173:22	85598208	85598332	85598208	85598332
chr2	+	NM_001135021	7173	NM_001135021:7173:23	85598332	85598562	85598332	85598562
chr2	+	NM_001135021	7173	NM_001135021:7173:24	85598562	85598685	85598562	85598685
chr2	+	NM_001135021	7173	NM_001135021:7173:25	85598685	85604466	85598685	85604466
chr2	+	NM_001135021	7173	NM_001135021:7173:26	85604466	85604597	85604466	85604597
chr2	+	NM_001135021	7173	NM_001135021:7173:27	85604597	85614220	85604597	85614220
chr2	+	NM_001135021	7173	NM_001135021:7173:28	85614220	85614348	85614220	85614348
chr2	+	NM_001135021	7173	NM_001135021:7173:29	85614348	85616873	85614348	85616873
chr2	+	NM_001135021	7173	NM_001135021:7173:30	85616873	85616950	85616873	85616950
chr2	+	NM_001135021	7173	NM_001135021:7173:31	85616950	85617260	85616950	85617260
chr2	+	NM_001135021	7173	NM_001135021:7173:32	85617260	85617388	85617260	85617388
