contig	strand	refseqid	row	site_pos	PosType	PosAno
chr2	+	NM_001243313	31455	219554679	ss5	E13
chr2	+	NM_001243313	31455	219555173	ss3	E14
chr2	+	NM_001243313	31455	219555278	ss5	E14
chr2	+	NM_001243313	31455	219556866	ss3	E15
chr2	+	NM_001243313	31455	219557016	ss5	E15
chr2	+	NM_001243313	31455	219557306	ss3	E16
chr2	+	NM_001243313	31455	219557433	ss5	E16
chr2	+	NM_001243313	31455	219557963	ss3	E17
chr2	+	NM_001243313	31455	219558067	ss5	E17
chr2	+	NM_001243313	31455	219558446	ss3	E18
chr2	+	NM_001243313	31455	219558544	ss5	E18
chr2	+	NM_001243313	31455	219558618	ss3	E19
chr2	+	NM_001243313	31455	219558706	ss5	E19
chr2	+	NM_001243313	31455	219558987	ss3	E20
chr2	+	NM_001243313	31455	219559050	ss5	E20
chr2	+	NM_001243313	31455	219559248	ss3	E21
chr2	+	NM_001243313	31455	219559358	ss5	E21
chr2	+	NM_001243313	31455	219561250	ss3	n-dE21ss5
chr2	+	NM_001243313	31455	219561313	ss3	E22
chr2	+	NM_001243313	31455	219561324	ss5	E22
chr2	+	NM_001243313	31455	219561762	ss3	E23
chr2	+	NM_001243313	31455	219561936	ss5	E23
chr2	+	NM_001243313	31455	219562186	ss3	E24
chr2	+	NM_001243313	31455	219562333	ss5	E24
chr2	+	NM_001243313	31455	219562577	ss3	E25
chr2	+	NM_001243313	31455	219562724	ss5	E25
chr2	+	NM_001243313	31455	219563325	ss3	E26
chr2	+	NM_001243313	31455	219564071	ss5	E26
chr2	+	NM_001243313	31455	219566589	ss3	E27
chr2	+	NM_001243313	31455	219566732	ce	ce
chr2	+	NM_001243313	31455	219567440	te	E27
chr2	+	NM_001244676	34623	88469814	ts	E1
chr2	+	NM_001244676	34623	88469975	ss5	E1
chr2	+	NM_001244676	34623	88472658	ss3	E2
chr2	+	NM_001244676	34623	88472670	cs	cs
chr2	+	NM_001244676	34623	88472892	ss5	E2
chr2	+	NM_001244676	34623	88474158	ss3	E3
chr2	+	NM_001244676	34623	88474352	ss5	E3
chr2	+	NM_001244676	34623	88474768	ss3	E4
chr2	+	NM_001244676	34623	88474920	ss5	E4
chr2	+	NM_001244676	34623	88478302	ss3	E5
chr2	+	NM_001244676	34623	88478532	ss5	E5
chr2	+	NM_001244676	34623	88482218	ss3	E6
chr2	+	NM_001244676	34623	88482366	ss5	E6
chr2	+	NM_001244676	34623	88482467	ss3	E7
chr2	+	NM_001244676	34623	88482592	ss5	E7
chr2	+	NM_001244676	34623	88485070	ss3	E8
chr2	+	NM_001244676	34623	88485210	ce	ce
chr2	+	NM_001244676	34623	88485243	ss5	E8
chr2	+	NM_001244676	34623	88485417	ss3	E9
chr2	+	NM_001244676	34623	88486156	te	E9
chr2	+	NM_001252612	7036	71558885	ts	E1
chr2	+	NM_001252612	7036	71558995	ss5	E1
chr2	+	NM_001252612	7036	71559005	ss5	NM_014497:E1
chr2	+	NM_001252612	7036	71575557	ss3	E2
chr2	+	NM_001252612	7036	71575883	ss3	NM_001014972:E2
chr2	+	NM_001252612	7036	71576085	cs	cs
chr2	+	NM_001252612	7036	71577401	ss5	E2
chr2	+	NM_001252612	7036	71582849	ss3	E3
chr2	+	NM_001252612	7036	71582910	ss5	E3
chr2	+	NM_001252612	7036	71590283	ss3	E4
chr2	+	NM_001252612	7036	71590321	ss5	E4
chr2	+	NM_001252612	7036	71591084	ss3	E5
chr2	+	NM_001252612	7036	71591382	ss5	E5
chr2	+	NM_001252612	7036	71592559	ss3	E6
chr2	+	NM_001252612	7036	71592836	ss5	E6
chr2	+	NM_001252612	7036	71595512	ss3	E7
chr2	+	NM_001252612	7036	71595658	ss5	E7
chr2	+	NM_001252612	7036	71597013	ss3	E8
chr2	+	NM_001252612	7036	71597135	ss5	E8
chr2	+	NM_001252612	7036	71607352	ss3	E9
chr2	+	NM_001252612	7036	71607410	ss5	E9
chr2	+	NM_001252612	7036	71607643	ss3	E10
chr2	+	NM_001252612	7036	71607695	ss5	E10
chr2	+	NM_001252612	7036	71615853	ss5	n-dE10ss5
chr2	+	NM_001252612	7036	71620524	ss3	n-dE10ss5
chr2	+	NM_001252612	7036	71620775	ss5	n-dE10ss5
chr2	+	NM_001252612	7036	71622377	ss3	n-dE10ss5
chr2	+	NM_001252612	7036	71623271	ss3	E11
chr2	+	NM_001252612	7036	71623321	ss5	E11
chr2	+	NM_001252612	7036	71625831	ss3	E12
chr2	+	NM_001252612	7036	71625902	ss5	E12
chr2	+	NM_001252612	7036	71626689	ss3	E13
chr2	+	NM_001252612	7036	71626775	ss5	E13
chr2	+	NM_001252612	7036	71627242	ss3	E14
chr2	+	NM_001252612	7036	71627310	ss5	E14
chr2	+	NM_001252612	7036	71627608	ss3	E15
chr2	+	NM_001252612	7036	71627648	ss5	E15
chr2	+	NM_001252612	7036	71629086	ss3	E16
chr2	+	NM_001252612	7036	71629217	ss5	E16
chr2	+	NM_001252612	7036	71631000	ss3	E17
chr2	+	NM_001252612	7036	71631128	ss5	E17
chr2	+	NM_001252612	7036	71632731	ss3	E18
chr2	+	NM_001252612	7036	71632772	ss5	E18
chr2	+	NM_001252612	7036	71633258	ss3	E19
chr2	+	NM_001252612	7036	71633392	ss5	E19
chr2	+	NM_001252612	7036	71635252	ss3	E20
chr2	+	NM_001252612	7036	71635377	ss5	E20
chr2	+	NM_001252612	7036	71645732	ss3	E21
chr2	+	NM_001252612	7036	71645769	ss5	E21
chr2	+	NM_001252612	7036	71649944	ss3	E22
chr2	+	NM_001252612	7036	71651168	ss5	E22
chr2	+	NM_001252612	7036	71651780	ss3	E23
chr2	+	NM_001252612	7036	71651845	ss5	E23
chr2	+	NM_001252612	7036	71653590	ss3	E24
chr2	+	NM_001252612	7036	71654544	ss5	E24
chr2	+	NM_001252612	7036	71655677	ss3	E25
chr2	+	NM_001252612	7036	71655781	ss5	E25
chr2	+	NM_001252612	7036	71658457	ss3	E26
chr2	+	NM_001252612	7036	71658558	ss5	E26
chr2	+	NM_001252612	7036	71660295	ss3	E27
chr2	+	NM_001252612	7036	71660413	ss5	E27
chr2	+	NM_001252612	7036	71661872	ss3	E28
chr2	+	NM_001252612	7036	71661937	ce	ce
chr2	+	NM_001252612	7036	71662191	te	E28
chr2	+	NM_001252668	38985	189156396	ts	E1
chr2	+	NM_001252668	38985	189156893	ss5	E1
chr2	+	NM_001252668	38985	189157839	ss5	n-dE1ss5
chr2	+	NM_001252668	38985	189248490	ss3	E2
chr2	+	NM_001252668	38985	189248616	ss5	E2
chr2	+	NM_001252668	38985	189331202	ss3	n-dE2ss5
chr2	+	NM_001252668	38985	189331295	ss5	n-dE2ss5
chr2	+	NM_001252668	38985	189342386	ss3	E3
chr2	+	NM_001252668	38985	189342430	cs	cs
chr2	+	NM_001252668	38985	189342457	ss5	E3
chr2	+	NM_001252668	38985	189348158	ss3	E4
chr2	+	NM_001252668	38985	189348219	ss5	E4
chr2	+	NM_001252668	38985	189387483	ss3	E5
chr2	+	NM_001252668	38985	189387554	ss5	E5
chr2	+	NM_001252668	38985	189393824	ss3	E6
chr2	+	NM_001252668	38985	189393922	ss5	E6
chr2	+	NM_001252668	38985	189405908	ss3	E7
chr2	+	NM_001252668	38985	189406045	ss5	E7
chr2	+	NM_001252668	38985	189433966	ss3	E8
chr2	+	NM_001252668	38985	189434082	ss5	E8
chr2	+	NM_001252668	38985	189434755	ss3	E9
chr2	+	NM_001252668	38985	189434847	ss5	E9
chr2	+	NM_001252668	38985	189447068	ss3	n-dE9ss5
chr2	+	NM_001252668	38985	189448992	ss3	E10
chr2	+	NM_001252668	38985	189449130	ss5	E10
chr2	+	NM_001252668	38985	189452582	ss3	E11
chr2	+	NM_001252668	38985	189452676	ss5	E11
chr2	+	NM_001252668	38985	189454467	ss3	E12
chr2	+	NM_001252668	38985	189454477	ss5	E12
chr2	+	NM_001252668	38985	189458667	ss3	E13
chr2	+	NM_001252668	38985	189458688	ce	ce
chr2	+	NM_001252668	38985	189460652	te	E13
chr2	+	NM_001254736	28935	192542798	ts	E1
chr2	+	NM_001254736	28935	192542967	ss5	E1
chr2	+	NM_001254736	28935	192543431	ss5	NR_045623:E1
chr2	+	NM_001254736	28935	192543716	ss3	E2
chr2	+	NM_001254736	28935	192543854	ss5	E2
chr2	+	NM_001254736	28935	192546672	ss3	E3
chr2	+	NM_001254736	28935	192546682	cs	cs
chr2	+	NM_001254736	28935	192546743	ss5	E3
chr2	+	NM_001254736	28935	192547218	ss3	NR_045623:E4
chr2	+	NM_001254736	28935	192547321	ss5	NR_045622:E4
chr2	+	NM_001254736	28935	192548455	ss3	E4
chr2	+	NM_001254736	28935	192548530	ss5	E4
chr2	+	NM_001254736	28935	192548956	ss3	E5
chr2	+	NM_001254736	28935	192549022	ss5	E5
chr2	+	NM_001254736	28935	192550325	ss3	E6
chr2	+	NM_001254736	28935	192550494	ce	ce
chr2	+	NM_001254736	28935	192553248	te	E6
chr2	+	NM_001256126	62553	169312759	ts	E1
chr2	+	NM_001256126	62553	169312959	cs	cs
chr2	+	NM_001256126	62553	169313128	ss5	E1
chr2	+	NM_001256126	62553	169404106	ss3	E2
chr2	+	NM_001256126	62553	169404211	ss5	E2
chr2	+	NM_001256126	62553	169417702	ss3	E3
chr2	+	NM_001256126	62553	169417832	ss5	E3
chr2	+	NM_001256126	62553	169487495	ss3	E4
chr2	+	NM_001256126	62553	169487552	ss5	E4
chr2	+	NM_001256126	62553	169547544	ss3	E5
chr2	+	NM_001256126	62553	169547594	ss5	E5
chr2	+	NM_001256126	62553	169551469	ss3	E6
chr2	+	NM_001256126	62553	169551561	ss5	E6
chr2	+	NM_001256126	62553	169571511	ss3	E7
chr2	+	NM_001256126	62553	169571639	ss5	E7
chr2	+	NM_001256126	62553	169574382	ss3	E8
chr2	+	NM_001256126	62553	169574488	ss5	E8
chr2	+	NM_001256126	62553	169622102	ss3	E9
chr2	+	NM_001256126	62553	169622258	ss5	E9
chr2	+	NM_001256126	62553	169622832	ss3	E10
chr2	+	NM_001256126	62553	169622855	ss5	E10
chr2	+	NM_001256126	62553	169626020	ss3	E11
chr2	+	NM_001256126	62553	169626172	ce	ce
chr2	+	NM_001256126	62553	169631644	te	E11
chr2	+	NM_001256584	6681	127413511	ts	E1
chr2	+	NM_001256584	6681	127413888	ss5	E1
chr2	+	NM_001256584	6681	127443404	ss3	E2
chr2	+	NM_001256584	6681	127444221	ss5	E2
chr2	+	NM_001256584	6681	127447831	ss3	E3
chr2	+	NM_001256584	6681	127447845	cs	cs
chr2	+	NM_001256584	6681	127447887	ss5	E3
chr2	+	NM_001256584	6681	127451440	ss3	E4
chr2	+	NM_001256584	6681	127451523	ss5	E4
chr2	+	NM_001256584	6681	127453522	ss3	E5
chr2	+	NM_001256584	6681	127453718	ce	ce
chr2	+	NM_001256584	6681	127454251	te	E5
chr2	+	NM_001256725	19773	85839482	ss5	NM_001256727:E1
chr2	+	NM_001256725	19773	85843215	ts	E1
chr2	+	NM_001256725	19773	85843319	cs	cs
chr2	+	NM_001256725	19773	85843579	ss5	n-dcscs
chr2	+	NM_001256725	19773	85843586	ss5	E1
chr2	+	NM_001256725	19773	85846343	ss3	E2
chr2	+	NM_001256725	19773	85846412	ss5	E2
chr2	+	NM_001256725	19773	85848608	ss3	E3
chr2	+	NM_001256725	19773	85848702	ss5	E3
chr2	+	NM_001256725	19773	85850749	ss3	NR_046347:E4
chr2	+	NM_001256725	19773	85850769	ss3	E4
chr2	+	NM_001256725	19773	85850905	ss5	E4
chr2	+	NM_001256725	19773	85852662	ss3	E5
chr2	+	NM_001256725	19773	85852814	ss5	E5
chr2	+	NM_001256725	19773	85857844	ss3	E6
chr2	+	NM_001256725	19773	85858069	ss5	E6
chr2	+	NM_001256725	19773	85863176	ss3	E7
chr2	+	NM_001256725	19773	85863253	ss5	E7
chr2	+	NM_001256725	19773	85864492	ss3	E8
chr2	+	NM_001256725	19773	85864559	ss5	E8
chr2	+	NM_001256725	19773	85866326	ss3	E9
chr2	+	NM_001256725	19773	85866514	ss5	E9
chr2	+	NM_001256725	19773	85868099	ss3	E10
chr2	+	NM_001256725	19773	85868241	ss5	E10
chr2	+	NM_001256725	19773	85872071	ss3	E11
chr2	+	NM_001256725	19773	85872206	ss5	E11
chr2	+	NM_001256725	19773	85872937	ss3	n-dE11ss5
chr2	+	NM_001256725	19773	85873022	ss5	n-dE11ss5
chr2	+	NM_001256725	19773	85875053	ss3	E12
chr2	+	NM_001256725	19773	85875139	ss5	E12
chr2	+	NM_001256725	19773	85875884	ss3	E13
chr2	+	NM_001256725	19773	85875931	ce	ce
chr2	+	NM_001256725	19773	85875976	ss5	E13
chr2	+	NM_001256725	19773	85876140	ss3	E14
chr2	+	NM_001256725	19773	85876407	te	E14
chr2	+	NM_001256909	6494	172378757	ts	E1
chr2	+	NM_001256909	6494	172378783	cs	cs
chr2	+	NM_001256909	6494	172378801	ss5	E1
chr2	+	NM_001256909	6494	172379248	ss5	NM_001127383:E1
chr2	+	NM_001256909	6494	172398095	ss3	E2
chr2	+	NM_001256909	6494	172398303	ss5	E2
chr2	+	NM_001256909	6494	172409856	ss3	E3
chr2	+	NM_001256909	6494	172410010	ss5	E3
chr2	+	NM_001256909	6494	172411034	ss3	E4
chr2	+	NM_001256909	6494	172411337	ce	ce
chr2	+	NM_001256909	6494	172414643	te	E4
chr2	+	NM_001257102	20196	201936462	ts	E1
chr2	+	NM_001257102	20196	201936782	ss5	E1
chr2	+	NM_001257102	20196	201937062	ss3	E2
chr2	+	NM_001257102	20196	201937084	ss5	E2
chr2	+	NM_001257102	20196	201943604	ss3	E3
chr2	+	NM_001257102	20196	201943606	cs	cs
chr2	+	NM_001257102	20196	201943618	ss5	n-dcscs
chr2	+	NM_001257102	20196	201943625	ss3	n-dcscs
chr2	+	NM_001257102	20196	201943745	ss5	E3
chr2	+	NM_001257102	20196	201950182	ss3	E4
chr2	+	NM_001257102	20196	201950338	ce	ce
chr2	+	NM_001257102	20196	201950473	te	E4
chr2	+	NM_001258281	35228	47630206	ts	E1
chr2	+	NM_001258281	35228	47630314	ss5	E1
chr2	+	NM_001258281	35228	47630499	ss3	E2
chr2	+	NM_001258281	35228	47630529	cs	cs
chr2	+	NM_001258281	35228	47630541	ss5	E2
chr2	+	NM_001258281	35228	47635540	ss3	E3
chr2	+	NM_001258281	35228	47635694	ss5	E3
chr2	+	NM_001258281	35228	47637233	ss3	E4
chr2	+	NM_001258281	35228	47637511	ss5	E4
chr2	+	NM_001258281	35228	47639553	ss3	E5
chr2	+	NM_001258281	35228	47639699	ss5	E5
chr2	+	NM_001258281	35228	47641408	ss3	E6
chr2	+	NM_001258281	35228	47641557	ss5	E6
chr2	+	NM_001258281	35228	47643435	ss3	E7
chr2	+	NM_001258281	35228	47643568	ss5	E7
chr2	+	NM_001258281	35228	47656881	ss3	E8
chr2	+	NM_001258281	35228	47657080	ss5	E8
chr2	+	NM_001258281	35228	47672687	ss3	E9
chr2	+	NM_001258281	35228	47672796	ss5	E9
chr2	+	NM_001258281	35228	47690170	ss3	E10
chr2	+	NM_001258281	35228	47690293	ss5	E10
chr2	+	NM_001258281	35228	47693797	ss3	E11
chr2	+	NM_001258281	35228	47693947	ss5	E11
chr2	+	NM_001258281	35228	47698104	ss3	E12
chr2	+	NM_001258281	35228	47698201	ss5	E12
chr2	+	NM_001258281	35228	47702164	ss3	E13
chr2	+	NM_001258281	35228	47702409	ss5	E13
chr2	+	NM_001258281	35228	47703506	ss3	E14
chr2	+	NM_001258281	35228	47703710	ss5	E14
chr2	+	NM_001258281	35228	47705411	ss3	E15
chr2	+	NM_001258281	35228	47705658	ss5	E15
chr2	+	NM_001258281	35228	47707835	ss3	E16
chr2	+	NM_001258281	35228	47708010	ss5	E16
chr2	+	NM_001258281	35228	47709918	ss3	E17
chr2	+	NM_001258281	35228	47710088	ce	ce
chr2	+	NM_001258281	35228	47710367	te	E17
chr2	+	NM_001261428	28364	11817670	ts	E1
chr2	+	NM_001261428	28364	11817774	cs	cs
chr2	+	NM_001261428	28364	11817854	ss5	E1
chr2	+	NM_001261428	28364	11853882	ss3	E2
chr2	+	NM_001261428	28364	11853938	ss5	E2
chr2	+	NM_001261428	28364	11886797	ss5	NM_001349199:E1
chr2	+	NM_001261428	28364	11905659	ss3	E3
chr2	+	NM_001261428	28364	11905859	ss5	E3
chr2	+	NM_001261428	28364	11907889	ss3	E4
chr2	+	NM_001261428	28364	11907984	ss5	E4
chr2	+	NM_001261428	28364	11911498	ss3	E5
chr2	+	NM_001261428	28364	11911805	ss5	E5
chr2	+	NM_001261428	28364	11913746	ss3	E6
chr2	+	NM_001261428	28364	11913871	ss5	E6
chr2	+	NM_001261428	28364	11916212	ss3	E7
chr2	+	NM_001261428	28364	11916319	ss5	E7
chr2	+	NM_001261428	28364	11919645	ss3	E8
chr2	+	NM_001261428	28364	11919771	ss5	E8
chr2	+	NM_001261428	28364	11922327	ss3	E9
chr2	+	NM_001261428	28364	11922633	ss5	E9
chr2	+	NM_001261428	28364	11923955	ss3	E10
chr2	+	NM_001261428	28364	11924048	ss5	E10
chr2	+	NM_001261428	28364	11925012	ss3	E11
chr2	+	NM_001261428	28364	11925202	ss5	E11
chr2	+	NM_001261428	28364	11927200	ss3	E12
chr2	+	NM_001261428	28364	11927293	ss5	E12
chr2	+	NM_001261428	28364	11928513	ss3	E13
chr2	+	NM_001261428	28364	11928582	ss5	E13
chr2	+	NM_001261428	28364	11931911	ss5	NM_001349201:E12
chr2	+	NM_001261428	28364	11932040	ss3	E14
chr2	+	NM_001261428	28364	11932132	ss5	E14
chr2	+	NM_001261428	28364	11935534	ss3	E15
chr2	+	NM_001261428	28364	11935613	ss5	E15
chr2	+	NM_001261428	28364	11943033	ss3	E16
chr2	+	NM_001261428	28364	11943159	ss5	E16
chr2	+	NM_001261428	28364	11944549	ss3	E17
chr2	+	NM_001261428	28364	11944697	ss5	E17
chr2	+	NM_001261428	28364	11945196	ss3	E18
chr2	+	NM_001261428	28364	11945282	ss5	E18
chr2	+	NM_001261428	28364	11955214	ss3	E19
chr2	+	NM_001261428	28364	11955366	ss5	E19
chr2	+	NM_001261428	28364	11959610	ss3	E20
chr2	+	NM_001261428	28364	11959724	ss5	E20
chr2	+	NM_001261428	28364	11960537	ss3	E21
chr2	+	NM_001261428	28364	11960640	ss5	E21
chr2	+	NM_001261428	28364	11964758	ss3	E22
chr2	+	NM_001261428	28364	11964917	ce	ce
chr2	+	NM_001261428	28364	11967533	te	E22
chr2	+	NM_001267061	39068	27593363	ts	E1
chr2	+	NM_001267061	39068	27593506	cs	cs
chr2	+	NM_001267061	39068	27593508	ss5	E1
chr2	+	NM_001267061	39068	27593673	ss5	NR_049782:E1
chr2	+	NM_001267061	39068	27594136	ss3	E2
chr2	+	NM_001267061	39068	27594210	ss5	E2
chr2	+	NM_001267061	39068	27594335	ss5	NR_049782:E2
chr2	+	NM_001267061	39068	27595490	ss3	E3
chr2	+	NM_001267061	39068	27595607	ss5	E3
chr2	+	NM_001267061	39068	27595907	ss3	NR_049783:E4
chr2	+	NM_001267061	39068	27595980	ss5	NR_049786:E3
chr2	+	NM_001267061	39068	27596114	ss3	E4
chr2	+	NM_001267061	39068	27596178	ss5	E4
chr2	+	NM_001267061	39068	27596728	ss3	E5
chr2	+	NM_001267061	39068	27596838	ss5	E5
chr2	+	NM_001267061	39068	27596952	ss3	E6
chr2	+	NM_001267061	39068	27597042	ss5	E6
chr2	+	NM_001267061	39068	27597213	ss3	E7
chr2	+	NM_001267061	39068	27597300	ss5	E7
chr2	+	NM_001267061	39068	27597556	ss3	E8
chr2	+	NM_001267061	39068	27597625	ss5	E8
chr2	+	NM_001267061	39068	27597928	ss3	E9
chr2	+	NM_001267061	39068	27598020	ss5	E9
chr2	+	NM_001267061	39068	27598373	ss3	E10
chr2	+	NM_001267061	39068	27598576	ss5	E10
chr2	+	NM_001267061	39068	27598713	ss3	E11
chr2	+	NM_001267061	39068	27598838	ss5	E11
chr2	+	NM_001267061	39068	27598973	ss3	E12
chr2	+	NM_001267061	39068	27599050	ss5	E12
chr2	+	NM_001267061	39068	27599180	ss3	E13
chr2	+	NM_001267061	39068	27599254	ss5	E13
chr2	+	NM_001267061	39068	27599346	ss3	E14
chr2	+	NM_001267061	39068	27599387	ss5	E14
chr2	+	NM_001267061	39068	27599473	ss3	E15
chr2	+	NM_001267061	39068	27599586	ce	ce
chr2	+	NM_001267061	39068	27600400	te	E15
chr2	+	NM_001267063	3546	131862420	ts	E1
chr2	+	NM_001267063	3546	131862971	ss5	E1
chr2	+	NM_001267063	3546	131878507	ss3	E2
chr2	+	NM_001267063	3546	131878515	cs	cs
chr2	+	NM_001267063	3546	131878551	ss5	E2
chr2	+	NM_001267063	3546	131883326	ss3	E3
chr2	+	NM_001267063	3546	131883478	ss5	E3
chr2	+	NM_001267063	3546	131884257	ss3	E4
chr2	+	NM_001267063	3546	131884359	ss5	E4
chr2	+	NM_001267063	3546	131888294	ss3	E5
chr2	+	NM_001267063	3546	131888333	ss5	E5
chr2	+	NM_001267063	3546	131890475	ss3	E6
chr2	+	NM_001267063	3546	131890564	ss5	E6
chr2	+	NM_001267063	3546	131890588	ss5	NM_001267065:E6
chr2	+	NM_001267063	3546	131897740	ss3	NM_001309450:E5
chr2	+	NM_001267063	3546	131897743	ss3	E7
chr2	+	NM_001267063	3546	131897848	ss5	E7
chr2	+	NM_001267063	3546	131901981	ss3	E8
chr2	+	NM_001267063	3546	131902022	ss5	E8
chr2	+	NM_001267063	3546	131904210	ss3	E9
chr2	+	NM_001267063	3546	131904346	ce	ce
chr2	+	NM_001267063	3546	131907425	te	E9
chr2	+	NM_001270998	19750	220071506	ts	E1
chr2	+	NM_001270998	19750	220071567	ss5	E1
chr2	+	NM_001270998	19750	220071692	ss3	E2
chr2	+	NM_001270998	19750	220071710	cs	cs
chr2	+	NM_001270998	19750	220071764	ss5	E2
chr2	+	NM_001270998	19750	220072049	ss3	E3
chr2	+	NM_001270998	19750	220072143	ss5	E3
chr2	+	NM_001270998	19750	220072370	ss3	E4
chr2	+	NM_001270998	19750	220072501	ss5	E4
chr2	+	NM_001270998	19750	220072609	ss3	E5
chr2	+	NM_001270998	19750	220072760	ss5	E5
chr2	+	NM_001270998	19750	220072978	ss3	E6
chr2	+	NM_001270998	19750	220073070	ss5	E6
chr2	+	NM_001270998	19750	220073148	ss3	E7
chr2	+	NM_001270998	19750	220073208	ss5	E7
chr2	+	NM_001270998	19750	220073294	ss3	E8
chr2	+	NM_001270998	19750	220073361	ss5	E8
chr2	+	NM_001270998	19750	220073699	ss3	E9
chr2	+	NM_001270998	19750	220073771	ss5	E9
chr2	+	NM_001270998	19750	220073984	ss3	E10
chr2	+	NM_001270998	19750	220074028	ce	ce
chr2	+	NM_001270998	19750	220074373	te	E10
chr2	+	NM_001271318	6867	27805836	ts	E1
chr2	+	NM_001271318	6867	27806009	ss5	E1
chr2	+	NM_001271318	6867	27806293	ss3	E2
chr2	+	NM_001271318	6867	27806393	ss5	E2
chr2	+	NM_001271318	6867	27806525	ss3	E3
chr2	+	NM_001271318	6867	27806583	ss5	E3
chr2	+	NM_001271318	6867	27820934	ss3	E4
chr2	+	NM_001271318	6867	27820937	ss3	NM_001271288:E2
chr2	+	NM_001271318	6867	27821076	cs	cs
chr2	+	NM_001271318	6867	27821121	ss5	E4
chr2	+	NM_001271318	6867	27822450	ss3	E5
chr2	+	NM_001271318	6867	27822545	ss5	E5
chr2	+	NM_001271318	6867	27822837	ss3	E6
chr2	+	NM_001271318	6867	27822920	ss5	E6
chr2	+	NM_001271318	6867	27823558	ss3	E7
chr2	+	NM_001271318	6867	27823682	ss5	E7
chr2	+	NM_001271318	6867	27824223	ss3	E8
chr2	+	NM_001271318	6867	27824309	ss5	E8
chr2	+	NM_001271318	6867	27825330	ss3	E9
chr2	+	NM_001271318	6867	27825428	ss5	E9
chr2	+	NM_001271318	6867	27826007	ss3	E10
chr2	+	NM_001271318	6867	27826174	ss5	E10
chr2	+	NM_001271318	6867	27830712	ss3	E11
chr2	+	NM_001271318	6867	27830906	ss5	E11
chr2	+	NM_001271318	6867	27838035	ss3	E12
chr2	+	NM_001271318	6867	27838136	ss5	E12
chr2	+	NM_001271318	6867	27839129	ss3	E13
chr2	+	NM_001271318	6867	27839191	ss5	E13
chr2	+	NM_001271318	6867	27840340	ss3	E14
chr2	+	NM_001271318	6867	27840438	ss5	E14
chr2	+	NM_001271318	6867	27844020	ss3	E15
chr2	+	NM_001271318	6867	27844328	ce	ce
chr2	+	NM_001271318	6867	27846082	te	E15
chr2	+	NM_001271634	26555	219433303	ts	E1
chr2	+	NM_001271634	26555	219433678	cs	cs
chr2	+	NM_001271634	26555	219433701	ss5	E1
chr2	+	NM_001271634	26555	219445284	ss3	E2
chr2	+	NM_001271634	26555	219445463	ss5	E2
chr2	+	NM_001271634	26555	219447694	ss3	E3
chr2	+	NM_001271634	26555	219447809	ss5	E3
chr2	+	NM_001271634	26555	219449335	ss3	E4
chr2	+	NM_001271634	26555	219449444	ss5	E4
chr2	+	NM_001271634	26555	219452028	ss3	E5
chr2	+	NM_001271634	26555	219452123	ss5	E5
chr2	+	NM_001271634	26555	219452309	ss3	E6
chr2	+	NM_001271634	26555	219452418	ss5	E6
chr2	+	NM_001271634	26555	219457027	ss3	E7
chr2	+	NM_001271634	26555	219457125	ss5	E7
chr2	+	NM_001271634	26555	219457339	ss3	E8
chr2	+	NM_001271634	26555	219457430	ss5	E8
chr2	+	NM_001271634	26555	219458251	ss3	n-dE8ss5
chr2	+	NM_001271634	26555	219458831	ss3	E9
chr2	+	NM_001271634	26555	219458999	ce	ce
chr2	+	NM_001271634	26555	219461158	te	E9
chr2	+	NM_001277061	33615	228189867	ts	E1
chr2	+	NM_001277061	33615	228190143	ss5	E1
chr2	+	NM_001277061	33615	228193394	ss3	E2
chr2	+	NM_001277061	33615	228193505	ss5	E2
chr2	+	NM_001277061	33615	228194322	ss3	E3
chr2	+	NM_001277061	33615	228194462	cs	cs
chr2	+	NM_001277061	33615	228194499	ss5	E3
chr2	+	NM_001277061	33615	228195342	ss3	E4
chr2	+	NM_001277061	33615	228195562	ss5	E4
chr2	+	NM_001277061	33615	228197135	ss3	E5
chr2	+	NM_001277061	33615	228197304	ss5	E5
chr2	+	NM_001277061	33615	228205008	ss3	E6
chr2	+	NM_001277061	33615	228205096	ss5	E6
chr2	+	NM_001277061	33615	228207461	ss3	E7
chr2	+	NM_001277061	33615	228207535	ss5	E7
chr2	+	NM_001277061	33615	228211942	ss3	E8
chr2	+	NM_001277061	33615	228212100	ss5	E8
chr2	+	NM_001277061	33615	228217230	ss3	E9
chr2	+	NM_001277061	33615	228217289	ss5	E9
chr2	+	NM_001277061	33615	228220393	ss3	E10
chr2	+	NM_001277061	33615	228220477	ss5	E10
chr2	+	NM_001277061	33615	228221702	ss3	E11
chr2	+	NM_001277061	33615	228221833	ce	ce
chr2	+	NM_001277061	33615	228222552	te	E11
chr2	+	NM_001277372	55430	202937976	ts	E1
chr2	+	NM_001277372	55430	202938351	cs	cs
chr2	+	NM_001277372	55430	202938434	ss5	E1
chr2	+	NM_001277372	55430	202939614	ss3	E2
chr2	+	NM_001277372	55430	202939898	ss5	E2
chr2	+	NM_001277372	55430	202955493	ss3	E3
chr2	+	NM_001277372	55430	202955652	ss5	E3
chr2	+	NM_001277372	55430	202957753	ss3	E4
chr2	+	NM_001277372	55430	202957908	ss5	E4
chr2	+	NM_001277372	55430	202962158	ss3	E5
chr2	+	NM_001277372	55430	202962300	ss5	E5
chr2	+	NM_001277372	55430	202964336	ss3	E6
chr2	+	NM_001277372	55430	202964519	ss5	E6
