Gblock_id	cds_len	transcript_len
NM_001350024:157:6	0	81
NM_001350024:157:7	0	1580
NM_001350024:157:8	0	79
NM_001350024:157:9	0	32
NM_001350024:157:10	0	3710
NM_001350024:157:11	0	60
NM_001350024:157:12	0	154
NM_001350024:157:13	0	843
NM_001350024:157:14	0	59
NM_001350024:157:15	0	1169
NM_001350024:157:16	0	111
NM_001350024:157:17	0	2078
NM_001350024:157:18	0	144
NM_001350024:157:19	0	1260
NM_001350024:157:20	0	174
NM_001350024:157:21	0	505
NM_001350024:157:22	0	123
NM_001350024:157:23	0	93
NM_001350024:157:24	0	810
NM_001350065:12548:1	0	149
NM_001350065:12548:2	0	32297
NM_001350065:12548:3	0	110
NM_001350065:12548:4	0	42086
NM_001350065:12548:5	0	169
NM_001350065:12548:6	0	22451
NM_001350065:12548:7	0	15
NM_001350065:12548:8	0	61
NM_001350065:12548:9	0	23612
NM_001350065:12548:10	0	8053
NM_001350065:12548:11	0	198
NM_001350065:12548:12	0	38358
NM_001350065:12548:13	0	105
NM_001350065:12548:14	0	12843
NM_001350065:12548:15	0	131
NM_001350065:12548:16	0	1097
NM_001350065:12548:17	0	187
NM_001350065:12548:18	0	12726
NM_001350065:12548:19	0	264
NM_001350065:12548:20	0	5703
NM_001350065:12548:21	0	102
NM_001350065:12548:22	0	21
NM_001350065:12548:23	0	1151
NM_001350065:12548:24	0	282
NM_001350065:12548:25	0	1315
NM_001350065:12548:26	0	152
NM_001350065:12548:27	0	2680
NM_001350065:12548:28	0	232
NM_001350065:12548:29	0	1167
NM_001350065:12548:30	0	167
NM_001350065:12548:31	0	2037
NM_001350065:12548:32	0	608
NM_001350065:12548:33	0	6627
NM_001350065:12548:34	0	109
NM_001350065:12548:35	0	1002
NM_001350065:12548:36	0	123
NM_001350065:12548:37	0	7232
NM_001350065:12548:38	0	237
NM_001350065:12548:39	0	2114
NM_001350065:12548:40	0	186
NM_001350065:12548:41	0	2181
NM_001350065:12548:42	0	79
NM_001350065:12548:43	0	18443
NM_001350065:12548:44	0	134
NM_001350065:12548:45	0	1607
NM_001350065:12548:46	0	124
NM_001350065:12548:47	0	330
NM_001350065:12548:48	0	176
NM_001350065:12548:49	0	4364
NM_001350065:12548:50	0	133
NM_001350065:12548:51	0	1323
NM_001350065:12548:52	0	92
NM_001350065:12548:53	0	2039
NM_001350065:12548:54	0	147
NM_001350065:12548:55	0	830
NM_001350065:12548:56	0	101
NM_001350065:12548:57	0	681
NM_001350065:12548:58	0	1435
NM_001350065:12548:59	0	1647
NM_001351425:47219:1	0	228
NM_001351425:47219:2	0	73878
NM_001351425:47219:3	0	62
NM_001351425:47219:4	0	920
NM_001351425:47219:5	0	103
NM_001351425:47219:6	0	106
NM_001351425:47219:7	0	532
NM_001351425:47219:8	0	45
NM_001351425:47219:9	0	12645
NM_001351425:47219:10	0	119
NM_001351425:47219:11	0	2233
NM_001351425:47219:12	0	117
NM_001351425:47219:13	0	283
NM_001351425:47219:14	0	80
NM_001351425:47219:15	0	1654
NM_001351425:47219:16	0	112
NM_001351425:47219:17	0	916
NM_001351425:47219:18	0	91
NM_001351425:47219:19	0	546
NM_001351425:47219:20	0	148
NM_001351425:47219:21	0	4201
NM_001351425:47219:22	0	131
NM_001351425:47219:23	0	1961
NM_001351425:47219:24	0	105
NM_001351425:47219:25	0	512
NM_001351425:47219:26	0	109
NM_001351425:47219:27	0	2257
NM_001351425:47219:28	0	3
NM_001351425:47219:29	0	15
NM_001351425:47219:30	0	3816
NM_001351425:47219:31	0	184
NM_001351425:47219:32	0	1301
NM_001351425:47219:33	0	219
NM_001351425:47219:34	0	1063
NM_001351425:47219:35	0	139
NM_001351425:47219:36	0	117
NM_001351425:47219:37	0	3654
NM_001351425:47219:38	0	33
NM_001351425:47219:39	0	3969
NM_001351425:47219:40	0	173
NM_001351425:47219:41	0	1002
NM_001351425:47219:42	0	124
NM_001351425:47219:43	0	876
NM_001351425:47219:44	0	127
NM_001351425:47219:45	0	262
NM_001351425:47219:46	0	141
NM_001351425:47219:47	0	2401
NM_001351425:47219:48	0	98
NM_001351425:47219:49	0	4146
NM_001351425:47219:50	0	113
NM_001351425:47219:51	0	4061
NM_001351425:47219:52	0	155
NM_001351425:47219:53	0	10332
NM_001351425:47219:54	0	133
NM_001351425:47219:55	0	3425
NM_001352754:50249:1	0	153
NM_001352754:50249:2	0	243
NM_001352754:50249:3	0	7255
NM_001352754:50249:4	0	41
NM_001352754:50249:5	0	51
NM_001352754:50249:6	0	1837
NM_001352754:50249:7	0	126
NM_001352754:50249:8	0	6578
NM_001352754:50249:9	0	171
NM_001352754:50249:10	0	1636
NM_001352754:50249:11	0	156
NM_001352754:50249:12	0	5934
NM_001352754:50249:13	0	93
NM_001352754:50249:14	0	3953
NM_001352754:50249:15	0	25
NM_001352754:50249:16	0	8425
NM_001352754:50249:17	0	158
NM_001352754:50249:18	0	4561
NM_001352754:50249:19	0	99
NM_001352754:50249:20	0	16544
NM_001352754:50249:21	0	35
NM_001352754:50249:22	0	2370
NM_001352754:50249:23	0	112
NM_001352754:50249:24	0	3203
NM_001352754:50249:25	0	93
NM_001352754:50249:26	0	8583
NM_001352754:50249:27	0	91
NM_001352754:50249:28	0	1882
NM_001352754:50249:29	0	124
NM_001352754:50249:30	0	3557
NM_001352754:50249:31	0	140
NM_001352754:50249:32	0	1606
NM_001352754:50249:33	0	77
NM_001352754:50249:34	0	3600
NM_001352754:50249:35	0	75
NM_001352754:50249:36	0	9219
NM_001352754:50249:37	0	91
NM_001352754:50249:38	0	4754
NM_001352754:50249:39	0	56
NM_001352754:50249:40	0	35538
NM_001352754:50249:41	0	105
NM_001352754:50249:42	0	13077
NM_001352754:50249:43	0	116
NM_001352754:50249:44	0	10707
NM_001352754:50249:45	0	137
NM_001352754:50249:46	0	4819
NM_001352754:50249:47	0	70
NM_001352754:50249:48	0	59
NM_001352754:50249:49	0	9069
NM_001352754:50249:50	0	173
NM_001352754:50249:51	0	1387
NM_001352754:50249:52	0	23
NM_001352754:50249:53	0	5303
NM_001352824:32521:1	0	117
NM_001352824:32521:2	0	437
NM_001352824:32521:3	0	384
NM_001352824:32521:4	0	428
NM_001352824:32521:5	0	5088
NM_001352824:32521:6	0	58
NM_001352824:32521:7	0	1344
NM_001352824:32521:8	0	140
NM_001352824:32521:9	0	1047
NM_001352824:32521:10	0	17
NM_001352824:32521:11	0	54
NM_001352824:32521:12	0	123
NM_001352824:32521:13	0	893
NM_001352824:32521:14	0	169
NM_001352824:32521:15	0	3987
NM_001352824:32521:16	0	1065
NM_001352824:32521:17	0	221
NM_001352824:32521:18	0	144
NM_001352824:32521:19	0	951
NM_001352824:32521:20	0	143
NM_001352824:32521:21	0	3242
NM_001352824:32521:22	0	116
NM_001352824:32521:23	0	298
NM_001352824:32521:24	0	698
NM_001352824:32521:25	0	106
NM_001352824:32521:26	0	166
NM_001352824:32521:27	0	11695
NM_001352824:32521:28	0	260
NM_001352824:32521:29	0	847
NM_001353494:18748:1	0	122
NM_001353494:18748:2	0	90
NM_001353494:18748:3	0	2290
NM_001353494:18748:4	0	54
NM_001353494:18748:5	0	1421
NM_001353494:18748:6	0	46
NM_001353494:18748:7	0	30
NM_001353494:18748:8	0	589
NM_001353494:18748:9	0	18
NM_001353494:18748:10	0	343
NM_001353494:18748:11	0	1195
NM_001353494:18748:12	0	167
NM_001353777:32080:1	0	334
NM_001353777:32080:2	0	1783
NM_001353777:32080:3	0	68
NM_001353777:32080:4	0	711
NM_001353777:32080:5	0	196
NM_001353777:32080:6	0	1482
NM_001353777:32080:7	0	70
NM_001353777:32080:8	0	72
NM_001353777:32080:9	0	2358
NM_001353777:32080:10	0	118
NM_001353777:32080:11	0	1720
NM_001353777:32080:12	0	99
NM_001353777:32080:13	0	535
NM_001353777:32080:14	0	293
NM_001353777:32080:15	0	292
NM_001353970:13852:1	0	30
NM_001353970:13852:2	0	74
NM_001353970:13852:3	0	334
NM_001353970:13852:4	0	106
NM_001353970:13852:5	0	1334
NM_001353970:13852:6	0	12
NM_001353970:13852:7	0	203
NM_001353970:13852:8	0	13753
NM_001353970:13852:9	0	76
NM_001353970:13852:10	0	148
NM_001353970:13852:11	0	130
NM_001353970:13852:12	0	96
NM_001353970:13852:13	0	2124
NM_001353970:13852:14	0	367
NM_001353970:13852:15	0	1609
NM_001353970:13852:16	0	125
NM_001353970:13852:17	0	888
NM_001353970:13852:18	0	138
NM_001353970:13852:19	0	8740
NM_001353970:13852:20	0	113
NM_001353970:13852:21	0	685
NM_001353970:13852:22	0	100
NM_001353970:13852:23	0	382
NM_001353970:13852:24	0	15
NM_001353970:13852:25	0	41
NM_001353970:13852:26	0	1613
NM_001353970:13852:27	0	102
NM_001353970:13852:28	0	4864
NM_001353970:13852:29	0	2974
NM_001354200:19122:1	0	179
NM_001354200:19122:2	0	70866
NM_001354200:19122:3	0	209
NM_001354200:19122:4	0	2097
NM_001354200:19122:5	0	40
NM_001354200:19122:6	0	171
NM_001354200:19122:7	0	11135
NM_001354200:19122:8	0	42
NM_001354200:19122:9	0	474
NM_001354200:19122:10	0	90
NM_001354200:19122:11	0	4736
NM_001354200:19122:12	0	115
NM_001354200:19122:13	0	1045
NM_001354200:19122:14	0	79
NM_001354200:19122:15	0	8985
NM_001354200:19122:16	0	60
NM_001354200:19122:17	0	83
NM_001354200:19122:18	0	141
NM_001354200:19122:19	0	3888
NM_001354200:19122:20	0	109
NM_001354200:19122:21	0	89
NM_001354200:19122:22	0	96
NM_001354200:19122:23	0	2434
NM_001354200:19122:24	0	38
NM_001354200:19122:25	0	83
NM_001354200:19122:26	0	51
NM_001354200:19122:27	0	106
NM_001354200:19122:28	0	227
NM_001354200:19122:29	0	2413
NM_001354200:19122:30	0	255
NM_001354200:19122:31	0	3588
NM_001354200:19122:32	0	149
NM_001354200:19122:33	0	6202
NM_001354200:19122:34	0	3
NM_001354200:19122:35	0	300
NM_001354200:19122:36	0	9237
NM_001354200:19122:37	0	124
NM_001354200:19122:38	0	13938
NM_001354200:19122:39	0	155
NM_001354200:19122:40	0	4686
NM_001354200:19122:41	0	152
NM_001354200:19122:42	0	29108
NM_001354200:19122:43	0	104
NM_001354200:19122:44	0	522
NM_001354200:19122:45	0	173
NM_001354200:19122:46	0	5318
NM_001354200:19122:47	0	145
NM_001354200:19122:48	0	6229
NM_001354200:19122:49	0	83
NM_001354200:19122:50	0	462
NM_001354200:19122:51	0	85
NM_001354200:19122:52	0	1383
NM_001354200:19122:53	0	356
NM_001354200:19122:54	0	978
NM_001354212:12087:1	0	17
NM_001354212:12087:2	0	96
NM_001354212:12087:3	0	316
NM_001354212:12087:4	0	844
NM_001354212:12087:5	0	295
NM_001354212:12087:6	0	104
NM_001354212:12087:7	0	8005
NM_001354212:12087:8	0	32094
NM_001354212:12087:9	0	58
NM_001354212:12087:10	0	16813
NM_001354212:12087:11	0	96
NM_001354212:12087:12	0	6977
NM_001354212:12087:13	0	54
NM_001354212:12087:14	0	54694
NM_001354212:12087:15	0	182
NM_001354212:12087:16	0	4750
NM_001354212:12087:17	0	140
NM_001354212:12087:18	0	27247
NM_001354212:12087:19	0	105
NM_001354212:12087:20	0	658
NM_001354212:12087:21	0	123
NM_001354212:12087:22	0	5439
NM_001354212:12087:23	0	241
NM_001354212:12087:24	0	9374
NM_001354212:12087:25	0	187
NM_001354212:12087:26	0	68185
NM_001354212:12087:27	0	179
NM_001354212:12087:28	0	905
NM_001354212:12087:29	0	49
NM_001354212:12087:30	0	4409
NM_001354212:12087:31	0	57
NM_001354212:12087:32	0	846
NM_001354212:12087:33	0	6354
NM_001354212:12087:34	0	144
NM_001354212:12087:35	0	23527
NM_001354212:12087:36	0	3
NM_001354212:12087:37	0	145
NM_001354212:12087:38	0	8595
NM_001354212:12087:39	0	108
NM_001354212:12087:40	0	2677
NM_001354212:12087:41	0	125
NM_001354212:12087:42	0	2689
NM_001354212:12087:43	0	139
NM_001354212:12087:44	0	202
NM_001354212:12087:45	0	107
NM_001354212:12087:46	0	2665
NM_001354212:12087:47	0	124
NM_001354212:12087:48	0	40768
NM_001354212:12087:49	0	100
NM_001354212:12087:50	0	1108
NM_001354212:12087:51	0	74
NM_001354212:12087:52	0	6249
NM_001354212:12087:53	0	115
NM_001354212:12087:54	0	229
NM_001354212:12087:55	0	91
NM_001354212:12087:56	0	986
NM_001354417:10207:1	0	172
NM_001354417:10207:2	0	462
NM_001354417:10207:3	0	687
NM_001354417:10207:4	0	4
NM_001354417:10207:5	0	53
NM_001354417:10207:6	0	107
NM_001354417:10207:7	0	4201
NM_001354417:10207:8	0	30
NM_001354417:10207:9	0	1208
NM_001354417:10207:10	0	80
NM_001354417:10207:11	0	818
NM_001354417:10207:12	0	80
NM_001354417:10207:13	0	5763
NM_001354417:10207:14	0	112
NM_001354417:10207:15	0	347
NM_001354417:10207:16	0	3
NM_001354417:10207:17	0	95
NM_001354417:10207:18	0	30
NM_001354417:10207:19	0	300
NM_001354417:10207:20	0	84
NM_001354417:10207:21	0	166
NM_001354417:10207:22	0	78
NM_001354417:10207:23	0	37
NM_001354417:10207:24	0	1044
NM_001354417:10207:25	0	6
NM_001354417:10207:26	0	203
NM_001354587:13591:1	0	587
NM_001354587:13591:2	0	197
NM_001354587:13591:3	0	4127
NM_001354587:13591:4	0	115
NM_001354587:13591:5	0	165
NM_001354587:13591:6	0	174
NM_001354587:13591:7	0	4369
NM_001354587:13591:8	0	107
NM_001354587:13591:9	0	1466
NM_001354587:13591:10	0	138
NM_001354587:13591:11	0	2469
NM_001354587:13591:12	0	68
NM_001354587:13591:13	0	15505
NM_001354587:13591:14	0	29
NM_001354587:13591:15	0	94
NM_001354587:13591:16	0	73
NM_001354587:13591:17	0	1682
NM_001354587:13591:18	0	29
NM_001354587:13591:19	0	93
NM_001354587:13591:20	0	73
NM_001354587:13591:21	0	1773
NM_001354587:13591:22	0	31
NM_001354587:13591:23	0	2778
NM_001354587:13591:24	0	67
NM_001354587:13591:25	0	2517
NM_001354587:13591:26	0	61
NM_001354587:13591:27	0	564
NM_001354587:13591:28	0	31
NM_001354587:13591:29	0	2140
NM_001354587:13591:30	0	67
NM_001354587:13591:31	0	3365
NM_001354587:13591:32	0	61
NM_001354587:13591:33	0	420
NM_001354587:13591:34	0	68
NM_001354587:13591:35	0	3443
NM_001354587:13591:36	0	40
NM_001354587:13591:37	0	2144
NM_001354587:13591:38	0	29
NM_001354587:13591:39	0	85
NM_001354587:13591:40	0	73
NM_001354587:13591:41	0	3107
NM_001354587:13591:42	0	29
NM_001354587:13591:43	0	89
NM_001354587:13591:44	0	73
NM_001354587:13591:45	0	11970
NM_001354587:13591:46	0	29
NM_001354587:13591:47	0	94
NM_001354587:13591:48	0	73
NM_001354587:13591:49	0	1664
NM_001354587:13591:50	0	29
NM_001354587:13591:51	0	94
NM_001354587:13591:52	0	73
NM_001354587:13591:53	0	1665
NM_001354587:13591:54	0	29
NM_001354587:13591:55	0	94
NM_001354587:13591:56	0	73
NM_001354587:13591:57	0	1661
NM_001354587:13591:58	0	29
NM_001354587:13591:59	0	93
NM_001354587:13591:60	0	73
NM_001354587:13591:61	0	1687
NM_001354587:13591:62	0	29
NM_001354587:13591:63	0	102
NM_001354587:13591:64	0	73
NM_001354587:13591:65	0	1685
NM_001354587:13591:66	0	29
NM_001354587:13591:67	0	102
NM_001354587:13591:68	0	73
NM_001354587:13591:69	0	1687
NM_001354587:13591:70	0	29
NM_001354587:13591:71	0	102
NM_001354587:13591:72	0	73
NM_001354587:13591:73	0	1676
NM_001354587:13591:74	0	29
NM_001354587:13591:75	0	94
NM_001354587:13591:76	0	73
NM_001354587:13591:77	0	1672
NM_001354587:13591:78	0	29
NM_001354587:13591:79	0	90
NM_001354587:13591:80	0	73
NM_001354587:13591:81	0	1675
NM_001354587:13591:82	0	29
NM_001354587:13591:83	0	94
NM_001354587:13591:84	0	73
NM_001354587:13591:85	0	1674
NM_001354587:13591:86	0	29
NM_001354587:13591:87	0	94
NM_001354587:13591:88	0	73
NM_001354587:13591:89	0	1675
NM_001354587:13591:90	0	29
NM_001354587:13591:91	0	90
NM_001354587:13591:92	0	73
NM_001354587:13591:93	0	1676
NM_001354587:13591:94	0	29
NM_001354587:13591:95	0	90
NM_001354587:13591:96	0	73
NM_001354587:13591:97	0	1674
NM_001354587:13591:98	0	29
NM_001354587:13591:99	0	94
NM_001354587:13591:100	0	73
NM_001354587:13591:101	0	1676
NM_001354587:13591:102	0	29
NM_001354587:13591:103	0	94
NM_001354587:13591:104	0	73
NM_001354587:13591:105	0	1675
NM_001354587:13591:106	0	29
NM_001354587:13591:107	0	94
NM_001354587:13591:108	0	73
NM_001354587:13591:109	0	1674
NM_001354587:13591:110	0	29
NM_001354587:13591:111	0	90
NM_001354587:13591:112	0	73
NM_001354587:13591:113	0	1673
NM_001354587:13591:114	0	29
NM_001354587:13591:115	0	94
NM_001354587:13591:116	0	73
NM_001354587:13591:117	0	1677
NM_001354587:13591:118	0	29
NM_001354587:13591:119	0	94
NM_001354587:13591:120	0	73
NM_001354587:13591:121	0	1686
NM_001354587:13591:122	0	29
NM_001354587:13591:123	0	95
NM_001354587:13591:124	0	73
NM_001354587:13591:125	0	1679
NM_001354587:13591:126	0	29
NM_001354587:13591:127	0	94
NM_001354587:13591:128	0	73
NM_001354587:13591:129	0	1677
NM_001354587:13591:130	0	29
NM_001354587:13591:131	0	95
NM_001354587:13591:132	0	73
NM_001354587:13591:133	0	5559
NM_001354587:13591:134	0	3
NM_001354587:13591:135	0	71
NM_001354587:13591:136	0	8850
NM_001354587:13591:137	0	142
NM_001354587:13591:138	0	7394
NM_001354587:13591:139	0	214
NM_001354587:13591:140	0	2366
NM_001354587:13591:141	0	184
NM_001354587:13591:142	0	1127
NM_001354587:13591:143	0	915
NM_001354587:13591:144	0	1404
NM_001354587:13591:145	0	153
NM_001354587:13591:146	0	1515
NM_001354587:13591:147	0	71
NM_001354587:13591:148	0	337
NM_001354587:13591:149	0	94
NM_001354587:13591:150	0	498
NM_001354587:13591:151	0	24
NM_001354587:13591:152	0	6
NM_001354587:13591:153	0	600
NM_001354587:13591:154	0	13555
NM_001354587:13591:155	0	192
NM_001354871:25060:1	0	131
NM_001354871:25060:2	0	431
NM_001354871:25060:3	0	1720
NM_001354871:25060:4	0	111
NM_001354871:25060:5	0	1244
NM_001354871:25060:6	0	148
NM_001354871:25060:7	0	118
NM_001354871:25060:8	0	112
NM_001354871:25060:9	0	1724
NM_001354871:25060:10	0	138
NM_001354871:25060:11	0	34113
NM_001354871:25060:12	0	232
NM_001354871:25060:13	0	11184
NM_001354871:25060:14	0	120
NM_001354871:25060:15	0	16680
NM_001354871:25060:16	0	198
NM_001354871:25060:17	0	678
NM_001354871:25060:18	0	49
NM_001354871:25060:19	0	28
NM_001354871:25060:20	0	15033
NM_001354871:25060:21	0	584
NM_001354871:25060:22	0	202
NM_001378:33631:1	0	219
NM_001378:33631:2	0	2519
NM_001378:33631:3	0	9
NM_001378:33631:4	0	108
NM_001378:33631:5	0	2513
NM_001378:33631:6	0	118
NM_001378:33631:7	0	13652
NM_001378:33631:8	0	18
NM_001378:33631:9	0	722
NM_001378:33631:10	0	91
NM_001378:33631:11	0	5389
NM_001378:33631:12	0	60
NM_001378:33631:13	0	2501
NM_001378:33631:14	0	116
NM_001378:33631:15	0	10174
NM_001378:33631:16	0	96
NM_001378:33631:17	0	205
NM_001378:33631:18	0	163
NM_001378:33631:19	0	112
NM_001378:33631:20	0	100
NM_001378:33631:21	0	497
NM_001378:33631:22	0	126
NM_001378:33631:23	0	904
NM_001378:33631:24	0	147
NM_001378:33631:25	0	337
NM_001378:33631:26	0	114
NM_001378:33631:27	0	298
NM_001378:33631:28	0	134
NM_001378:33631:29	0	858
NM_001378:33631:30	0	145
NM_001378:33631:31	0	14195
NM_001378:33631:32	0	141
NM_001378:33631:33	0	1612
NM_001378:33631:34	0	126
NM_001378:33631:35	0	1848
NM_001378:33631:36	0	3
NM_001378:33631:37	0	111
NM_001378:33631:38	0	2269
NM_001430:41219:1	0	510
NM_001430:41219:2	0	26
NM_001430:41219:3	0	48935
NM_001430:41219:4	0	191
NM_001430:41219:5	0	9087
NM_001430:41219:6	0	152
NM_001430:41219:7	0	421
NM_001430:41219:8	0	85
NM_001430:41219:9	0	3829
NM_001430:41219:10	0	119
NM_001430:41219:11	0	128
NM_001430:41219:12	0	206
NM_001430:41219:13	0	8736
NM_001430:41219:14	0	107
NM_001430:41219:15	0	5756
NM_001430:41219:16	0	148
NM_001430:41219:17	0	701
NM_001430:41219:18	0	215
NM_001430:41219:19	0	1140
NM_001430:41219:20	0	194
NM_001430:41219:21	0	569
NM_001430:41219:22	0	111
NM_001430:41219:23	0	1459
NM_001430:41219:24	0	491
NM_001430:41219:25	0	878
NM_001430:41219:26	0	127
NM_001430:41219:27	0	252
NM_001430:41219:28	0	115
NM_001430:41219:29	0	335
NM_001430:41219:30	0	174
NM_001430:41219:31	0	1910
NM_001430:41219:32	0	152
NM_001430:41219:33	0	2043
NM_001508:17324:1	0	469
NM_001508:17324:2	0	856
NM_001508:17324:3	0	227202
NM_001508:17324:4	0	506
NM_001508:17324:5	0	990
NM_001615:34340:1	0	86
NM_001615:34340:2	0	8224
NM_001615:34340:3	0	36
NM_001615:34340:4	0	126
NM_001615:34340:5	0	922
NM_001615:34340:6	0	129
NM_001615:34340:7	0	6184
NM_001615:34340:8	0	111
NM_001615:34340:9	0	271
NM_001615:34340:10	0	85
NM_001615:34340:11	0	4345
NM_001615:34340:12	0	162
NM_001615:34340:13	0	1033
NM_001615:34340:14	0	192
NM_001615:34340:15	0	1712
NM_001615:34340:16	0	182
NM_001615:34340:17	0	2666
NM_001615:34340:18	0	144
NM_001615:34340:19	0	78
NM_001809:19062:1	0	183
NM_001809:19062:2	0	100
NM_001809:19062:3	0	5834
NM_001809:19062:4	0	110
NM_001809:19062:5	0	515
NM_001809:19062:6	0	78
NM_001809:19062:7	0	311
NM_001809:19062:8	0	135
NM_001809:19062:9	0	47
NM_001809:19062:10	0	485
NM_001809:19062:11	0	776
NM_001862:35823:1	0	29
NM_001862:35823:2	0	103
NM_001862:35823:3	0	877
NM_001862:35823:4	0	74
NM_001862:35823:5	0	203
NM_001862:35823:6	0	100
NM_001862:35823:7	0	552
NM_001862:35823:8	0	113
NM_001862:35823:9	0	86
NM_001927:14527:1	0	86
NM_001927:14527:2	0	578
NM_001927:14527:3	0	1054
NM_001927:14527:4	0	61
NM_001927:14527:5	0	95
NM_001927:14527:6	0	96
NM_001927:14527:7	0	148
NM_001927:14527:8	0	162
NM_001927:14527:9	0	171
NM_001927:14527:10	0	126
NM_001927:14527:11	0	386
NM_001927:14527:12	0	221
NM_001927:14527:13	0	2216
NM_001927:14527:14	0	44
NM_001927:14527:15	0	1842
NM_001927:14527:16	0	83
NM_001927:14527:17	0	203
NM_001927:14527:18	0	42
NM_001927:14527:19	0	749
NM_002081:58069:1	0	221
NM_002081:58069:2	0	166
NM_002081:58069:3	0	22945
NM_002081:58069:4	0	159
NM_002081:58069:5	0	3002
NM_002081:58069:6	0	392
NM_002081:58069:7	0	764
NM_002081:58069:8	0	166
NM_002081:58069:9	0	1103
NM_002081:58069:10	0	131
NM_002081:58069:11	0	109
NM_002081:58069:12	0	120
NM_002081:58069:13	0	101
NM_002081:58069:14	0	134
NM_002081:58069:15	0	262
NM_002081:58069:16	0	176
NM_002081:58069:17	0	409
NM_002081:58069:18	0	233
NM_002081:58069:19	0	1788
NM_002148:50481:1	0	70
NM_002148:50481:2	0	745
NM_002148:50481:3	0	1375
NM_002148:50481:4	0	278
NM_002148:50481:5	0	711
NM_002148:50481:6	0	3643
NM_002148:50481:7	0	348
NM_002157:14472:1	0	440
NM_002157:14472:2	0	3
NM_002157:14472:3	0	634
NM_002157:14472:4	0	165
NM_002157:14472:5	0	1800
NM_002157:14472:6	0	90
NM_002157:14472:7	0	80
NM_002157:14472:8	0	51
NM_002157:14472:9	0	204
NM_002158:51149:1	0	159
NM_002158:51149:2	0	13746
NM_002158:51149:3	0	142
NM_002158:51149:4	0	17498
NM_002158:51149:5	0	14
NM_002158:51149:6	0	537
NM_002158:51149:7	0	12295
NM_002158:51149:8	0	101
NM_002158:51149:9	0	3495
NM_002158:51149:10	0	65
NM_002158:51149:11	0	10584
NM_002158:51149:12	0	69
NM_002158:51149:13	0	1559
NM_002158:51149:14	0	524
NM_002158:51149:15	0	3852
NM_002166:27946:1	0	183
NM_002166:27946:2	0	348
NM_002166:27946:3	0	329
NM_002166:27946:4	0	57
NM_002166:27946:5	0	7
NM_002166:27946:6	0	778
NM_002166:27946:7	0	769
NM_002193:17682:1	0	47
NM_002193:17682:2	0	448
NM_002193:17682:3	0	2462
NM_002193:17682:4	0	776
NM_002193:17682:5	0	1934
NM_002210:22230:1	0	276
NM_002210:22230:2	0	185
NM_002210:22230:3	0	11497
NM_002210:22230:4	0	131
NM_002210:22230:5	0	20187
NM_002210:22230:6	0	92
NM_002210:22230:7	0	3042
NM_002210:22230:8	0	115
NM_002210:22230:9	0	5209
NM_002210:22230:10	0	62
NM_002210:22230:11	0	2470
NM_002210:22230:12	0	46
NM_002210:22230:13	0	2707
NM_002210:22230:14	0	126
NM_002210:22230:15	0	857
NM_002210:22230:16	0	45
NM_002210:22230:17	0	1167
NM_002210:22230:18	0	44
NM_002210:22230:19	0	88
NM_002210:22230:20	0	57
NM_002210:22230:21	0	2449
NM_002210:22230:22	0	53
NM_002210:22230:23	0	418
NM_002210:22230:24	0	203
NM_002210:22230:25	0	5097
NM_002210:22230:26	0	192
NM_002210:22230:27	0	2962
NM_002210:22230:28	0	46
NM_002210:22230:29	0	2096
NM_002210:22230:30	0	108
NM_002210:22230:31	0	2560
NM_002210:22230:32	0	59
NM_002210:22230:33	0	1538
NM_002210:22230:34	0	155
NM_002210:22230:35	0	2636
NM_002210:22230:36	0	138
NM_002210:22230:37	0	4592
NM_002210:22230:38	0	68
NM_002210:22230:39	0	658
NM_002210:22230:40	0	148
NM_002210:22230:41	0	484
NM_002210:22230:42	0	93
NM_002210:22230:43	0	1485
NM_002210:22230:44	0	80
NM_002210:22230:45	0	366
NM_002210:22230:46	0	81
NM_002210:22230:47	0	440
NM_002210:22230:48	0	106
NM_002210:22230:49	0	985
NM_002210:22230:50	0	159
NM_002210:22230:51	0	780
NM_002210:22230:52	0	114
NM_002210:22230:53	0	5789
NM_002210:22230:54	0	114
NM_002210:22230:55	0	102
NM_002210:22230:56	0	108
NM_002210:22230:57	0	885
NM_002210:22230:58	0	123
NM_002210:22230:59	0	261
NM_002210:22230:60	0	96
NM_002210:22230:61	0	3610
NM_002246:24127:1	0	163
NM_002246:24127:2	0	283
NM_002246:24127:3	0	34508
NM_002246:24127:4	0	902
NM_002246:24127:5	0	2630
NM_002354:19965:1	0	358
NM_002354:19965:2	0	76
NM_002354:19965:3	0	3881
NM_002354:19965:4	0	108
NM_002354:19965:5	0	237
NM_002354:19965:6	0	241
NM_002354:19965:7	0	1185
NM_002354:19965:8	0	66
NM_002354:19965:9	0	1714
NM_002354:19965:10	0	64
NM_002354:19965:11	0	1875
NM_002354:19965:12	0	102
NM_002354:19965:13	0	714
NM_002354:19965:14	0	201
NM_002354:19965:15	0	5196
NM_002354:19965:16	0	45
NM_002354:19965:17	0	1361
NM_002354:19965:18	0	42
NM_002354:19965:19	0	415
NM_002357:19962:1	0	290
NM_002357:19962:2	0	73
NM_002357:19962:3	0	717
NM_002357:19962:4	0	100
NM_002357:19962:5	0	5515
NM_002357:19962:6	0	30
NM_002357:19962:7	0	13585
NM_002357:19962:8	0	115
NM_002357:19962:9	0	1769
NM_002357:19962:10	0	160
NM_002357:19962:11	0	702
