Gblock_id	cds_len	transcript_len	num_CRC.41	num_CRC.42	num_NC.41	num_NC.42
NM_001352754:50249:14	0	3953	1	1	3	2
NM_001352754:50249:15	0	25	3	8	22	12
NM_001352754:50249:16	0	8425	0	0	0	1
NM_001352754:50249:17	0	158	13	25	36	46
NM_001352754:50249:18	0	4561	0	0	1	1
NM_001352754:50249:19	0	99	9	11	22	30
NM_001352754:50249:20	0	16544	50	139	23	59
NM_001352754:50249:21	0	35	1	2	7	12
NM_001352754:50249:22	0	2370	0	1	0	5
NM_001352754:50249:23	0	112	8	12	21	51
NM_001352754:50249:24	0	3203	0	2	2	5
NM_001352754:50249:25	0	93	5	11	33	39
NM_001352754:50249:26	0	8583	2	2	5	13
NM_001352754:50249:27	0	91	6	7	19	46
NM_001352754:50249:28	0	1882	1	0	1	2
NM_001352754:50249:29	0	124	10	19	43	102
NM_001352754:50249:30	0	3557	0	0	1	4
NM_001352754:50249:31	0	140	18	36	67	113
NM_001352754:50249:32	0	1606	0	8	6	6
NM_001352754:50249:33	0	77	8	13	32	69
NM_001352754:50249:34	0	3600	0	7	3	20
NM_001352754:50249:35	0	75	7	14	32	52
NM_001352754:50249:36	0	9219	1	4	10	15
NM_001352754:50249:37	0	91	12	24	46	89
NM_001352754:50249:38	0	4754	1	11	6	16
NM_001352754:50249:39	0	56	4	4	21	42
NM_001352754:50249:40	0	35538	4	16	5	22
NM_001352754:50249:41	0	105	8	16	39	101
NM_001352754:50249:42	0	13077	0	15	3	11
NM_001352754:50249:43	0	116	6	19	35	95
NM_001352754:50249:44	0	10707	1	8	11	46
NM_001352754:50249:45	0	137	4	0	15	14
NM_001352754:50249:46	0	4819	0	0	1	1
NM_001352754:50249:47	0	70	3	0	10	11
NM_001352754:50249:48	0	59	0	0	2	11
NM_001352754:50249:49	0	9069	0	1	5	18
NM_001352754:50249:50	0	173	4	1	19	21
NM_001352754:50249:51	0	1387	1	0	8	10
NM_001352754:50249:52	0	23	1	0	4	2
NM_001352754:50249:53	0	5303	50	69	416	520
NM_001352824:32521:1	0	117	12	6	3	1
NM_001352824:32521:2	0	437	3	2	2	1
NM_001352824:32521:3	0	384	87	61	46	36
NM_001352824:32521:4	0	428	2	2	0	0
NM_001352824:32521:5	0	5088	2	7	2	1
NM_001352824:32521:6	0	58	19	12	10	8
NM_001352824:32521:7	0	1344	0	1	0	0
NM_001352824:32521:8	0	140	35	53	26	17
NM_001352824:32521:9	0	1047	2	4	1	3
NM_001352824:32521:10	0	17	5	6	1	2
NM_001352824:32521:11	0	54	15	15	9	7
NM_001352824:32521:12	0	123	49	52	28	14
NM_001352824:32521:13	0	893	1	2	2	1
NM_001352824:32521:14	0	169	47	64	36	39
NM_001352824:32521:15	0	3987	132	37	97	78
NM_001352824:32521:16	0	1065	63	88	62	57
NM_001352824:32521:17	0	221	2	0	1	0
NM_001352824:32521:18	0	144	34	37	26	36
NM_001352824:32521:19	0	951	4	8	5	3
NM_001352824:32521:20	0	143	42	52	26	33
NM_001352824:32521:21	0	3242	77	75	34	50
NM_001352824:32521:22	0	116	7	13	5	5
NM_001352824:32521:23	0	298	4	2	2	3
NM_001352824:32521:24	0	698	93	126	31	65
NM_001352824:32521:25	0	106	11	14	7	8
NM_001352824:32521:26	0	166	64	70	26	43
NM_001352824:32521:27	0	11695	68	114	48	35
NM_001352824:32521:28	0	260	95	119	46	56
NM_001352824:32521:29	0	847	186	245	108	159
NM_001353494:18748:1	0	122	14	8	13	14
NM_001353494:18748:2	0	90	41	18	40	41
NM_001353494:18748:3	0	2290	4	6	11	10
NM_001353494:18748:4	0	54	41	18	26	27
NM_001353494:18748:5	0	1421	5	2	2	1
NM_001353494:18748:6	0	46	24	17	24	17
NM_001353494:18748:7	0	30	15	11	18	17
NM_001353494:18748:8	0	589	1	3	1	1
NM_001353494:18748:9	0	18	24	24	24	13
NM_001353494:18748:10	0	343	234	145	221	169
NM_001353494:18748:11	0	1195	753	492	742	820
NM_001353494:18748:12	0	167	4	5	3	3
NM_001353777:32080:1	0	334	4	6	5	9
NM_001353777:32080:2	0	1783	8	20	24	33
NM_001353777:32080:3	0	68	0	2	1	2
NM_001353777:32080:4	0	711	1	6	2	2
NM_001353777:32080:5	0	196	1	3	11	14
NM_001353777:32080:6	0	1482	2	10	2	7
NM_001353777:32080:7	0	70	3	1	5	8
NM_001353777:32080:8	0	72	0	3	4	1
NM_001353777:32080:9	0	2358	4	7	1	3
NM_001353777:32080:10	0	118	0	7	5	10
NM_001353777:32080:11	0	1720	0	0	6	6
NM_001353777:32080:12	0	99	0	6	6	11
NM_001353777:32080:13	0	535	0	0	0	3
NM_001353777:32080:14	0	293	5	17	10	45
NM_001353777:32080:15	0	292	0	0	1	3
NM_001353970:13852:1	0	30	2	0	0	1
NM_001353970:13852:2	0	74	7	3	1	2
NM_001353970:13852:3	0	334	10	8	3	1
NM_001353970:13852:4	0	106	8	6	5	5
NM_001353970:13852:5	0	1334	3	7	2	0
NM_001353970:13852:6	0	12	29	16	11	12
NM_001353970:13852:7	0	203	81	83	42	32
NM_001353970:13852:8	0	13753	15	17	33	12
NM_001353970:13852:9	0	76	35	50	24	12
NM_001353970:13852:10	0	148	4	9	4	3
NM_001353970:13852:11	0	130	0	0	0	1
NM_001353970:13852:12	0	96	66	55	40	23
NM_001353970:13852:13	0	2124	3	2	4	0
NM_001353970:13852:14	0	367	278	262	164	134
NM_001353970:13852:15	0	1609	7	15	6	6
NM_001353970:13852:16	0	125	72	96	26	68
NM_001353970:13852:17	0	888	8	6	1	3
NM_001353970:13852:18	0	138	113	108	39	68
NM_001353970:13852:19	0	8740	78	74	52	24
NM_001353970:13852:20	0	113	86	120	53	49
NM_001353970:13852:21	0	685	1	1	0	4
NM_001353970:13852:22	0	100	103	115	53	56
NM_001353970:13852:23	0	382	9	9	7	5
NM_001353970:13852:24	0	15	0	0	0	0
NM_001353970:13852:25	0	41	2	1	0	0
NM_001353970:13852:26	0	1613	6	7	4	3
NM_001353970:13852:27	0	102	77	115	48	59
NM_001353970:13852:28	0	4864	607	811	289	369
NM_001353970:13852:29	0	2974	8	8	2	9
NM_001354200:19122:1	0	179	25	1	5	2
NM_001354200:19122:2	0	70866	16	21	8	8
NM_001354200:19122:3	0	209	49	15	25	12
NM_001354200:19122:4	0	2097	0	0	0	0
NM_001354200:19122:5	0	40	13	5	11	2
NM_001354200:19122:6	0	171	41	14	28	5
NM_001354200:19122:7	0	11135	26	13	20	12
NM_001354200:19122:8	0	42	2	0	1	0
NM_001354200:19122:9	0	474	1	1	2	0
NM_001354200:19122:10	0	90	7	0	11	4
NM_001354200:19122:11	0	4736	2	2	4	0
NM_001354200:19122:12	0	115	42	7	20	9
NM_001354200:19122:13	0	1045	1	0	2	0
NM_001354200:19122:14	0	79	17	3	13	3
NM_001354200:19122:15	0	8985	9	5	9	4
NM_001354200:19122:16	0	60	13	1	14	4
NM_001354200:19122:17	0	83	0	0	1	0
NM_001354200:19122:18	0	141	34	12	29	8
NM_001354200:19122:19	0	3888	0	3	1	0
NM_001354200:19122:20	0	109	27	8	17	4
NM_001354200:19122:21	0	89	2	0	0	0
NM_001354200:19122:22	0	96	22	14	11	6
NM_001354200:19122:23	0	2434	2	0	0	0
NM_001354200:19122:24	0	38	19	5	15	1
NM_001354200:19122:25	0	83	2	1	3	0
NM_001354200:19122:26	0	51	10	4	17	2
NM_001354200:19122:27	0	106	0	0	0	0
NM_001354200:19122:28	0	227	95	26	52	25
NM_001354200:19122:29	0	2413	4	9	3	2
NM_001354200:19122:30	0	255	4	3	21	7
NM_001354200:19122:31	0	3588	3	2	4	0
NM_001354200:19122:32	0	149	44	15	25	11
NM_001354200:19122:33	0	6202	7	4	3	1
NM_001354200:19122:34	0	3	4	2	9	1
NM_001354200:19122:35	0	300	71	18	48	23
NM_001354200:19122:36	0	9237	3	1	0	0
NM_001354200:19122:37	0	124	48	17	43	9
NM_001354200:19122:38	0	13938	6	7	2	1
NM_001354200:19122:39	0	155	40	28	35	14
NM_001354200:19122:40	0	4686	2	2	0	2
NM_001354200:19122:41	0	152	48	24	22	14
NM_001354200:19122:42	0	29108	23	48	11	3
NM_001354200:19122:43	0	104	36	10	22	12
NM_001354200:19122:44	0	522	1	0	0	0
NM_001354200:19122:45	0	173	49	27	29	14
NM_001354200:19122:46	0	5318	3	5	2	2
NM_001354200:19122:47	0	145	54	33	36	19
NM_001354200:19122:48	0	6229	14	29	13	11
NM_001354200:19122:49	0	83	29	16	24	13
NM_001354200:19122:50	0	462	3	2	2	3
NM_001354200:19122:51	0	85	36	25	21	4
NM_001354200:19122:52	0	1383	6	2	2	1
NM_001354200:19122:53	0	356	133	89	78	65
NM_001354200:19122:54	0	978	365	405	211	213
NM_001354212:12087:1	0	17	0	0	0	0
NM_001354212:12087:2	0	96	1	0	0	0
NM_001354212:12087:3	0	316	13	18	42	21
NM_001354212:12087:4	0	844	3	11	4	2
NM_001354212:12087:5	0	295	48	110	178	71
NM_001354212:12087:6	0	104	21	40	75	37
NM_001354212:12087:7	0	8005	3	17	15	4
NM_001354212:12087:8	0	32094	9	39	2	4
NM_001354212:12087:9	0	58	10	17	30	10
NM_001354212:12087:10	0	16813	1	2	1	2
NM_001354212:12087:11	0	96	21	33	67	23
NM_001354212:12087:12	0	6977	0	1	0	2
NM_001354212:12087:13	0	54	6	25	36	23
NM_001354212:12087:14	0	54694	8	17	9	13
NM_001354212:12087:15	0	182	40	79	122	45
NM_001354212:12087:16	0	4750	3	15	6	4
NM_001354212:12087:17	0	140	37	56	91	52
NM_001354212:12087:18	0	27247	15	30	19	17
NM_001354212:12087:19	0	105	0	0	2	0
NM_001354212:12087:20	0	658	0	0	0	0
NM_001354212:12087:21	0	123	26	51	90	25
NM_001354212:12087:22	0	5439	0	1	3	1
NM_001354212:12087:23	0	241	48	104	172	75
NM_001354212:12087:24	0	9374	6	13	3	2
NM_001354212:12087:25	0	187	47	92	144	55
NM_001354212:12087:26	0	68185	29	96	44	42
NM_001354212:12087:27	0	179	47	99	146	58
NM_001354212:12087:28	0	905	0	2	3	1
NM_001354212:12087:29	0	49	10	25	21	12
NM_001354212:12087:30	0	4409	3	13	10	3
NM_001354212:12087:31	0	57	11	23	31	24
NM_001354212:12087:32	0	846	175	471	616	322
NM_001354212:12087:33	0	6354	6	40	20	10
NM_001354212:12087:34	0	144	46	106	115	74
NM_001354212:12087:35	0	23527	11	45	39	25
NM_001354212:12087:36	0	3	4	31	23	12
NM_001354212:12087:37	0	145	25	82	86	48
NM_001354212:12087:38	0	8595	8	24	14	12
NM_001354212:12087:39	0	108	22	96	67	26
NM_001354212:12087:40	0	2677	5	14	8	6
NM_001354212:12087:41	0	125	38	117	98	82
NM_001354212:12087:42	0	2689	2	7	7	6
NM_001354212:12087:43	0	139	54	194	158	115
NM_001354212:12087:44	0	202	0	5	3	0
NM_001354212:12087:45	0	107	36	151	109	84
NM_001354212:12087:46	0	2665	0	14	5	1
NM_001354212:12087:47	0	124	35	146	84	67
NM_001354212:12087:48	0	40768	17	38	12	30
NM_001354212:12087:49	0	100	20	159	85	83
NM_001354212:12087:50	0	1108	3	7	8	0
NM_001354212:12087:51	0	74	25	94	69	66
NM_001354212:12087:52	0	6249	33	128	111	61
NM_001354212:12087:53	0	115	39	137	99	87
NM_001354212:12087:54	0	229	0	9	7	2
NM_001354212:12087:55	0	91	34	127	81	97
NM_001354212:12087:56	0	986	236	1287	761	860
NM_001354417:10207:1	0	172	3	2	6	3
NM_001354417:10207:2	0	462	0	1	0	2
NM_001354417:10207:3	0	687	4	2	3	0
NM_001354417:10207:4	0	4	1	5	7	3
NM_001354417:10207:5	0	53	2	4	9	7
NM_001354417:10207:6	0	107	0	0	0	0
NM_001354417:10207:7	0	4201	0	1	1	1
NM_001354417:10207:8	0	30	10	2	14	13
NM_001354417:10207:9	0	1208	5	6	3	4
NM_001354417:10207:10	0	80	9	12	11	11
NM_001354417:10207:11	0	818	1	10	4	7
NM_001354417:10207:12	0	80	11	7	15	12
NM_001354417:10207:13	0	5763	26	35	45	32
NM_001354417:10207:14	0	112	4	2	7	1
NM_001354417:10207:15	0	347	3	2	3	4
NM_001354417:10207:16	0	3	15	6	9	9
NM_001354417:10207:17	0	95	2	3	3	2
NM_001354417:10207:18	0	30	0	0	0	0
NM_001354417:10207:19	0	300	0	1	1	0
NM_001354417:10207:20	0	84	10	11	24	6
NM_001354417:10207:21	0	166	0	0	0	0
NM_001354417:10207:22	0	78	3	12	16	8
NM_001354417:10207:23	0	37	2	2	5	1
NM_001354417:10207:24	0	1044	23	70	50	50
NM_001354417:10207:25	0	6	0	1	2	0
NM_001354417:10207:26	0	203	3	10	1	5
NM_001354587:13591:1	0	587	4	5	4	2
NM_001354587:13591:2	0	197	5	10	6	4
NM_001354587:13591:3	0	4127	0	2	0	0
NM_001354587:13591:4	0	115	2	6	3	1
NM_001354587:13591:5	0	165	0	0	0	0
NM_001354587:13591:6	0	174	7	11	9	3
NM_001354587:13591:7	0	4369	0	0	0	0
NM_001354587:13591:8	0	107	1	1	1	0
NM_001354587:13591:9	0	1466	0	1	0	0
NM_001354587:13591:10	0	138	0	0	3	0
NM_001354587:13591:11	0	2469	0	2	2	0
NM_001354587:13591:12	0	68	0	0	0	0
NM_001354587:13591:13	0	15505	0	1	0	1
NM_001354587:13591:14	0	29	0	2	4	0
NM_001354587:13591:15	0	94	0	0	0	0
NM_001354587:13591:16	0	73	3	6	2	1
NM_001354587:13591:17	0	1682	0	0	0	0
NM_001354587:13591:18	0	29	2	0	0	2
NM_001354587:13591:19	0	93	0	0	0	0
NM_001354587:13591:20	0	73	1	3	5	4
NM_001354587:13591:21	0	1773	0	0	0	0
NM_001354587:13591:22	0	31	1	2	0	2
NM_001354587:13591:23	0	2778	0	0	0	0
NM_001354587:13591:24	0	67	3	5	2	0
NM_001354587:13591:25	0	2517	1	2	0	0
NM_001354587:13591:26	0	61	2	2	1	1
NM_001354587:13591:27	0	564	0	1	0	0
NM_001354587:13591:28	0	31	1	3	4	1
NM_001354587:13591:29	0	2140	0	0	0	0
NM_001354587:13591:30	0	67	1	4	5	0
NM_001354587:13591:31	0	3365	1	0	0	0
NM_001354587:13591:32	0	61	2	7	5	0
NM_001354587:13591:33	0	420	0	2	1	0
NM_001354587:13591:34	0	68	0	3	5	1
NM_001354587:13591:35	0	3443	1	1	0	1
NM_001354587:13591:36	0	40	1	3	4	1
NM_001354587:13591:37	0	2144	1	6	1	1
NM_001354587:13591:38	0	29	3	4	5	0
NM_001354587:13591:39	0	85	0	0	0	0
NM_001354587:13591:40	0	73	1	2	0	0
NM_001354587:13591:41	0	3107	2	28	12	6
NM_001354587:13591:42	0	29	1	3	2	0
NM_001354587:13591:43	0	89	0	0	0	0
NM_001354587:13591:44	0	73	0	3	0	0
NM_001354587:13591:45	0	11970	1	0	0	0
NM_001354587:13591:46	0	29	0	0	0	0
NM_001354587:13591:47	0	94	0	0	0	0
NM_001354587:13591:48	0	73	4	1	2	2
NM_001354587:13591:49	0	1664	0	1	0	0
NM_001354587:13591:50	0	29	0	0	0	0
NM_001354587:13591:51	0	94	0	0	0	0
NM_001354587:13591:52	0	73	1	4	5	1
NM_001354587:13591:53	0	1665	0	0	0	0
NM_001354587:13591:54	0	29	0	0	0	2
NM_001354587:13591:55	0	94	0	0	0	0
NM_001354587:13591:56	0	73	0	0	4	0
NM_001354587:13591:57	0	1661	0	2	0	0
NM_001354587:13591:58	0	29	2	1	0	0
NM_001354587:13591:59	0	93	0	0	0	0
NM_001354587:13591:60	0	73	0	1	1	1
NM_001354587:13591:61	0	1687	0	0	0	0
NM_001354587:13591:62	0	29	1	2	2	1
NM_001354587:13591:63	0	102	0	0	0	0
NM_001354587:13591:64	0	73	4	2	5	3
NM_001354587:13591:65	0	1685	0	0	0	0
NM_001354587:13591:66	0	29	0	3	0	0
NM_001354587:13591:67	0	102	0	0	0	0
NM_001354587:13591:68	0	73	1	1	2	0
NM_001354587:13591:69	0	1687	0	0	0	0
NM_001354587:13591:70	0	29	0	0	0	0
NM_001354587:13591:71	0	102	0	0	0	0
NM_001354587:13591:72	0	73	1	1	1	0
NM_001354587:13591:73	0	1676	0	0	0	0
NM_001354587:13591:74	0	29	0	0	0	0
NM_001354587:13591:75	0	94	0	0	0	0
NM_001354587:13591:76	0	73	2	1	3	1
NM_001354587:13591:77	0	1672	0	0	0	0
NM_001354587:13591:78	0	29	0	0	0	0
NM_001354587:13591:79	0	90	0	0	0	0
NM_001354587:13591:80	0	73	7	1	8	1
NM_001354587:13591:81	0	1675	0	0	1	0
NM_001354587:13591:82	0	29	1	0	1	0
NM_001354587:13591:83	0	94	0	0	0	0
NM_001354587:13591:84	0	73	3	5	2	1
NM_001354587:13591:85	0	1674	0	0	0	0
NM_001354587:13591:86	0	29	0	0	0	0
NM_001354587:13591:87	0	94	0	0	0	0
NM_001354587:13591:88	0	73	0	1	1	0
NM_001354587:13591:89	0	1675	3	0	1	0
NM_001354587:13591:90	0	29	0	3	3	0
NM_001354587:13591:91	0	90	0	0	0	0
NM_001354587:13591:92	0	73	3	5	2	1
NM_001354587:13591:93	0	1676	1	0	0	0
NM_001354587:13591:94	0	29	0	1	2	0
NM_001354587:13591:95	0	90	0	0	0	0
NM_001354587:13591:96	0	73	0	2	4	1
NM_001354587:13591:97	0	1674	0	1	0	0
NM_001354587:13591:98	0	29	0	0	0	0
NM_001354587:13591:99	0	94	0	0	0	0
NM_001354587:13591:100	0	73	5	7	10	1
NM_001354587:13591:101	0	1676	1	0	0	0
NM_001354587:13591:102	0	29	0	2	1	0
NM_001354587:13591:103	0	94	0	0	0	0
NM_001354587:13591:104	0	73	2	3	5	4
NM_001354587:13591:105	0	1675	0	2	0	0
NM_001354587:13591:106	0	29	0	0	0	0
NM_001354587:13591:107	0	94	0	0	0	0
NM_001354587:13591:108	0	73	1	0	4	0
NM_001354587:13591:109	0	1674	0	5	1	1
NM_001354587:13591:110	0	29	2	2	3	0
NM_001354587:13591:111	0	90	0	1	0	0
NM_001354587:13591:112	0	73	0	0	1	0
NM_001354587:13591:113	0	1673	1	7	1	2
NM_001354587:13591:114	0	29	3	2	1	0
NM_001354587:13591:115	0	94	0	0	0	0
NM_001354587:13591:116	0	73	6	7	6	1
NM_001354587:13591:117	0	1677	1	5	3	1
NM_001354587:13591:118	0	29	3	1	2	0
NM_001354587:13591:119	0	94	0	0	0	0
NM_001354587:13591:120	0	73	2	4	4	5
NM_001354587:13591:121	0	1686	0	0	0	0
NM_001354587:13591:122	0	29	7	6	3	3
NM_001354587:13591:123	0	95	0	0	0	0
NM_001354587:13591:124	0	73	0	2	2	0
NM_001354587:13591:125	0	1679	0	3	0	0
NM_001354587:13591:126	0	29	4	4	2	1
NM_001354587:13591:127	0	94	0	0	0	0
NM_001354587:13591:128	0	73	3	4	7	0
NM_001354587:13591:129	0	1677	0	1	2	0
NM_001354587:13591:130	0	29	2	4	14	3
NM_001354587:13591:131	0	95	0	0	0	0
NM_001354587:13591:132	0	73	3	2	4	0
NM_001354587:13591:133	0	5559	1	0	0	0
NM_001354587:13591:134	0	3	3	3	3	1
NM_001354587:13591:135	0	71	3	2	3	1
NM_001354587:13591:136	0	8850	0	0	1	0
NM_001354587:13591:137	0	142	2	4	8	0
NM_001354587:13591:138	0	7394	3	1	0	1
NM_001354587:13591:139	0	214	4	1	6	0
NM_001354587:13591:140	0	2366	0	0	0	0
NM_001354587:13591:141	0	184	11	24	14	3
NM_001354587:13591:142	0	1127	0	0	0	0
NM_001354587:13591:143	0	915	16	14	10	3
NM_001354587:13591:144	0	1404	0	1	0	0
NM_001354587:13591:145	0	153	8	14	8	6
NM_001354587:13591:146	0	1515	5	0	2	0
NM_001354587:13591:147	0	71	3	2	10	1
NM_001354587:13591:148	0	337	0	0	0	0
NM_001354587:13591:149	0	94	1	1	3	7
NM_001354587:13591:150	0	498	0	0	0	0
NM_001354587:13591:151	0	24	6	5	5	4
NM_001354587:13591:152	0	6	0	0	0	0
NM_001354587:13591:153	0	600	0	0	0	0
NM_001354587:13591:154	0	13555	2	3	1	0
NM_001354587:13591:155	0	192	3	5	4	3
NM_001354871:25060:1	0	131	1	1	4	2
NM_001354871:25060:2	0	431	21	6	9	2
NM_001354871:25060:3	0	1720	4	0	1	0
NM_001354871:25060:4	0	111	13	1	7	2
NM_001354871:25060:5	0	1244	3	4	3	2
NM_001354871:25060:6	0	148	17	5	11	3
NM_001354871:25060:7	0	118	0	0	0	0
NM_001354871:25060:8	0	112	27	6	16	2
NM_001354871:25060:9	0	1724	0	0	0	0
NM_001354871:25060:10	0	138	15	4	4	3
NM_001354871:25060:11	0	34113	39	25	24	7
NM_001354871:25060:12	0	232	28	15	14	3
NM_001354871:25060:13	0	11184	199	137	172	55
NM_001354871:25060:14	0	120	3	0	3	1
NM_001354871:25060:15	0	16680	4	1	5	3
NM_001354871:25060:16	0	198	5	2	9	2
NM_001354871:25060:17	0	678	1	0	0	0
NM_001354871:25060:18	0	49	0	1	0	0
NM_001354871:25060:19	0	28	4	0	1	2
NM_001354871:25060:20	0	15033	17	6	8	7
NM_001354871:25060:21	0	584	1	0	0	1
NM_001354871:25060:22	0	202	0	0	0	0
NM_001378:33631:1	0	219	54	74	40	18
NM_001378:33631:2	0	2519	45	40	78	62
NM_001378:33631:3	0	9	33	16	9	7
NM_001378:33631:4	0	108	59	25	69	55
NM_001378:33631:5	0	2513	0	0	0	1
NM_001378:33631:6	0	118	123	71	108	77
NM_001378:33631:7	0	13652	4	1	89	49
NM_001378:33631:8	0	18	0	0	1	1
NM_001378:33631:9	0	722	0	0	8	15
NM_001378:33631:10	0	91	8	3	5	4
NM_001378:33631:11	0	5389	14	6	3	1
NM_001378:33631:12	0	60	8	3	0	0
NM_001378:33631:13	0	2501	6	13	3	0
NM_001378:33631:14	0	116	9	3	7	1
NM_001378:33631:15	0	10174	23	46	12	15
NM_001378:33631:16	0	96	161	109	149	100
NM_001378:33631:17	0	205	0	0	0	0
NM_001378:33631:18	0	163	128	109	156	82
NM_001378:33631:19	0	112	6	2	1	1
NM_001378:33631:20	0	100	122	91	109	98
NM_001378:33631:21	0	497	4	15	0	1
NM_001378:33631:22	0	126	16	17	32	15
NM_001378:33631:23	0	904	2	4	0	1
NM_001378:33631:24	0	147	67	56	66	54
NM_001378:33631:25	0	337	1	6	0	0
NM_001378:33631:26	0	114	72	79	64	53
NM_001378:33631:27	0	298	0	2	1	1
NM_001378:33631:28	0	134	6	9	9	14
NM_001378:33631:29	0	858	7	11	4	4
NM_001378:33631:30	0	145	182	178	169	135
NM_001378:33631:31	0	14195	16	8	13	15
NM_001378:33631:32	0	141	83	100	86	93
NM_001378:33631:33	0	1612	0	0	2	0
NM_001378:33631:34	0	126	117	159	124	145
NM_001378:33631:35	0	1848	2	7	4	10
NM_001378:33631:36	0	3	29	38	17	24
NM_001378:33631:37	0	111	94	131	106	123
NM_001378:33631:38	0	2269	178	314	179	212
NM_001430:41219:1	0	510	158	20	110	35
NM_001430:41219:2	0	26	17	1	11	2
NM_001430:41219:3	0	48935	50	13	24	7
NM_001430:41219:4	0	191	173	44	101	11
NM_001430:41219:5	0	9087	5	3	6	0
NM_001430:41219:6	0	152	130	26	76	14
NM_001430:41219:7	0	421	2	0	1	1
NM_001430:41219:8	0	85	68	8	44	6
NM_001430:41219:9	0	3829	6	1	8	3
NM_001430:41219:10	0	119	69	20	52	7
NM_001430:41219:11	0	128	3	1	4	0
NM_001430:41219:12	0	206	150	48	115	19
NM_001430:41219:13	0	8736	2	2	3	0
NM_001430:41219:14	0	107	79	15	51	9
NM_001430:41219:15	0	5756	21	7	25	0
NM_001430:41219:16	0	148	129	34	70	19
NM_001430:41219:17	0	701	2	1	2	0
NM_001430:41219:18	0	215	184	48	113	25
NM_001430:41219:19	0	1140	7	3	4	0
NM_001430:41219:20	0	194	158	47	69	22
NM_001430:41219:21	0	569	6	1	2	1
NM_001430:41219:22	0	111	79	33	45	15
NM_001430:41219:23	0	1459	8	4	1	0
NM_001430:41219:24	0	491	496	129	275	91
NM_001430:41219:25	0	878	15	2	15	3
NM_001430:41219:26	0	127	105	31	47	15
NM_001430:41219:27	0	252	4	2	11	2
NM_001430:41219:28	0	115	124	43	76	25
NM_001430:41219:29	0	335	3	2	0	0
NM_001430:41219:30	0	174	155	59	114	34
NM_001430:41219:31	0	1910	12	2	8	9
NM_001430:41219:32	0	152	144	46	86	26
NM_001430:41219:33	0	2043	1929	1341	1416	835
NM_001508:17324:1	0	469	39	23	0	1
NM_001508:17324:2	0	856	163	143	2	3
NM_001508:17324:3	0	227202	55	40	15	4
NM_001508:17324:4	0	506	113	140	18	6
NM_001508:17324:5	0	990	236	430	26	4
NM_001615:34340:1	0	86	1	3	246	348
NM_001615:34340:2	0	8224	3	1	841	514
NM_001615:34340:3	0	36	20	1	3121	5143
NM_001615:34340:4	0	126	35	26	8373	12746
NM_001615:34340:5	0	922	2	0	508	385
NM_001615:34340:6	0	129	41	30	12749	17638
NM_001615:34340:7	0	6184	8	3	2583	2072
NM_001615:34340:8	0	111	49	24	11152	16030
NM_001615:34340:9	0	271	4	0	667	775
NM_001615:34340:10	0	85	40	22	8374	13990
NM_001615:34340:11	0	4345	3	2	1074	1181
NM_001615:34340:12	0	162	75	48	16420	27955
NM_001615:34340:13	0	1033	1	0	461	586
NM_001615:34340:14	0	192	67	70	20267	35052
NM_001615:34340:15	0	1712	1	0	602	613
NM_001615:34340:16	0	182	105	111	22818	46696
NM_001615:34340:17	0	2666	9	10	3074	5127
NM_001615:34340:18	0	144	64	69	13490	33410
NM_001615:34340:19	0	78	25	28	5087	12714
NM_001809:19062:1	0	183	22	6	1	0
NM_001809:19062:2	0	100	14	20	0	0
NM_001809:19062:3	0	5834	7	4	0	0
NM_001809:19062:4	0	110	43	29	1	0
NM_001809:19062:5	0	515	7	5	0	0
NM_001809:19062:6	0	78	30	28	0	0
NM_001809:19062:7	0	311	8	7	0	0
NM_001809:19062:8	0	135	51	81	2	0
NM_001809:19062:9	0	47	22	25	0	0
NM_001809:19062:10	0	485	1	0	0	0
NM_001809:19062:11	0	776	255	403	5	0
NM_001862:35823:1	0	29	4	5	0	2
NM_001862:35823:2	0	103	1464	983	547	1042
NM_001862:35823:3	0	877	41	39	21	42
NM_001862:35823:4	0	74	1157	833	449	857
NM_001862:35823:5	0	203	83	64	39	64
NM_001862:35823:6	0	100	1497	1148	660	1142
NM_001862:35823:7	0	552	26	26	11	29
NM_001862:35823:8	0	113	1191	1070	666	1087
NM_001862:35823:9	0	86	576	463	289	556
NM_001927:14527:1	0	86	3	5	1473	4811
NM_001927:14527:2	0	578	48	36	20397	53328
NM_001927:14527:3	0	1054	1	3	355	766
NM_001927:14527:4	0	61	1	11	2352	5660
NM_001927:14527:5	0	95	0	0	212	642
NM_001927:14527:6	0	96	6	18	6214	14769
NM_001927:14527:7	0	148	1	0	238	470
NM_001927:14527:8	0	162	16	33	15090	33980
NM_001927:14527:9	0	171	1	3	354	864
NM_001927:14527:10	0	126	26	34	13634	32748
NM_001927:14527:11	0	386	1	0	492	1012
NM_001927:14527:12	0	221	37	60	19874	54606
NM_001927:14527:13	0	2216	1	1	1025	2154
NM_001927:14527:14	0	44	6	9	3626	9651
NM_001927:14527:15	0	1842	3	6	2711	5265
NM_001927:14527:16	0	83	21	21	8064	23785
NM_001927:14527:17	0	203	2	2	445	1570
NM_001927:14527:18	0	42	11	15	3932	11802
NM_001927:14527:19	0	749	154	232	61693	247434
NM_002081:58069:1	0	221	1	0	6	8
NM_002081:58069:2	0	166	12	0	22	31
NM_002081:58069:3	0	22945	6	19	40	19
NM_002081:58069:4	0	159	14	4	50	43
NM_002081:58069:5	0	3002	0	2	3	1
