readType	refseqid	row	juncpos5	juncpos3	num_NC.41	num_CRC.41	num_NC.42	num_CRC.42	gene_symbol	gene_id	contig	strand	gene_desc
CDS	NM_001306129	14519	216256355	216253024	100	0	66	9	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216257654	216256537	52	2	26	1	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216259251	216256537	49	1	19	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216259251	216257926	35	0	14	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216261860	216259442	65	0	21	4	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216262403	216261946	98	1	35	2	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216263980	216262571	125	1	65	5	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216269112	216264074	105	3	44	4	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216270961	216269378	124	2	38	4	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216271850	216271227	2	0	0	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216271850	216271233	76	1	20	1	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216272831	216272044	116	3	32	1	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216273021	216272920	79	3	24	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216274286	216273134	1	0	0	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216274286	216273149	134	4	40	2	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216274657	216274462	178	4	46	2	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216279560	216274837	107	1	18	1	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216283965	216279681	79	3	21	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216285396	216284108	195	1	40	3	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216286814	216285524	74	1	23	1	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216288073	216286966	125	3	30	2	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216288869	216288249	131	3	41	4	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216289817	216289048	154	2	28	2	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216292903	216290008	92	1	21	1	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216295438	216293061	130	0	32	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216296556	216295575	57	1	18	2	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216298047	216296687	113	3	38	2	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216299419	216298184	46	3	17	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001306129	14519	216300378	216299547	123	4	31	0	FN1	2335	chr2	-	fibronectin 1
CDS	NM_001308021	62391	208486530	208446670	0	2	0	0	METTL21A	151194	chr2	-	methyltransferase like 21A
CDS	NM_001308021	62391	208488953	208486641	6	3	6	2	METTL21A	151194	chr2	-	methyltransferase like 21A
CDS	NM_001308353	38891	238768370	238820170	0	0	3	0	RAMP1	10267	chr2	+	receptor activity modifying protein 1
CDS	NM_001308353	38891	238768646	238820170	1	0	0	0	RAMP1	10267	chr2	+	receptor activity modifying protein 1
CDS	NM_001308353	38891	238786004	238820170	154	0	399	0	RAMP1	10267	chr2	+	receptor activity modifying protein 1
CDS	NM_001308353	38891	238786750	238820170	1	0	2	0	RAMP1	10267	chr2	+	receptor activity modifying protein 1
CDS	NM_001308353	38891	238795665	238820170	0	0	1	0	RAMP1	10267	chr2	+	receptor activity modifying protein 1
CDS	NM_001308353	38891	238813475	238820170	0	0	1	0	RAMP1	10267	chr2	+	receptor activity modifying protein 1
CDS	NM_001308395	51141	233527659	233537019	3	0	2	1	EFHD1	80303	chr2	+	EF-hand domain family member D1
CDS	NM_001308395	51141	233537153	233546295	6	3	2	0	EFHD1	80303	chr2	+	EF-hand domain family member D1
CDS	NM_001310154	50360	96519457	96517535	0	1	0	0	ANKRD36C	400986	chr2	-	ankyrin repeat domain 36C
CDS	NM_001310154	50360	96551796	96550116	0	0	0	2	ANKRD36C	400986	chr2	-	ankyrin repeat domain 36C
CDS	NM_001310154	50360	96570509	96568829	0	1	0	0	ANKRD36C	400986	chr2	-	ankyrin repeat domain 36C
CDS	NM_001310154	50360	96581728	96580051	3	0	0	0	ANKRD36C	400986	chr2	-	ankyrin repeat domain 36C
CDS	NM_001310154	50360	96594820	96591295	0	1	0	0	ANKRD36C	400986	chr2	-	ankyrin repeat domain 36C
CDS	NM_001310154	50360	96646396	96643937	0	1	0	0	ANKRD36C	400986	chr2	-	ankyrin repeat domain 36C
CDS	NM_001310154	50360	96652499	96648110	0	1	0	0	ANKRD36C	400986	chr2	-	ankyrin repeat domain 36C
CDS	NM_001313903	13925	178097120	178096736	22	42	11	15	NFE2L2	4780	chr2	-	nuclear factor, erythroid 2 like 2
CDS	NM_001313903	13925	178097978	178097311	28	54	23	20	NFE2L2	4780	chr2	-	nuclear factor, erythroid 2 like 2
CDS	NM_001313903	13925	178098733	178098067	49	56	23	26	NFE2L2	4780	chr2	-	nuclear factor, erythroid 2 like 2
CDS	NM_001313903	13925	178128131	178098999	12	6	13	2	NFE2L2	4780	chr2	-	nuclear factor, erythroid 2 like 2
CDS	NM_001313903	13925	178129260	178098999	29	35	5	9	NFE2L2	4780	chr2	-	nuclear factor, erythroid 2 like 2
CDS	NM_001313903	13925	178175728	178098999	1	0	0	0	NFE2L2	4780	chr2	-	nuclear factor, erythroid 2 like 2
CDS	NM_001316306	3319	173330391	173333853	0	1	0	0	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173332288	173333853	4	110	1	6	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173335833	173338783	4	123	0	5	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173338993	173339657	5	66	0	5	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173339850	173340325	4	130	1	4	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173340413	173341123	2	91	0	8	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173341241	173344369	8	122	1	15	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173344467	173344718	5	89	1	8	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173344779	173349510	11	167	2	16	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173349670	173349849	5	146	2	7	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173349992	173351751	5	126	1	16	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173351866	173351992	4	110	0	8	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173352181	173352275	1	75	0	8	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173352358	173352456	6	80	0	9	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173352526	173352689	0	1	0	0	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173352535	173352689	10	174	0	19	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173352766	173352854	4	136	0	17	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173352956	173354213	3	96	0	14	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173352956	173355752	0	8	0	2	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173354341	173355752	0	8	0	1	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173354386	173355752	12	182	2	41	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173355850	173355949	4	157	0	13	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173356059	173356153	4	132	2	13	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173356251	173362703	9	132	2	7	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316306	3319	173362828	173366500	5	38	0	3	ITGA6	3655	chr2	+	integrin subunit alpha 6
CDS	NM_001316349	41609	137639887	137813990	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	137814800	137852443	2	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	137872863	137917783	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	137917938	137928311	3	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	137988805	137990469	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	137990703	138000027	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138000142	138030103	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138033596	138163183	4	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138320924	138329976	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138373886	138375962	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138376077	138378179	2	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138400203	138413071	2	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138413230	138414366	2	0	1	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138414539	138414635	2	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138417316	138420953	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316349	41609	138425431	138434094	1	0	0	0	THSD7B	80731	chr2	+	thrombospondin type 1 domain containing 7B
CDS	NM_001316362	21725	179307994	179301046	0	0	0	1	PRKRA	8575	chr2	-	protein activator of interferon induced protein kinase EIF2AK2
CDS	NM_001316362	21725	179308017	179301046	1	0	0	0	PRKRA	8575	chr2	-	protein activator of interferon induced protein kinase EIF2AK2
CDS	NM_001317002	57923	149987467	150017278	0	3	0	0	LYPD6B	130576	chr2	+	LY6/PLAUR domain containing 6B
CDS	NM_001317002	57923	149987467	150061767	0	1	0	0	LYPD6B	130576	chr2	+	LY6/PLAUR domain containing 6B
CDS	NM_001317002	57923	150017349	150061767	0	2	0	0	LYPD6B	130576	chr2	+	LY6/PLAUR domain containing 6B
CDS	NM_001317002	57923	150061918	150064828	1	6	0	0	LYPD6B	130576	chr2	+	LY6/PLAUR domain containing 6B
CDS	NM_001317002	57923	150064926	150069506	0	10	0	0	LYPD6B	130576	chr2	+	LY6/PLAUR domain containing 6B
CDS	NM_001317002	57923	150069636	150071060	0	13	0	0	LYPD6B	130576	chr2	+	LY6/PLAUR domain containing 6B
CDS	NM_001317165	28950	70518413	70516504	0	1	0	0	SNRPG	6637	chr2	-	small nuclear ribonucleoprotein polypeptide G
CDS	NM_001317165	28950	70519807	70516504	1	0	0	0	SNRPG	6637	chr2	-	small nuclear ribonucleoprotein polypeptide G
CDS	NM_001317165	28950	70520750	70515324	2	8	3	7	SNRPG	6637	chr2	-	small nuclear ribonucleoprotein polypeptide G
CDS	NM_001317992	38649	99763956	99766946	0	5	0	4	C2orf15	150590	chr2	+	chromosome 2 open reading frame 15
CDS	NM_001318005	13473	95818419	95816012	11	2	0	0	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318005	13473	95818878	95818514	0	3	0	0	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318005	13473	95823096	95819004	5	1	1	0	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318005	13473	95824605	95823184	1	0	0	0	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318005	13473	95824710	95823184	0	1	0	0	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318005	13473	95824985	95823184	3	2	0	0	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318005	13473	95830776	95823184	0	0	0	2	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318005	13473	95830891	95823184	0	1	0	0	ZNF514	84874	chr2	-	zinc finger protein 514
CDS	NM_001318862	36861	74154179	74184252	0	1	1	1	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74154179	74185273	2	1	1	7	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74174015	74177712	1	0	0	0	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74174015	74185273	0	3	3	3	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74174033	74177712	6	5	5	19	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74174033	74184252	0	3	0	1	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74174033	74185273	15	17	19	36	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74177859	74184252	8	14	5	24	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74177859	74185273	1	1	6	7	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74184367	74185273	6	12	15	48	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318862	36861	74185372	74185837	26	29	27	75	DGUOK	1716	chr2	+	deoxyguanosine kinase
CDS	NM_001318914	59622	113885317	113887153	3	0	0	0	IL1RN	3557	chr2	+	interleukin 1 receptor antagonist
CDS	NM_001318914	59622	113887241	113888622	0	2	0	0	IL1RN	3557	chr2	+	interleukin 1 receptor antagonist
CDS	NM_001318914	59622	113888734	113890233	1	1	0	1	IL1RN	3557	chr2	+	interleukin 1 receptor antagonist
CDS	NM_001318950	41927	27481621	27481175	1	0	0	0	SLC30A3	7781	chr2	-	solute carrier family 30 member 3
CDS	NM_001318967	28973	27587585	27587466	10	5	13	5	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27589626	27587765	12	14	30	21	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27589941	27589803	6	8	18	7	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27590037	27589803	1	0	0	0	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27590324	27590068	8	11	17	6	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27590613	27590426	15	14	16	9	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27590892	27590689	15	9	10	5	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27591239	27590980	5	1	4	0	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27591239	27591006	22	11	27	3	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27591521	27590980	0	0	1	1	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27591521	27591330	12	7	8	7	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27591873	27591600	9	3	13	3	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27591943	27591600	1	0	0	0	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318967	28973	27592281	27592076	5	1	2	7	EIF2B4	8890	chr2	-	eukaryotic translation initiation factor 2B subunit delta
CDS	NM_001318976	19624	10022934	10044988	5	7	5	9	TAF1B	9014	chr2	+	TATA-box binding protein associated factor, RNA polymerase I subunit B
CDS	NM_001318976	19624	10045135	10050865	2	3	5	16	TAF1B	9014	chr2	+	TATA-box binding protein associated factor, RNA polymerase I subunit B
CDS	NM_001318976	19624	10051042	10051640	3	3	2	6	TAF1B	9014	chr2	+	TATA-box binding protein associated factor, RNA polymerase I subunit B
CDS	NM_001318976	19624	10051686	10053288	6	7	4	11	TAF1B	9014	chr2	+	TATA-box binding protein associated factor, RNA polymerase I subunit B
CDS	NM_001318976	19624	10053378	10059170	8	8	6	14	TAF1B	9014	chr2	+	TATA-box binding protein associated factor, RNA polymerase I subunit B
CDS	NM_001318976	19624	10059240	10059727	5	8	2	9	TAF1B	9014	chr2	+	TATA-box binding protein associated factor, RNA polymerase I subunit B
CDS	NM_001318976	19624	10059949	10073912	5	5	3	11	TAF1B	9014	chr2	+	TATA-box binding protein associated factor, RNA polymerase I subunit B
CDS	NM_001319036	49525	42580352	42578495	0	1	0	1	COX7A2L	9167	chr2	-	cytochrome c oxidase subunit 7A2 like
CDS	NM_001319036	49525	42580352	42578499	27	50	32	24	COX7A2L	9167	chr2	-	cytochrome c oxidase subunit 7A2 like
CDS	NM_001319036	49525	42588230	42580483	32	75	48	27	COX7A2L	9167	chr2	-	cytochrome c oxidase subunit 7A2 like
CDS	NM_001319036	49525	42596008	42580483	2	0	0	0	COX7A2L	9167	chr2	-	cytochrome c oxidase subunit 7A2 like
CDS	NM_001319101	17585	65283662	65298588	1	0	0	0	CEP68	23177	chr2	+	centrosomal protein 68
CDS	NM_001319101	17585	65296935	65298588	11	7	2	3	CEP68	23177	chr2	+	centrosomal protein 68
CDS	NM_001319101	17585	65300114	65301416	13	6	6	7	CEP68	23177	chr2	+	centrosomal protein 68
CDS	NM_001319101	17585	65301538	65305002	15	3	4	0	CEP68	23177	chr2	+	centrosomal protein 68
CDS	NM_001319101	17585	65301538	65309670	1	1	0	0	CEP68	23177	chr2	+	centrosomal protein 68
CDS	NM_001319101	17585	65305098	65309670	4	4	8	6	CEP68	23177	chr2	+	centrosomal protein 68
CDS	NM_001319101	17585	65305098	65309676	1	0	0	0	CEP68	23177	chr2	+	centrosomal protein 68
CDS	NM_001319121	51545	220239577	220239064	10	20	12	23	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220246057	220239744	15	21	24	25	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220246267	220246158	13	28	27	36	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220246701	220246306	18	23	16	31	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220247853	220246861	15	10	14	23	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220249088	220247936	11	11	17	17	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220250146	220249165	0	5	0	1	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220250353	220250253	13	35	23	11	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220250690	220250428	23	27	19	34	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220251008	220250820	13	29	11	20	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220251387	220251133	15	23	14	19	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220251614	220251500	17	46	18	31	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001319121	51545	220251792	220251670	2	2	2	5	DNPEP	23549	chr2	-	aspartyl aminopeptidase
CDS	NM_001320304	27261	131100508	131100659	7	30	8	28	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131100535	131100659	3	4	8	3	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131100767	131102202	19	50	18	33	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131102285	131102949	23	45	23	46	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131102298	131102949	1	0	0	0	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131103058	131103140	27	55	26	50	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131103064	131103140	1	0	0	0	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131103272	131103352	22	50	32	44	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131103506	131103591	11	56	33	62	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131103685	131103774	17	40	31	55	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320304	27261	131103847	131103929	26	52	46	81	IMP4	92856	chr2	+	IMP4, U3 small nucleolar ribonucleoprotein
CDS	NM_001320586	53548	54200947	54278095	4	4	2	1	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54200947	54284376	1	0	0	0	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54278187	54284376	3	0	2	0	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54284497	54362590	0	0	2	1	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54333478	54362590	1	0	0	0	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54342893	54362590	3	5	6	4	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54362606	54365776	12	8	10	8	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54365885	54531825	12	6	8	2	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54366069	54531825	0	0	0	1	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54374569	54531825	0	1	0	0	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54450220	54531825	0	0	1	0	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320586	53548	54494502	54531825	1	0	0	0	ACYP2	98	chr2	+	acylphosphatase 2
CDS	NM_001320613	289	25043253	25042983	0	2	0	2	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25043593	25042983	2	10	4	3	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25044386	25043717	10	10	7	6	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25045380	25044509	5	8	3	5	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25046078	25045499	0	2	0	1	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25047247	25046224	1	10	6	3	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25048914	25047405	3	21	1	9	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25050415	25048995	1	7	1	2	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25050415	25048998	1	0	0	0	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25050771	25050477	4	10	3	5	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25053578	25047405	1	0	0	1	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25053578	25050892	0	0	0	1	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25053578	25051030	0	4	2	4	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25054531	25053694	5	13	6	3	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25057354	25054618	1	13	4	2	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25057663	25057515	4	4	2	3	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25059786	25057805	3	16	2	1	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25061314	25059914	2	11	1	3	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25062742	25061491	2	3	1	6	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25064128	25062900	2	6	1	2	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25064425	25064255	2	4	1	1	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25065123	25064536	2	11	1	1	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25095439	25065253	3	2	3	2	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25110514	25095588	0	0	0	1	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320613	289	25141182	25095588	1	3	0	2	ADCY3	109	chr2	-	adenylate cyclase 3
CDS	NM_001320698	8823	69969307	70015186	1	0	0	0	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70008706	70015186	36	127	29	88	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70008706	70031665	0	1	0	0	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70015273	70031665	35	223	37	131	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70015360	70031665	0	0	0	2	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70016418	70031665	0	0	0	3	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70031759	70033517	59	248	42	188	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70033564	70035038	0	10	0	2	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70033630	70035038	43	199	49	164	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70035128	70037726	52	249	54	173	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70035321	70037726	0	0	1	1	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70037805	70039785	36	212	49	162	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70039841	70043233	58	234	39	201	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70043326	70045731	49	222	50	215	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70045826	70046412	38	230	66	225	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70046470	70047831	68	260	60	221	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70046470	70052588	0	1	0	0	ANXA4	307	chr2	+	annexin A4
CDS	NM_001320698	8823	70047953	70052588	51	244	71	300	ANXA4	307	chr2	+	annexin A4
